"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21b_num","TX_RESP_Q22d_num"
-0.540010122467367,-0.365932276268452,0.669922121440731,0.81818101416003
0.467487674756199,1.03680811609395,0.669922121440731,0.81818101416003
-0.117045368759737,1.03680811609395,-0.916735534603105,-0.479623353128293
-0.467450489833015,1.03680811609395,1.46325094946265,2.11598538144835
-0.356810260407121,-0.365932276268452,-0.916735534603105,-0.479623353128293
1.9428105719753,1.03680811609395,-0.123406706581187,-1.77742772041662
-2.01043679627001,-0.365932276268452,-0.916735534603105,0.81818101416003
1.66242175312998,1.03680811609395,-0.916735534603105,-0.479623353128293
0.662546552363536,1.03680811609395,1.46325094946265,0.81818101416003
1.42348349342294,1.03680811609395,-0.123406706581187,-1.77742772041662
-0.0774086422963173,1.03680811609395,1.46325094946265,-0.479623353128293
-0.939926583334644,-0.365932276268452,-0.916735534603105,-0.479623353128293
0.23972123001275,1.03680811609395,-0.123406706581187,-0.479623353128293
2.07952546743322,1.03680811609395,1.46325094946265,0.81818101416003
-1.0260159131797,-1.76867266863085,-0.916735534603105,0.81818101416003
NA,NA,NA,NA
NA,NA,NA,NA
-0.0566061966032481,-0.365932276268452,-0.916735534603105,-0.479623353128293
0.802051277720857,-0.365932276268452,-0.916735534603105,-0.479623353128293
0.217734865095763,-1.76867266863085,-0.916735534603105,-0.479623353128293
0.18161751081003,-0.365932276268452,-0.916735534603105,-0.479623353128293
0.31852533828281,-0.365932276268452,-0.916735534603105,0.81818101416003
-1.0770672344453,-1.76867266863085,-0.916735534603105,0.81818101416003
-0.258782220862454,-0.365932276268452,-0.916735534603105,-0.479623353128293
-1.16397820699365,-0.365932276268452,-0.916735534603105,-0.479623353128293
-1.5742834621616,-0.365932276268452,-0.916735534603105,2.11598538144835
-1.11848044112584,-0.365932276268452,NA,-0.479623353128293
-0.0166545022776659,-0.365932276268452,1.46325094946265,2.11598538144835
-0.901177495598537,1.03680811609395,1.46325094946265,-0.479623353128293
-0.118475765203276,-0.365932276268452,-0.123406706581187,0.81818101416003
-0.539698896532991,-0.365932276268452,-0.916735534603105,-1.77742772041662
-1.795394598781,-0.365932276268452,-0.916735534603105,0.81818101416003
-0.384721166133982,-1.76867266863085,-0.916735534603105,-1.77742772041662
0.0545519111737637,1.03680811609395,1.46325094946265,-0.479623353128293
-0.565168528479188,1.03680811609395,-0.916735534603105,0.81818101416003
NA,NA,NA,NA
0.315080671020598,1.03680811609395,-0.123406706581187,-0.479623353128293
-0.284011589861961,-1.76867266863085,-0.916735534603105,-0.479623353128293
0.50717418222322,1.03680811609395,0.669922121440731,0.81818101416003
-0.628203351210955,1.03680811609395,0.669922121440731,0.81818101416003
0.619387981377287,1.03680811609395,0.669922121440731,-0.479623353128293
-0.510675034569898,1.03680811609395,1.46325094946265,0.81818101416003
0.814850207617387,-0.365932276268452,1.46325094946265,-0.479623353128293
1.76089171880103,-0.365932276268452,-0.123406706581187,-0.479623353128293
1.10637974778825,-0.365932276268452,1.46325094946265,-0.479623353128293
1.45917259743742,-1.76867266863085,1.46325094946265,-0.479623353128293
1.63062298443188,1.03680811609395,-0.123406706581187,-1.77742772041662
-0.71526371131687,-1.76867266863085,0.669922121440731,0.81818101416003
-1.02229115816791,-0.365932276268452,-0.916735534603105,0.81818101416003
NA,NA,NA,NA
