"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num"
0.254736131596609,0.433012701892219,0.869510429550315,0.521706257730189,-0.130558241966773,-0.07319250547114
-0.202433994811178,0.433012701892219,0.869510429550315,0.521706257730189,-0.130558241966773,-1.24427259300938
-1.36853809002738,0.433012701892219,-0.521706257730189,-0.869510429550315,-0.130558241966773,1.0978875820671
-1.39196026571634,-1.29903810567666,-0.521706257730189,-0.869510429550315,-2.21949011343515,1.0978875820671
-0.703219072818193,0.433012701892219,0.869510429550315,0.521706257730189,-1.17502417770096,1.0978875820671
0.0415928584082847,0.433012701892219,-0.521706257730189,0.521706257730189,0.913907693767414,-0.07319250547114
NA,NA,NA,NA,NA,NA
1.23668433246969,-1.29903810567666,-0.521706257730189,0.521706257730189,0.913907693767414,-0.07319250547114
-0.519078932217354,-1.29903810567666,-0.521706257730189,-0.869510429550315,-1.17502417770096,1.0978875820671
0.0534568115523568,-1.29903810567666,-1.91292294501069,-0.869510429550315,-0.130558241966773,-0.07319250547114
-0.641073987287087,0.433012701892219,-0.521706257730189,-0.869510429550315,0.913907693767414,-1.24427259300938
0.49386439269521,0.433012701892219,0.869510429550315,0.521706257730189,0.913907693767414,-0.07319250547114
2.54473478737019,0.433012701892219,0.869510429550315,0.521706257730189,0.913907693767414,-1.24427259300938
0.684051340797329,2.1650635094611,0.869510429550315,0.521706257730189,-1.17502417770096,-1.24427259300938
0.222662357509629,0.433012701892219,0.869510429550315,0.521706257730189,-0.130558241966773,-1.24427259300938
-1.0193863501844,-1.29903810567666,-1.91292294501069,-2.26072711683082,0.913907693767414,1.0978875820671
0.313907680662644,0.433012701892219,0.869510429550315,1.91292294501069,0.913907693767414,1.0978875820671
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
