"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
0.0306420954771781,-0.666666666666667,-1.98826969354487,0.333333333333333,-1.76383420737639,-1.63784604970665,-1.15470053837925,0.333333333333333,-2.03552675630345,-0.353553390593274,-0.333333333333333,1.29636243217534,0.18490006540841,0,1,-0.333333333333333
0.854741094497574,-0.666666666666667,0.764719112901872,0.333333333333333,0.50395263067897,0.629940788348712,0,-2.66666666666667,0.11973686801785,-0.353553390593274,-0.333333333333333,-0.58925565098879,0.18490006540841,0,1,2.66666666666667
0.293961922745915,-0.666666666666667,0.764719112901872,0.333333333333333,0.50395263067897,0.629940788348712,-1.15470053837925,0.333333333333333,0.11973686801785,1.06066017177982,-0.333333333333333,1.29636243217534,1.8490006540841,2,1,-0.333333333333333
-0.45185039548864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.408424757030698,-0.666666666666667,0.764719112901872,0.333333333333333,0.50395263067897,0.629940788348712,0,0.333333333333333,0.11973686801785,1.06066017177982,-0.333333333333333,0.353553390593274,-1.47920052326728,0,1,-0.333333333333333
0.0775909053778091,1.33333333333333,0.764719112901872,0.333333333333333,0.50395263067897,0.629940788348712,1.15470053837925,0.333333333333333,1.1973686801785,1.06066017177982,-0.333333333333333,-0.58925565098879,0.18490006540841,0,-1,-0.333333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.6260202185641,-0.666666666666667,-0.611775290321498,0.333333333333333,0.50395263067897,0.629940788348712,-1.15470053837925,0.333333333333333,0.11973686801785,-1.76776695296637,-0.333333333333333,NA,0.18490006540841,-2,-1,-0.333333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.95782752284248,-0.666666666666667,-0.611775290321498,-2.66666666666667,-1.76383420737639,0.629940788348712,1.15470053837925,0.333333333333333,-0.957894944142799,NA,-0.333333333333333,-1.53206469257085,-1.47920052326728,0,0,-0.333333333333333
-0.513784868580353,1.33333333333333,0.764719112901872,0.333333333333333,0.50395263067897,-0.50395263067897,1.15470053837925,0.333333333333333,0.11973686801785,-0.353553390593274,-0.333333333333333,0.353553390593274,0.18490006540841,0,-1,-0.333333333333333
-1.03153281533857,1.33333333333333,-0.611775290321498,0.333333333333333,0.50395263067897,-1.63784604970665,0,0.333333333333333,1.1973686801785,-0.353553390593274,2.66666666666667,-0.58925565098879,0.18490006540841,0,-1,-0.333333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
