"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q22e_num","TX_RESP_Q23e_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-1.73078799918762,-1.98826969354487,0.333333333333333,-1.63784604970665,-1.33333333333333,-1.15470053837925,-0.353553390593274,0.18490006540841,0,1
0.649947655606567,0.764719112901872,0.333333333333333,0.629940788348712,1.66666666666667,0,-0.353553390593274,0.18490006540841,0,1
0.640680963928886,0.764719112901872,0.333333333333333,0.629940788348712,-0.333333333333333,-1.15470053837925,1.06066017177982,1.8490006540841,2,1
-0.244212215541227,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.29666843132904,0.764719112901872,0.333333333333333,0.629940788348712,-0.333333333333333,0,1.06066017177982,-1.47920052326728,0,1
-0.772578421177684,0.764719112901872,0.333333333333333,0.629940788348712,0.666666666666667,1.15470053837925,1.06066017177982,0.18490006540841,0,-1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.05153242738943,-0.611775290321498,0.333333333333333,0.629940788348712,-1.33333333333333,-1.15470053837925,-1.76776695296637,0.18490006540841,-2,-1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.06113988620659,-0.611775290321498,-2.66666666666667,0.629940788348712,-0.333333333333333,1.15470053837925,NA,-1.47920052326728,0,0
0.618712235207023,0.764719112901872,0.333333333333333,-0.50395263067897,0.666666666666667,1.15470053837925,-0.353553390593274,0.18490006540841,0,-1
-0.468038108982148,-0.611775290321498,0.333333333333333,-1.63784604970665,0.666666666666667,0,-0.353553390593274,0.18490006540841,0,-1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
