"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22a_num","TX_RESP_Q22g_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.74012662225203,1.12464311423107,-0.0870388279778488,-0.720749970156447,-0.20806259464412,-1.68549965615811,-1.26491106406735,-1.40437353404017,1.55699788832305,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.526107728273458,1.12464311423107,0.870388279778489,0.270281238808668,0.936281675898539,0.16854996561581,0.316227766016838,0.526640075265064,-0.583874208121143,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.16176503017682,1.12464311423107,-1.04446593573419,1.26131244777378,-0.20806259464412,0.16854996561581,0.316227766016838,0.526640075265064,-0.583874208121143,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.470400378016143,-1.19493330887051,-0.0870388279778488,1.26131244777378,0.936281675898539,-1.68549965615811,-1.26491106406735,-1.40437353404017,-0.583874208121143,-0.301511344577763
-1.48963243937375,-1.19493330887051,0.870388279778489,1.26131244777378,0.936281675898539,2.02259958738973,1.89736659610103,1.49214687991768,-0.583874208121143,-0.301511344577763
-0.558767171948068,1.12464311423107,0.870388279778489,-0.720749970156447,-2.49675113572944,0.16854996561581,0.316227766016838,0.526640075265064,-0.583874208121143,3.01511344577764
1.39626367819949,-0.42174116783665,-0.0870388279778488,-0.720749970156447,-0.20806259464412,0.16854996561581,0.316227766016838,0.526640075265064,-0.583874208121143,-0.301511344577763
-0.71733949378964,-0.42174116783665,-1.04446593573419,0.270281238808668,-0.20806259464412,0.16854996561581,0.316227766016838,0.526640075265064,-0.583874208121143,-0.301511344577763
-0.294370343830176,-1.19493330887051,0.870388279778489,-1.71178117912156,0.936281675898539,0.16854996561581,NA,-1.40437353404017,-0.583874208121143,-0.301511344577763
-0.201445968432971,0.351450973197208,0.870388279778489,0.270281238808668,-0.20806259464412,0.16854996561581,-1.26491106406735,0.526640075265064,1.55699788832305,-0.301511344577763
-0.040091806964135,-0.42174116783665,-2.00189304349053,-0.720749970156447,-0.20806259464412,0.16854996561581,0.316227766016838,-0.438866729387554,1.55699788832305,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
