"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22g_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
-0.863830207264512,-0.665536116930045,-1.20594555416541,-2.38648908332136,1.33389063046669,0.842672189869051,2.12315738252141,1.36838212339519,0.997196518173155
0.34545067518028,1.12452654239904,-1.20594555416541,0.552660629821788,0.0952779021761923,0.842672189869051,0.509557771805139,0.21285944141703,-0.58169796893434
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.47028359314986,2.01955787206359,-1.20594555416541,0.552660629821788,0.0952779021761923,0.842672189869051,-1.10404183891113,-0.942663240561131,0.997196518173155
-0.115422745143885,-0.665536116930045,0.868990178736843,0.552660629821788,1.33389063046669,0.842672189869051,0.509557771805139,1.36838212339519,-0.58169796893434
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.828720701001647,2.01955787206359,0.868990178736843,-1.40677251227364,0.0952779021761923,0.842672189869051,0.509557771805139,-0.942663240561131,-0.58169796893434
-0.0269917443902047,1.12452654239904,0.868990178736843,0.552660629821788,-2.3819475544048,-2.99991299593382,-2.7176414496274,-2.09818592253929,-0.58169796893434
0.797264100880658,-0.665536116930045,0.868990178736843,0.552660629821788,0.0952779021761923,0.842672189869051,0.509557771805139,1.36838212339519,-0.58169796893434
0.0750041772878575,2.01955787206359,0.868990178736843,0.552660629821788,0.0952779021761923,-0.438189538731906,-1.10404183891113,0.21285944141703,-0.58169796893434
0.41647673796477,2.01955787206359,0.868990178736843,-0.427055941225927,0.0952779021761923,-0.438189538731906,0.509557771805139,0.21285944141703,-0.58169796893434
-1.05776597147543,-0.665536116930045,-1.20594555416541,-2.38648908332136,0.0952779021761923,-0.438189538731906,2.12315738252141,1.36838212339519,0.997196518173155
