"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q23f_num"
-0.562693620030102,-1.71680980234734,-0.932788002680097,-0.274584823682638,1.46938453411315
1.01733359080053,1.40466256555691,1.0660434316344,-0.274584823682638,-0.881630720467888
NA,NA,NA,NA,NA
0.134633847817847,1.40466256555691,1.0660434316344,0.823754471047914,0.293876906822629
NA,NA,NA,NA,NA
0.53450246882641,-0.156073618395212,1.0660434316344,0.823754471047914,1.46938453411315
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.274658875243028,-0.156073618395212,1.0660434316344,-0.274584823682638,-0.881630720467888
0.955420248869428,-0.156073618395212,1.0660434316344,0.823754471047914,1.46938453411315
-0.645359422385261,-0.156073618395212,1.0660434316344,-0.274584823682638,0.293876906822629
-0.522792816907137,-0.156073618395212,-0.932788002680097,0.823754471047914,0.293876906822629
0.0634283722639708,-0.156073618395212,-0.266510857908599,-2.47126341314374,-0.881630720467888
0.440051425001242,1.40466256555691,-0.932788002680097,0.823754471047914,-0.881630720467888
-1.86854588354169,-0.156073618395212,1.0660434316344,-1.37292411841319,-2.05713834775841
0.442313255360248,-0.156073618395212,-0.932788002680097,0.823754471047914,0.293876906822629
0.501110790931978,1.40466256555691,1.0660434316344,0.823754471047914,0.293876906822629
-1.1497879508261,-0.156073618395212,-0.932788002680097,-0.274584823682638,-0.881630720467888
-1.3258974141055,-0.156073618395212,-0.932788002680097,0.823754471047914,-0.881630720467888
-0.127955520429398,-1.71680980234734,-0.932788002680097,-1.37292411841319,-0.881630720467888
-1.39138569786465,-0.156073618395212,-0.932788002680097,-0.274584823682638,0.293876906822629
2.33281641682604,NA,NA,NA,NA
0.657847452563731,1.40466256555691,-0.932788002680097,0.823754471047914,0.293876906822629
0.789619332071437,-1.71680980234734,1.0660434316344,0.823754471047914,1.46938453411315
NA,NA,NA,NA,NA
NA,-0.156073618395212,-0.932788002680097,-1.37292411841319,0.293876906822629
