"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22b_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
-1.02794808677994,0.765559002350953,-1.50375117809889,-0.80413845540565,1.80595003408358,0.456658061755022,-0.298807152333598
-0.069158321833925,-1.2440333788203,1.96644384828317,0.982835889940239,0.656709103303119,0.456658061755022,-0.298807152333598
NA,NA,NA,NA,NA,NA,NA
0.495917968826082,0.765559002350953,-0.347019502638205,0.0893487172672945,-0.492531827477339,0.456658061755022,1.79284291400159
1.41178191614079,0.765559002350953,NA,NA,-1.6417727582578,-1.06553547742839,1.79284291400159
-1.08239918747206,-1.2440333788203,-1.50375117809889,-0.80413845540565,0.656709103303119,0.456658061755022,-0.298807152333598
-1.39951520429811,-1.2440333788203,-0.347019502638205,-0.80413845540565,-0.492531827477339,-1.06553547742839,-0.298807152333598
-1.23011205688034,-1.2440333788203,-0.347019502638205,0.0893487172672945,0.656709103303119,0.456658061755022,-2.39045721866879
1.81490726166352,0.765559002350953,-0.347019502638205,0.0893487172672945,-1.6417727582578,-1.06553547742839,1.79284291400159
0.563504419942003,-1.2440333788203,0.80971217282248,-0.80413845540565,0.656709103303119,0.456658061755022,-0.298807152333598
-0.0249234558747015,0.765559002350953,0.80971217282248,1.87632306261318,0.656709103303119,0.456658061755022,-0.298807152333598
0.912586090427027,0.765559002350953,0.80971217282248,0.982835889940239,-0.492531827477339,-1.06553547742839,-0.298807152333598
NA,NA,NA,NA,NA,NA,NA
-0.601160966108178,-1.2440333788203,-1.50375117809889,-0.80413845540565,0.656709103303119,-1.06553547742839,-0.298807152333598
0.283807178498316,0.765559002350953,-0.347019502638205,-0.80413845540565,-0.492531827477339,-1.06553547742839,-0.298807152333598
-1.20499139407118,0.765559002350953,-0.347019502638205,-0.80413845540565,0.656709103303119,1.97885160093843,-0.298807152333598
0.203716244755909,-1.2440333788203,1.96644384828317,1.87632306261318,-1.6417727582578,0.456658061755022,-0.298807152333598
0.110254713778735,-1.2440333788203,-0.347019502638205,-0.80413845540565,0.656709103303119,0.456658061755022,-0.298807152333598
1.16084733626552,0.765559002350953,-0.347019502638205,0.0893487172672945,0.656709103303119,0.456658061755022,-0.298807152333598
0.19345401414515,0.765559002350953,-0.347019502638205,-0.80413845540565,-0.492531827477339,NA,-0.298807152333598
1.49811457986852,0.765559002350953,0.80971217282248,1.87632306261318,-1.6417727582578,-1.06553547742839,-0.298807152333598
NA,NA,NA,NA,NA,NA,NA
-0.912508427312174,0.765559002350953,-0.347019502638205,0.0893487172672945,0.656709103303119,1.97885160093843,1.79284291400159
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.09617462368098,0.765559002350953,0.80971217282248,-0.80413845540565,0.656709103303119,-1.06553547742839,-0.298807152333598
