"PROFICIENCIA_LP_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.125170814781242,0.999959936845885,0.240603039456498,0.574080226372841,1.32826035542116
-0.128349625492638,-0.36469127108497,0.240603039456498,1.57872062252531,1.32826035542116
-0.124298962796208,0.999959936845885,-1.92482431565198,-1.4352005659321,-2.41862333375197
-0.127081321773883,-1.0470168750504,0.240603039456498,0.574080226372841,0.0792991256967862
-0.125816750057316,-1.0470168750504,-0.842110638097742,-0.430560169779631,0.0792991256967862
-0.127037211558659,0.999959936845885,0.240603039456498,-0.430560169779631,0.0792991256967862
-0.126190851897689,0.999959936845885,-0.842110638097742,-1.4352005659321,-1.16966210402759
-0.126191135059632,0.999959936845885,1.32331671701074,-0.430560169779631,0.0792991256967862
-0.123421592672055,NA,0.240603039456498,-1.4352005659321,0.0792991256967862
-0.125673266974538,-1.0470168750504,-0.842110638097742,-1.4352005659321,-2.41862333375197
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.125962919580712,0.999959936845885,0.240603039456498,-0.430560169779631,0.0792991256967862
NA,NA,NA,NA,NA
-0.126150035143425,0.999959936845885,-0.842110638097742,-0.430560169779631,0.0792991256967862
-0.12498245621061,NA,0.240603039456498,1.57872062252531,0.0792991256967862
-0.124734421926032,-1.0470168750504,-0.842110638097742,-0.430560169779631,0.0792991256967862
-0.12586973866331,NA,-0.842110638097742,-0.430560169779631,0.0792991256967862
-0.124676567220399,0.999959936845885,1.32331671701074,0.574080226372841,0.0792991256967862
NA,NA,NA,NA,NA
-0.126018240325653,0.999959936845885,-0.842110638097742,-1.4352005659321,-2.41862333375197
-0.125548880994247,0.317634332880458,1.32331671701074,0.574080226372841,1.32826035542116
-0.125335107037997,NA,-0.842110638097742,0.574080226372841,0.0792991256967862
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.124319025569748,0.999959936845885,-0.842110638097742,-1.4352005659321,0.0792991256967862
-0.125762113271163,0.999959936845885,-0.842110638097742,-1.4352005659321,-1.16966210402759
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.12657362593169,0.999959936845885,-0.842110638097742,0.574080226372841,0.0792991256967862
-0.127289701024633,0.999959936845885,-0.842110638097742,-1.4352005659321,-1.16966210402759
-0.127945602320111,0.999959936845885,1.32331671701074,1.57872062252531,1.32826035542116
7.81125846283581,0.999959936845885,1.32331671701074,1.57872062252531,1.32826035542116
NA,NA,NA,NA,NA
-0.127425082613065,NA,1.32331671701074,0.574080226372841,0.0792991256967862
-0.125641755528477,NA,NA,NA,NA
NA,-1.0470168750504,1.32331671701074,-0.430560169779631,0.0792991256967862
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.128460711348823,0.999959936845885,1.32331671701074,0.574080226372841,0.0792991256967862
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.126881515980409,-1.0470168750504,0.240603039456498,1.57872062252531,1.32826035542116
-0.127893545989824,0.999959936845885,1.32331671701074,-0.430560169779631,1.32826035542116
-0.12884319057073,0.999959936845885,1.32331671701074,1.57872062252531,1.32826035542116
-0.126640119435608,0.999959936845885,1.32331671701074,1.57872062252531,1.32826035542116
-0.12791359713957,0.999959936845885,-0.842110638097742,1.57872062252531,1.32826035542116
-0.128466172845012,0.999959936845885,-0.842110638097742,0.574080226372841,0.0792991256967862
-0.126382519902113,-1.0470168750504,0.240603039456498,-0.430560169779631,1.32826035542116
-0.124681630819102,-1.0470168750504,1.32331671701074,1.57872062252531,0.0792991256967862
-0.12425667501262,-1.0470168750504,-1.92482431565198,-0.430560169779631,0.0792991256967862
-0.126868674693045,-1.0470168750504,-0.842110638097742,0.574080226372841,-1.16966210402759
-0.125969728672606,-1.0470168750504,1.32331671701074,0.574080226372841,-1.16966210402759
NA,NA,NA,NA,NA
-0.125118636493373,-1.0470168750504,-1.92482431565198,-1.4352005659321,-1.16966210402759
NA,NA,NA,NA,NA
-0.125096408583964,-1.0470168750504,0.240603039456498,0.574080226372841,0.0792991256967862
-0.128933988557687,0.999959936845885,1.32331671701074,-0.430560169779631,0.0792991256967862
-0.124828251983556,-1.0470168750504,-0.842110638097742,-1.4352005659321,-1.16966210402759
-0.126387993022096,-0.36469127108497,0.240603039456498,0.574080226372841,0.0792991256967862
-0.12864096407607,-1.0470168750504,1.32331671701074,1.57872062252531,1.32826035542116
-0.125728048965861,-1.0470168750504,-0.842110638097742,-0.430560169779631,0.0792991256967862
-0.126269433013778,0.999959936845885,-0.842110638097742,0.574080226372841,0.0792991256967862
NA,NA,NA,NA,NA
-0.12630965584753,0.999959936845885,-0.842110638097742,-0.430560169779631,0.0792991256967862
-0.125032661062955,-1.0470168750504,1.32331671701074,0.574080226372841,0.0792991256967862
-0.124037822960872,-1.0470168750504,0.240603039456498,0.574080226372841,0.0792991256967862
-0.125371457013429,-0.36469127108497,0.240603039456498,-0.430560169779631,-1.16966210402759
-0.127705959940219,0.999959936845885,0.240603039456498,0.574080226372841,0.0792991256967862
-0.125353396748077,-1.0470168750504,0.240603039456498,-0.430560169779631,0.0792991256967862
NA,NA,NA,NA,NA
-0.126233829438784,0.999959936845885,0.240603039456498,-0.430560169779631,-1.16966210402759
-0.124413843069874,-1.0470168750504,-0.842110638097742,-1.4352005659321,0.0792991256967862
-0.123957882625284,0.999959936845885,-0.842110638097742,-0.430560169779631,0.0792991256967862
-0.124567475174324,-1.0470168750504,-0.842110638097742,-0.430560169779631,0.0792991256967862
