"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.931838612815507,-0.137949555285838,0.999959936845885,0.134842443967717,0.240603039456498,-0.425035573142384,-0.560947784845747,-1.05449983416349,0.251626335122889,0.574080226372841,1.32826035542116
-1.17513724473193,-0.137949555285838,-0.36469127108497,0.134842443967717,0.240603039456498,0.72071249358926,0.542852695012013,1.56065975456197,1.33002491422098,1.57872062252531,1.32826035542116
1.74986868268053,1.1035964422867,0.999959936845885,-1.98892604852382,-1.92482431565198,-0.425035573142384,-0.560947784845747,-2.36207962852622,0.251626335122889,-1.4352005659321,-2.41862333375197
-1.05536572558408,-1.37949555285838,-1.0470168750504,-0.927041802278051,0.240603039456498,-1.57078363987403,0.542852695012013,0.253079960199238,1.33002491422098,0.574080226372841,0.0792991256967862
0.552727993394568,-1.37949555285838,-1.0470168750504,0.134842443967717,-0.842110638097742,-0.425035573142384,-0.560947784845747,-1.05449983416349,0.251626335122889,-0.430560169779631,0.0792991256967862
-1.70090803674069,-1.37949555285838,0.999959936845885,1.19672669021348,0.240603039456498,-0.425035573142384,-0.560947784845747,0.253079960199238,0.251626335122889,-0.430560169779631,0.0792991256967862
-0.0095982387024028,1.1035964422867,0.999959936845885,-0.927041802278051,-0.842110638097742,-0.425035573142384,0.542852695012013,0.253079960199238,-0.826772243975205,-1.4352005659321,-1.16966210402759
0.145025152847851,1.1035964422867,0.999959936845885,-0.927041802278051,1.32331671701074,0.72071249358926,-0.560947784845747,0.253079960199238,0.251626335122889,-0.430560169779631,0.0792991256967862
0.858265225236211,-0.137949555285838,NA,-0.927041802278051,0.240603039456498,-0.425035573142384,-1.66474826470351,-1.05449983416349,-0.826772243975205,-1.4352005659321,0.0792991256967862
0.442450588219404,-0.137949555285838,-1.0470168750504,-0.927041802278051,-0.842110638097742,-0.425035573142384,-0.560947784845747,-1.05449983416349,-0.826772243975205,-1.4352005659321,-2.41862333375197
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.247522458592143,-1.37949555285838,0.999959936845885,1.19672669021348,0.240603039456498,-0.425035573142384,0.542852695012013,0.253079960199238,-1.9051708230733,-0.430560169779631,0.0792991256967862
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.67502917116024,1.1035964422867,0.999959936845885,0.134842443967717,-0.842110638097742,-0.425035573142384,-0.560947784845747,-1.05449983416349,0.251626335122889,-0.430560169779631,0.0792991256967862
0.733120371317552,-0.137949555285838,NA,1.19672669021348,0.240603039456498,-0.425035573142384,0.542852695012013,0.253079960199238,1.33002491422098,1.57872062252531,0.0792991256967862
1.05010642124508,-1.37949555285838,-1.0470168750504,-0.927041802278051,-0.842110638097742,-0.425035573142384,-0.560947784845747,0.253079960199238,0.251626335122889,-0.430560169779631,0.0792991256967862
0.440744923673611,-1.37949555285838,NA,-0.927041802278051,-0.842110638097742,-0.425035573142384,-0.560947784845747,0.253079960199238,-0.826772243975205,-0.430560169779631,0.0792991256967862
0.828997028872076,-1.37949555285838,0.999959936845885,1.19672669021348,1.32331671701074,1.8664605603209,1.64665317486977,0.253079960199238,0.251626335122889,0.574080226372841,0.0792991256967862
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.1394063761117,-1.37949555285838,0.999959936845885,-0.927041802278051,-0.842110638097742,-0.425035573142384,0.542852695012013,-1.05449983416349,-0.826772243975205,-1.4352005659321,-2.41862333375197
-1.33086981904949,1.1035964422867,0.317634332880458,0.134842443967717,1.32331671701074,NA,NA,0.253079960199238,1.33002491422098,0.574080226372841,1.32826035542116
-0.646951319345115,-0.137949555285838,NA,0.134842443967717,-0.842110638097742,-0.425035573142384,-0.560947784845747,0.253079960199238,0.251626335122889,0.574080226372841,0.0792991256967862
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.21638223936055,-0.137949555285838,0.999959936845885,-0.927041802278051,-0.842110638097742,-0.425035573142384,-0.560947784845747,0.253079960199238,0.251626335122889,-1.4352005659321,0.0792991256967862
-0.0561532109080563,-0.137949555285838,0.999959936845885,-0.927041802278051,-0.842110638097742,-1.57078363987403,-0.560947784845747,-2.36207962852622,-1.9051708230733,-1.4352005659321,-1.16966210402759
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.262761412322638,1.1035964422867,0.999959936845885,1.19672669021348,-0.842110638097742,0.72071249358926,0.542852695012013,0.253079960199238,0.251626335122889,0.574080226372841,0.0792991256967862
-1.05663397015898,1.1035964422867,0.999959936845885,0.134842443967717,-0.842110638097742,-0.425035573142384,-1.66474826470351,0.253079960199238,-1.9051708230733,-1.4352005659321,-1.16966210402759
-1.06695160716965,1.1035964422867,0.999959936845885,1.19672669021348,1.32331671701074,1.8664605603209,1.64665317486977,1.56065975456197,1.33002491422098,1.57872062252531,1.32826035542116
-0.984020158131302,1.1035964422867,0.999959936845885,1.19672669021348,1.32331671701074,1.8664605603209,1.64665317486977,1.56065975456197,1.33002491422098,1.57872062252531,1.32826035542116
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0610786788519663,1.1035964422867,NA,0.134842443967717,1.32331671701074,0.72071249358926,0.542852695012013,0.253079960199238,-0.826772243975205,0.574080226372841,0.0792991256967862
-0.43033731395509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.37949555285838,-1.0470168750504,1.19672669021348,1.32331671701074,-0.425035573142384,-0.560947784845747,0.253079960199238,0.251626335122889,-0.430560169779631,0.0792991256967862
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
