"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q23b_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-1.26318502873924,-1.07451182618977,-1.52507578971786,-2.01675672610945,1.18296891066624,1.44733315272865,1.92863005470365,1.4830990148569,3.07825248660511,4.08224623210273
-0.979286131837408,0.589248420813746,-0.089710340571639,0.672252242036482,-0.0806569711817893,-0.74701065947285,0.795559897565255,-2.31902755050351,3.07825248660511,1.89532860776198
-0.276317012454368,-1.07451182618977,-1.52507578971786,-0.672252242036482,-0.0806569711817893,-0.74701065947285,-1.47058041671153,-1.05165202871671,-0.42861743484375,-0.291589016578766
-0.848228944333556,-1.07451182618977,-1.52507578971786,-2.01675672610945,1.18296891066624,1.44733315272865,1.92863005470365,1.4830990148569,-0.42861743484375,-0.291589016578766
-0.314413070381832,0.589248420813746,-0.089710340571639,-0.672252242036482,1.18296891066624,1.44733315272865,-0.337510259573139,1.4830990148569,-0.42861743484375,-0.291589016578766
-0.119819677558669,-1.07451182618977,-0.089710340571639,0.672252242036482,1.18296891066624,1.44733315272865,0.795559897565255,-2.31902755050351,-0.42861743484375,-0.291589016578766
-0.829725700114783,0.589248420813746,1.34565510857458,0.672252242036482,1.18296891066624,1.44733315272865,1.92863005470365,0.215723493070094,-0.42861743484375,-0.291589016578766
0.459093283021545,-1.07451182618977,-0.089710340571639,0.672252242036482,-1.34428285302982,-1.8441825655736,-0.337510259573139,-1.05165202871671,-0.42861743484375,-0.291589016578766
-0.996413800690416,0.589248420813746,-0.089710340571639,0.672252242036482,1.18296891066624,1.44733315272865,1.92863005470365,1.4830990148569,-0.42861743484375,-0.291589016578766
-1.70819914527731,0.589248420813746,-0.089710340571639,-2.01675672610945,-0.0806569711817893,0.350161246627898,0.795559897565255,0.215723493070094,NA,NA
-0.0552801937327708,0.589248420813746,-0.089710340571639,-0.672252242036482,-1.34428285302982,-0.74701065947285,-0.337510259573139,0.215723493070094,-0.42861743484375,-0.291589016578766
-0.124760485512447,-1.07451182618977,-0.089710340571639,0.672252242036482,-0.0806569711817893,0.350161246627898,0.795559897565255,0.215723493070094,1.32481752588068,-0.291589016578766
