"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q20_num"
-0.540274311063149,0.272165526975909,1.05409255338946,-0.876500980178555,0.948683298050514,-1.22474487139159,NA,0.444478318492315,0.135526185435788,1.44913767461894,-0.333333333333333
0.557122553356977,NA,NA,NA,-0.948683298050514,-1.22474487139159,-0.438397299480953,-1.03711607648207,0.135526185435788,-0.621059003408118,NA
-0.528508987838119,-0.544331053951817,1.05409255338946,1.27491051662335,-0.948683298050514,1.22474487139159,-0.438397299480953,-1.03711607648207,-1.21973566892209,-0.621059003408118,-0.333333333333333
-0.949023235986101,1.08866210790363,1.05409255338946,-0.876500980178555,0.948683298050514,1.22474487139159,0.547996624351191,0.444478318492315,1.49078803979366,1.44913767461894,-0.333333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.90986280753327,-0.544331053951817,0.105409255338946,-0.159363814577919,-0.948683298050514,0,-0.438397299480953,0.444478318492315,-1.21973566892209,-0.621059003408118,-0.333333333333333
-0.862599157928969,1.08866210790363,0.105409255338946,1.27491051662335,0.948683298050514,0,-1.4247912233131,-1.03711607648207,0.135526185435788,1.44913767461894,-0.333333333333333
-0.43479574837446,0.272165526975909,-0.843274042711568,-0.159363814577919,0.948683298050514,1.22474487139159,1.53439054818333,0.444478318492315,0.135526185435788,-0.621059003408118,-0.333333333333333
1.26835506880442,-1.36082763487954,-1.79195734076208,1.27491051662335,-0.948683298050514,-1.22474487139159,-0.438397299480953,-1.03711607648207,1.49078803979366,-0.621059003408118,2.66666666666667
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.475520659419885,1.08866210790363,-0.843274042711568,-0.876500980178555,-0.948683298050514,0,-0.438397299480953,0.444478318492315,-1.21973566892209,-0.621059003408118,-0.333333333333333
-0.895659647923756,-1.36082763487954,0.105409255338946,-0.876500980178555,0.948683298050514,0,1.53439054818333,1.9260727134667,0.135526185435788,-0.621059003408118,-0.333333333333333
