"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21c_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num"
1.1658704037042,1.22474487139159,1.29714503701107,1.23935467078637,1.2789623453609,1.32165310020944,1.49278457826354,0.2,1.31726503247274
-0.833812168409396,0,-1.92335298591297,-0.309838667696594,-0.783880147156683,-0.180225422755833,0.288926047405846,0.2,0.0506640397104899
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.15183468222967,1.22474487139159,0.223645696036392,1.23935467078637,0.247541099102111,1.32165310020944,0.288926047405846,0.2,-1.21593695305176
1.43313301868631,1.22474487139159,1.29714503701107,-0.309838667696594,0.247541099102111,-0.180225422755833,0.288926047405846,0.2,0.0506640397104899
0.0498621954053606,0,-1.92335298591297,-0.309838667696594,-0.783880147156683,-0.180225422755833,-0.914932483451846,1.45,0.0506640397104899
-0.595199028752237,1.22474487139159,0.223645696036392,-0.309838667696594,1.2789623453609,1.32165310020944,0.288926047405846,0.2,0.0506640397104899
0.252119489610991,-1.22474487139159,-0.849853644938287,1.23935467078637,1.2789623453609,-0.180225422755833,-0.914932483451846,0.2,1.31726503247274
0.994725789536344,1.22474487139159,1.29714503701107,-0.309838667696594,0.247541099102111,-0.180225422755833,0.288926047405846,0.2,-1.21593695305176
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.161587928320722,0,1.29714503701107,-1.85903200617956,-0.783880147156683,-1.68210394572111,-0.914932483451846,-1.05,-1.21593695305176
0.215451080303778,0,0.223645696036392,-0.309838667696594,-0.783880147156683,-0.180225422755833,0.288926047405846,-1.05,0.0506640397104899
0.945322874160577,0,0.223645696036392,-0.309838667696594,0.247541099102111,-0.180225422755833,0.288926047405846,-1.05,0.0506640397104899
1.55906163858915,-1.22474487139159,1.29714503701107,-0.309838667696594,-1.81530139341548,-0.180225422755833,-2.11879101430954,-1.05,-2.482537945814
-0.900611144967534,0,-0.849853644938287,1.23935467078637,1.2789623453609,1.32165310020944,1.49278457826354,0.2,1.31726503247274
-1.86352552290882,-1.22474487139159,0.223645696036392,1.23935467078637,1.2789623453609,1.32165310020944,1.49278457826354,1.45,1.31726503247274
-1.8760343653348,-1.22474487139159,-0.849853644938287,1.23935467078637,1.2789623453609,1.32165310020944,1.49278457826354,1.45,1.31726503247274
0.297266602140373,0,0.223645696036392,1.23935467078637,0.247541099102111,-1.68210394572111,0.288926047405846,0.2,0.0506640397104899
-0.480961343162067,1.22474487139159,0.223645696036392,-0.309838667696594,0.247541099102111,-0.180225422755833,0.288926047405846,0.2,0.0506640397104899
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.74731728508638,-1.22474487139159,NA,-0.309838667696594,0.247541099102111,1.32165310020944,0.288926047405846,0.2,0.0506640397104899
0.421789357741417,0,0.223645696036392,-1.85903200617956,-0.783880147156683,-0.180225422755833,-0.914932483451846,1.45,-1.21593695305176
-1.20960205387152,-1.22474487139159,-0.849853644938287,1.23935467078637,1.2789623453609,-0.180225422755833,-0.914932483451846,-1.05,-1.21593695305176
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.533985474837527,1.22474487139159,0.223645696036392,-0.309838667696594,-0.783880147156683,-0.180225422755833,0.288926047405846,0.2,0.0506640397104899
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.120094776106717,0,0.223645696036392,-0.309838667696594,-0.783880147156683,-1.68210394572111,0.288926047405846,1.45,1.31726503247274
0.91506304308303,-1.22474487139159,0.223645696036392,-0.309838667696594,-1.81530139341548,-0.180225422755833,-2.11879101430954,-2.3,0.0506640397104899
-0.430431186451473,-1.22474487139159,-1.92335298591297,-0.309838667696594,-0.783880147156683,-0.180225422755833,0.288926047405846,-1.05,0.0506640397104899
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.960515296701498,1.22474487139159,0.223645696036392,-1.85903200617956,-0.783880147156683,-1.68210394572111,-0.914932483451846,-1.05,0.0506640397104899
