"PROFICIENCIA_MT_SAEB","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
0.135893458274735,0.797703124745891,1.2789623453609,1.32165310020944,0.2,1.30639452948436,-0.295163026345123
0.064675160033164,0.797703124745891,-0.783880147156683,-0.180225422755833,0.2,-0.734846922834953,-0.295163026345123
NA,NA,NA,NA,NA,NA,NA
-1.17406761290341,0.797703124745891,0.247541099102111,1.32165310020944,0.2,-0.734846922834953,-0.295163026345123
0.792240188901644,0.797703124745891,0.247541099102111,-0.180225422755833,0.2,-0.734846922834953,-0.295163026345123
-0.73748591028546,-0.375389705762772,-0.783880147156683,-0.180225422755833,1.45,-0.734846922834953,-0.295163026345123
-0.842902068500545,0.797703124745891,1.2789623453609,1.32165310020944,0.2,1.30639452948436,-0.295163026345123
0.901142771396617,-1.54848253627143,1.2789623453609,-0.180225422755833,0.2,-0.734846922834953,-0.295163026345123
-0.625234698970129,0.797703124745891,0.247541099102111,-0.180225422755833,0.2,1.30639452948436,-0.295163026345123
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.828850298276052,0.797703124745891,-0.783880147156683,-1.68210394572111,-1.05,-0.734846922834953,-0.295163026345123
1.48635472983218,-0.375389705762772,-0.783880147156683,-0.180225422755833,-1.05,-0.734846922834953,-0.295163026345123
2.22722811625671,-0.375389705762772,0.247541099102111,-0.180225422755833,-1.05,-0.734846922834953,-0.295163026345123
0.707879186386152,-1.54848253627143,-1.81530139341548,-0.180225422755833,-1.05,-0.734846922834953,-0.295163026345123
-0.838109029360004,0.797703124745891,1.2789623453609,1.32165310020944,0.2,1.30639452948436,-0.295163026345123
-0.687685867788681,0.797703124745891,1.2789623453609,1.32165310020944,1.45,1.30639452948436,-0.295163026345123
-0.927335951821713,0.797703124745891,1.2789623453609,1.32165310020944,1.45,1.30639452948436,-0.295163026345123
1.1981422493069,-1.54848253627143,0.247541099102111,-1.68210394572111,0.2,-0.734846922834953,-0.295163026345123
0.250521973189939,0.797703124745891,0.247541099102111,-0.180225422755833,0.2,-0.734846922834953,-0.295163026345123
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.944208948939994,-1.54848253627143,0.247541099102111,1.32165310020944,0.2,-0.734846922834953,NA
-1.48291382547151,-0.375389705762772,-0.783880147156683,-0.180225422755833,1.45,1.30639452948436,3.24679328979636
-0.968093273976414,0.797703124745891,1.2789623453609,-0.180225422755833,-1.05,-0.734846922834953,3.24679328979636
NA,NA,NA,NA,NA,NA,NA
-0.0886699433514379,0.797703124745891,-0.783880147156683,-0.180225422755833,0.2,-0.734846922834953,-0.295163026345123
NA,NA,NA,NA,NA,NA,NA
1.37945840844885,0.797703124745891,-0.783880147156683,-1.68210394572111,1.45,1.30639452948436,-0.295163026345123
1.02788042980413,-1.54848253627143,-1.81530139341548,-0.180225422755833,-2.3,-0.734846922834953,-0.295163026345123
-0.572857250726466,-1.54848253627143,-0.783880147156683,-0.180225422755833,-1.05,1.30639452948436,-0.295163026345123
NA,NA,NA,NA,NA,NA,NA
0.546998008540783,-0.375389705762772,-0.783880147156683,-1.68210394572111,-1.05,-0.734846922834953,-0.295163026345123
