"PROFICIENCIA_MT_SAEB","TX_RESP_Q22h_num"
-1.86183686772555,1.12267300020054
0.299636628471511,-0.266396983098433
0.733592508933103,1.12267300020054
-0.612260816623456,1.12267300020054
0.316701269694158,-0.266396983098433
-0.198242578087998,1.12267300020054
1.01587472671439,1.12267300020054
-1.81253070950622,1.12267300020054
0.236167295209946,1.12267300020054
0.772612713135367,-0.266396983098433
NA,NA
-0.310608787413498,1.12267300020054
-0.46222961681083,1.12267300020054
0.728631126634454,-0.266396983098433
-0.851003244713869,1.12267300020054
0.723110060686931,-0.266396983098433
1.05629211544997,-3.04453694969637
NA,NA
NA,NA
0.458751709942315,-0.266396983098433
1.6005746562403,-0.266396983098433
0.455745886510909,1.12267300020054
-0.199940638347997,-0.266396983098433
0.79059617824893,-0.266396983098433
NA,NA
-0.132571074063306,-1.6554669663974
-0.497542010794779,-0.266396983098433
1.26166551239737,-0.266396983098433
-1.38494018491709,1.12267300020054
0.932981366686507,-1.6554669663974
0.602355191696241,-0.266396983098433
-0.65374069019609,-1.6554669663974
0.248742174229001,-0.266396983098433
-0.794656827257419,1.12267300020054
-0.144152595225469,-1.6554669663974
NA,NA
-1.83778618260343,-0.266396983098433
1.10890359077271,-0.266396983098433
0.141720879496823,-1.6554669663974
NA,NA
NA,NA
NA,NA
NA,NA
-1.42967118450207,-0.266396983098433
0.256067015495617,-0.266396983098433
-0.0998335691655139,1.12267300020054
-0.557655836546435,-1.6554669663974
-1.87421658607702,1.12267300020054
-1.69220815691545,-0.266396983098433
NA,NA
0.390173284258246,-1.6554669663974
0.730579920707778,-1.6554669663974
3.04401437723084,-0.266396983098433
2.00137834266289,-0.266396983098433
1.01076291867569,1.12267300020054
1.6673574292073,-1.6554669663974
-0.362132028038464,1.12267300020054
0.00373603190092342,-0.266396983098433
-0.911034413897531,1.12267300020054
0.0655289813389207,-0.266396983098433
NA,NA
-0.276659729746703,1.12267300020054
-0.262142845694815,-0.266396983098433
0.293093714943599,-0.266396983098433
NA,NA
0.646872069793401,-0.266396983098433
0.00383903134382181,-0.266396983098433
-0.925948359831927,1.12267300020054
0.255690272241439,-0.266396983098433
-1.71443882151445,-0.266396983098433
NA,NA
NA,NA
-1.55626288256289,-0.266396983098433
1.59160458799666,1.12267300020054
-0.292438284234369,-1.6554669663974
-0.309566621204779,-0.266396983098433
NA,1.12267300020054
NA,NA
-0.957746722210472,1.12267300020054
-0.0555890770715362,1.12267300020054
-1.06507563321667,1.12267300020054
0.385875967106039,-0.266396983098433
1.60580299330974,-0.266396983098433
-0.632408530859684,-0.266396983098433
0.846330030280386,-0.266396983098433
NA,NA
-0.643183707983941,-0.266396983098433
0.33501133614855,-0.266396983098433
-0.16759073916917,1.12267300020054
-1.07852734106189,NA
