"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num"
-0.86192940590561,NA,0.953820966476532,0.666828774065213,1.69635832858137,-0.133490473438937,1.2571030311009,0.83005735663929,0.743391941675028,-1.64262022366722
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.206652931703004,-0.314870142843594,0.953820966476532,-0.424345583496044,-0.691108948681298,-0.133490473438937,-0.48350116580804,-0.484200124706252,0.743391941675028,0.438032059644591
-2.02601167308624,-0.314870142843594,0.953820966476532,0.666828774065213,1.69635832858137,-2.53631899533982,1.2571030311009,0.83005735663929,-1.27438618572862,-0.602294082011312
-0.71209608324941,-0.314870142843594,0.953820966476532,0.666828774065213,1.69635832858137,-0.133490473438937,-0.48350116580804,0.83005735663929,0.743391941675028,0.438032059644591
-0.155988031663441,1.67930742849917,-0.693687975619296,-0.424345583496044,-0.691108948681298,-0.133490473438937,-0.48350116580804,-1.79845760605179,0.743391941675028,0.438032059644591
-1.90234849561396,1.67930742849917,-0.693687975619296,0.666828774065213,-0.691108948681298,-0.133490473438937,1.2571030311009,0.83005735663929,0.743391941675028,0.438032059644591
0.840556751292201,-0.314870142843594,0.953820966476532,0.666828774065213,-0.691108948681298,-0.133490473438937,1.2571030311009,0.83005735663929,-1.27438618572862,-0.602294082011312
1.27162674527993,-0.314870142843594,-0.693687975619296,0.666828774065213,-0.691108948681298,-0.133490473438937,-0.48350116580804,-0.484200124706252,0.743391941675028,1.47835820130049
-0.218306351370923,1.67930742849917,-0.693687975619296,0.666828774065213,-0.691108948681298,-0.133490473438937,1.2571030311009,0.83005735663929,0.743391941675028,-1.64262022366722
0.9462514638371,-0.314870142843594,-0.693687975619296,-1.5155199410573,0.502624689950035,2.26933804846194,-0.48350116580804,-0.484200124706252,-1.27438618572862,0.438032059644591
0.255152559924571,1.67930742849917,-0.693687975619296,NA,-0.691108948681298,-0.133490473438937,-0.48350116580804,-0.484200124706252,-1.27438618572862,-0.602294082011312
-1.19090064484833,-0.314870142843594,0.953820966476532,0.666828774065213,-0.691108948681298,-0.133490473438937,1.2571030311009,0.83005735663929,0.743391941675028,0.438032059644591
0.776804831482924,-0.314870142843594,-0.693687975619296,0.666828774065213,-0.691108948681298,-0.133490473438937,-0.48350116580804,-0.484200124706252,0.743391941675028,-0.602294082011312
0.873637651193856,-0.314870142843594,0.953820966476532,-0.424345583496044,-0.691108948681298,2.26933804846194,-0.48350116580804,0.83005735663929,0.743391941675028,0.438032059644591
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.879997184514561,-0.314870142843594,0.953820966476532,0.666828774065213,0.502624689950035,NA,NA,0.83005735663929,0.743391941675028,-0.602294082011312
-0.277753231257017,-0.314870142843594,-0.693687975619296,0.666828774065213,1.69635832858137,-0.133490473438937,-2.22410536271698,-1.79845760605179,0.743391941675028,0.438032059644591
0.814904093348851,-0.314870142843594,-2.34119691771512,-1.5155199410573,-0.691108948681298,-0.133490473438937,-0.48350116580804,-0.484200124706252,-1.27438618572862,1.47835820130049
1.40063976189957,-2.30904771418635,-0.693687975619296,-0.424345583496044,0.502624689950035,-0.133490473438937,-0.48350116580804,0.83005735663929,-1.27438618572862,1.47835820130049
0.500855065092057,-0.314870142843594,NA,NA,NA,NA,NA,NA,NA,NA
0.338249246455431,-0.314870142843594,0.953820966476532,-2.60669429861856,-0.691108948681298,-0.133490473438937,-0.48350116580804,-1.79845760605179,-1.27438618572862,-1.64262022366722
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
