"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q19_num"
-0.407427356584575,-1.41852937913166,0.877165718053844,1.04558117391677,1.46011932645527
NA,NA,NA,NA,NA
-1.28943585922505,-0.343192591725401,0.877165718053844,1.04558117391677,-0.420034326788502
-0.385355214907657,-1.41852937913166,0.877165718053844,-1.31540857363723,-0.420034326788502
-0.469345515371739,-1.41852937913166,-0.531615586699299,-0.134913699860229,-0.420034326788502
-0.431561717468881,-1.41852937913166,0.877165718053844,1.04558117391677,-0.420034326788502
-0.194506323190945,0.732144195680855,0.877165718053844,-1.31540857363723,-0.420034326788502
-0.770363331052954,-1.41852937913166,0.877165718053844,1.04558117391677,-0.420034326788502
0.21055990730348,0.732144195680855,0.877165718053844,-1.31540857363723,-0.420034326788502
NA,NA,NA,NA,NA
-1.52742648092825,NA,0.877165718053844,1.04558117391677,NA
0.1304462442946,-1.41852937913166,-0.531615586699299,-0.134913699860229,1.46011932645527
0.227219149904654,NA,NA,NA,NA
-0.672532952754364,-1.41852937913166,-0.531615586699299,-0.134913699860229,-0.420034326788502
-0.968552776966014,-1.41852937913166,-0.531615586699299,-0.134913699860229,-0.420034326788502
-1.24674264901516,-1.41852937913166,0.877165718053844,1.04558117391677,1.46011932645527
-0.673268591162884,0.732144195680855,0.877165718053844,1.04558117391677,1.46011932645527
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.151890406857717,NA,-0.531615586699299,-1.31540857363723,NA
0.116633071252159,-1.41852937913166,0.877165718053844,1.04558117391677,-0.420034326788502
0.658970881354167,-0.343192591725401,0.877165718053844,1.04558117391677,1.46011932645527
-0.820398219000094,-1.41852937913166,-0.531615586699299,1.04558117391677,-0.420034326788502
0.000301043898068716,-0.343192591725401,-1.94039689145244,-1.31540857363723,-0.420034326788502
-1.42525636568868,-0.343192591725401,0.877165718053844,1.04558117391677,1.46011932645527
NA,NA,NA,NA,NA
-1.20403150227724,NA,0.877165718053844,1.04558117391677,NA
-0.724861067944558,0.732144195680855,-0.531615586699299,NA,-0.420034326788502
0.144910930620188,-0.343192591725401,-0.531615586699299,-1.31540857363723,-0.420034326788502
-1.24660136374617,-0.343192591725401,0.877165718053844,1.04558117391677,-0.420034326788502
-1.94467203529155,-0.343192591725401,0.877165718053844,-0.134913699860229,1.46011932645527
0.130281404793034,-0.343192591725401,0.877165718053844,-0.134913699860229,-0.420034326788502
-0.491593711896058,NA,0.877165718053844,-1.31540857363723,NA
-0.93919840490373,-1.41852937913166,0.877165718053844,1.04558117391677,-0.420034326788502
-1.96005625959618,-1.41852937913166,-0.531615586699299,-0.134913699860229,-0.420034326788502
-0.320340938520375,-1.41852937913166,0.877165718053844,1.04558117391677,-0.420034326788502
-1.58312881015614,-0.343192591725401,0.877165718053844,1.04558117391677,3.34027297969904
1.29240966162185,NA,0.877165718053844,-0.134913699860229,NA
-0.227047679224157,0.732144195680855,-0.531615586699299,-0.134913699860229,-0.420034326788502
0.393506434244138,NA,-0.531615586699299,-0.134913699860229,NA
NA,NA,NA,NA,NA
-0.323072627602181,-0.343192591725401,-0.531615586699299,-0.134913699860229,-0.420034326788502
-0.916992822680936,0.732144195680855,0.877165718053844,1.04558117391677,-0.420034326788502
0.596298044152763,-0.343192591725401,-3.34917819620559,-1.31540857363723,-0.420034326788502
-1.66600893182524,-0.343192591725401,-0.531615586699299,-1.31540857363723,-0.420034326788502
NA,NA,NA,NA,NA
-0.318480555411545,-0.343192591725401,-0.531615586699299,1.04558117391677,-0.420034326788502
0.122456403833686,NA,0.877165718053844,-0.134913699860229,NA
-0.927638091884629,0.732144195680855,0.877165718053844,1.04558117391677,-0.420034326788502
