"PROFICIENCIA_MT_SAEB","TX_RESP_Q08","TX_RESP_Q12e","TX_RESP_Q23g"
-1.41233859944387,0.540551640122359,-0.80484755677386,-1.5141695145706
0.123939914120441,1.2909645052334,0.65658616473657,-0.314417713408104
NA,NA,NA,NA
-1.82300791917635,-0.209861224988681,0.65658616473657,-0.314417713408104
-1.90087103151661,-1.71068695521076,-0.80484755677386,-0.314417713408104
NA,NA,NA,NA
NA,NA,NA,NA
-1.67496820803677,-0.96027409009972,0.65658616473657,-1.5141695145706
-0.812542867690414,-0.96027409009972,-0.80484755677386,-1.5141695145706
0.221372108735132,-1.71068695521076,-0.80484755677386,-0.314417713408104
-1.15582138647392,-1.71068695521076,NA,-1.5141695145706
-0.0994589036816395,NA,-0.80484755677386,0.885334087754397
-1.53151512847755,-0.209861224988681,-0.80484755677386,0.885334087754397
-0.541805413799169,-0.209861224988681,0.65658616473657,-0.314417713408104
NA,NA,NA,NA
-1.4574442660516,-0.209861224988681,0.65658616473657,-1.5141695145706
-0.467502409555321,-0.209861224988681,-0.80484755677386,-0.314417713408104
-1.42952580919058,NA,-0.80484755677386,0.885334087754397
0.411204333680167,NA,NA,-0.314417713408104
0.665357104566057,NA,-0.80484755677386,-0.314417713408104
0.751411228949644,0.540551640122359,-0.80484755677386,2.0850858889169
-0.846741494196887,-0.96027409009972,0.65658616473657,2.0850858889169
-0.110111017542079,-1.71068695521076,-0.80484755677386,-0.314417713408104
-0.440579648782006,0.540551640122359,0.65658616473657,-0.314417713408104
-0.876856691146109,-0.96027409009972,-0.80484755677386,-0.314417713408104
0.244194009507532,NA,0.65658616473657,-0.314417713408104
0.661822493895502,0.540551640122359,2.118019886247,-0.314417713408104
0.484455293005333,NA,-0.80484755677386,-0.314417713408104
0.310040271473223,1.2909645052334,0.65658616473657,0.885334087754397
2.6014824090036,0.540551640122359,2.118019886247,0.885334087754397
0.168217634654082,1.2909645052334,2.118019886247,0.885334087754397
0.540761916369079,-0.96027409009972,-0.80484755677386,-0.314417713408104
0.526034415924704,-0.96027409009972,0.65658616473657,0.885334087754397
0.321238539235171,-0.96027409009972,0.65658616473657,2.0850858889169
-0.741290023025834,0.540551640122359,0.65658616473657,-0.314417713408104
2.00723548852792,0.540551640122359,2.118019886247,-0.314417713408104
-0.00642549520483545,NA,-0.80484755677386,-1.5141695145706
1.70459542491888,0.540551640122359,-0.80484755677386,0.885334087754397
-0.733720312664555,1.2909645052334,0.65658616473657,0.885334087754397
0.484576057649459,-1.71068695521076,-0.80484755677386,-1.5141695145706
-0.390922187472365,-0.96027409009972,-0.80484755677386,0.885334087754397
-1.24728610303861,-1.71068695521076,-0.80484755677386,-1.5141695145706
-0.427662393546869,-0.209861224988681,0.65658616473657,-0.314417713408104
0.14688793351622,-0.209861224988681,0.65658616473657,2.0850858889169
-1.56440270231567,0.540551640122359,0.65658616473657,-1.5141695145706
NA,NA,NA,NA
NA,NA,NA,NA
0.398649420395159,-0.96027409009972,0.65658616473657,-0.314417713408104
1.54140685756864,0.540551640122359,0.65658616473657,-0.314417713408104
-1.13082961154509,-1.71068695521076,-0.80484755677386,0.885334087754397
0.491523145840535,0.540551640122359,2.118019886247,-0.314417713408104
1.45634307529352,-0.209861224988681,0.65658616473657,2.0850858889169
-0.685593969376755,0.540551640122359,-0.80484755677386,-0.314417713408104
-1.96630266020118,NA,-0.80484755677386,-0.314417713408104
1.05089779877895,NA,2.118019886247,-1.5141695145706
1.31746188586505,1.2909645052334,-0.80484755677386,2.0850858889169
-0.0121876733598173,NA,-0.80484755677386,-0.314417713408104
-0.696811012079399,NA,2.118019886247,-0.314417713408104
-0.514547177007487,NA,-0.80484755677386,-1.5141695145706
-0.227602099501742,0.540551640122359,-0.80484755677386,0.885334087754397
-0.355713099419703,1.2909645052334,0.65658616473657,2.0850858889169
-0.0263716848878728,NA,0.65658616473657,0.885334087754397
-0.0311166790115042,-0.209861224988681,0.65658616473657,-0.314417713408104
-1.46731806018376,-0.96027409009972,NA,-0.314417713408104
NA,NA,NA,NA
0.400666309996444,0.540551640122359,0.65658616473657,-1.5141695145706
-1.10635313911266,-1.71068695521076,-0.80484755677386,-0.314417713408104
-1.26759192166884,-1.71068695521076,-0.80484755677386,-0.314417713408104
-0.940009733485658,-0.209861224988681,-0.80484755677386,-0.314417713408104
0.552633801152944,-0.96027409009972,0.65658616473657,0.885334087754397
NA,NA,NA,NA
-1.5513727494186,-0.96027409009972,-0.80484755677386,-0.314417713408104
1.39274181125592,0.540551640122359,-0.80484755677386,0.885334087754397
-1.24674129363414,-1.71068695521076,-0.80484755677386,-1.5141695145706
0.0545684289545434,-0.96027409009972,-0.80484755677386,-0.314417713408104
-0.181794605443293,-0.96027409009972,-0.80484755677386,-0.314417713408104
-0.112739821355063,NA,-0.80484755677386,-0.314417713408104
0.424526834726079,-0.209861224988681,-0.80484755677386,0.885334087754397
-0.705228835970253,NA,-0.80484755677386,0.885334087754397
-1.22342020032085,0.540551640122359,0.65658616473657,0.885334087754397
-2.38915521181594,NA,-0.80484755677386,-1.5141695145706
NA,NA,NA,NA
0.332326750311497,1.2909645052334,-0.80484755677386,0.885334087754397
-0.174966961408186,0.540551640122359,-0.80484755677386,-1.5141695145706
0.00275585894695178,-0.96027409009972,-0.80484755677386,-1.5141695145706
-0.0858962178445072,-1.71068695521076,-0.80484755677386,-1.5141695145706
-1.02711057281755,NA,-0.80484755677386,0.885334087754397
NA,NA,NA,NA
-0.521510351145197,NA,-0.80484755677386,-0.314417713408104
NA,NA,NA,NA
0.47059468103123,-0.209861224988681,-0.80484755677386,-0.314417713408104
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.0048527698016302,1.2909645052334,-0.80484755677386,-0.314417713408104
0.125429424760915,-0.96027409009972,-0.80484755677386,-1.5141695145706
NA,NA,NA,NA
0.35041707792171,0.540551640122359,-0.80484755677386,-0.314417713408104
0.986722194419923,1.2909645052334,-0.80484755677386,-0.314417713408104
1.39101610129757,-0.209861224988681,-0.80484755677386,-0.314417713408104
3.1658100689636,1.2909645052334,0.65658616473657,2.0850858889169
1.46136181861642,1.2909645052334,2.118019886247,0.885334087754397
1.5109736390536,1.2909645052334,2.118019886247,2.0850858889169
0.255256723158,1.2909645052334,0.65658616473657,-1.5141695145706
1.98379900855863,1.2909645052334,2.118019886247,2.0850858889169
1.67604625489658,1.2909645052334,0.65658616473657,-0.314417713408104
1.47126377515962,0.540551640122359,-0.80484755677386,-0.314417713408104
0.588371612663449,0.540551640122359,0.65658616473657,0.885334087754397
1.14084212928919,1.2909645052334,2.118019886247,2.0850858889169
0.791849738208349,NA,2.118019886247,0.885334087754397
1.14499400815069,0.540551640122359,0.65658616473657,-0.314417713408104
1.87177887709327,0.540551640122359,-0.80484755677386,-0.314417713408104
1.28864835411383,1.2909645052334,2.118019886247,-0.314417713408104
2.53128967623989,0.540551640122359,0.65658616473657,-0.314417713408104
-0.134561992548653,NA,-0.80484755677386,2.0850858889169
0.202743694205603,1.2909645052334,0.65658616473657,0.885334087754397
NA,NA,NA,NA
1.02988880820098,NA,0.65658616473657,-0.314417713408104
1.41554356858171,1.2909645052334,0.65658616473657,2.0850858889169
0.565458454155,1.2909645052334,2.118019886247,-0.314417713408104
NA,NA,NA,NA
-0.119992854647551,-0.209861224988681,-0.80484755677386,-0.314417713408104
0.624973599641285,1.2909645052334,-0.80484755677386,-0.314417713408104
-0.231486951649139,-0.96027409009972,-0.80484755677386,0.885334087754397
0.675971620527352,0.540551640122359,2.118019886247,0.885334087754397
-0.59675671212801,-1.71068695521076,0.65658616473657,-0.314417713408104
-0.751939447892211,0.540551640122359,0.65658616473657,-0.314417713408104
NA,NA,NA,NA
0.530113835999734,-0.96027409009972,-0.80484755677386,0.885334087754397
0.320921838157503,1.2909645052334,-0.80484755677386,0.885334087754397
0.90212939425689,1.2909645052334,-0.80484755677386,-0.314417713408104
-0.919733445772385,NA,-0.80484755677386,-1.5141695145706
0.19566510940302,-0.96027409009972,-0.80484755677386,-0.314417713408104
NA,NA,NA,NA
NA,NA,NA,NA
-0.146714349016948,-0.96027409009972,-0.80484755677386,-0.314417713408104
0.356525464062438,0.540551640122359,-0.80484755677386,-0.314417713408104
-0.674984807394712,-0.209861224988681,0.65658616473657,0.885334087754397
0.647788777928526,0.540551640122359,0.65658616473657,-0.314417713408104
-0.761322092456792,NA,0.65658616473657,-1.5141695145706
0.646197277584623,-0.96027409009972,-0.80484755677386,-0.314417713408104
-0.123393255703659,NA,0.65658616473657,-0.314417713408104
-1.11360617240515,-0.96027409009972,-0.80484755677386,-0.314417713408104
NA,NA,NA,NA
NA,NA,-0.80484755677386,0.885334087754397
0.171443587220287,NA,NA,NA
-1.913972122712,NA,NA,-0.314417713408104
0.454036815939888,-0.96027409009972,-0.80484755677386,-0.314417713408104
-1.12257819317083,-0.96027409009972,-0.80484755677386,-1.5141695145706
-0.76200243196387,0.540551640122359,0.65658616473657,0.885334087754397
1.21164944124978,NA,-0.80484755677386,-1.5141695145706
-0.769026012432518,0.540551640122359,-0.80484755677386,-0.314417713408104
