"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num"
0.66484658071694,-1.95959179422654,-2.67537792822314,0.427617987059879,-1.88725703878268
0.0882531834164291,0.489897948556636,0.754593774627039,0.427617987059879,1.06158208431526
0.955476386584658,0.489897948556636,-0.960392076798049,-2.24499443206436,-1.88725703878268
-1.36709445460419,0.489897948556636,0.754593774627039,0.427617987059879,-0.412837477233712
-0.346371010102983,0.489897948556636,-0.960392076798049,0.427617987059879,-0.412837477233712
-0.567437314760248,-1.95959179422654,-0.960392076798049,-2.24499443206436,-0.412837477233712
0.504409421379023,0.489897948556636,0.754593774627039,0.427617987059879,-0.412837477233712
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.714622976051867,-1.95959179422654,-0.960392076798049,0.427617987059879,-0.412837477233712
-1.09069913290889,0.489897948556636,0.754593774627039,0.427617987059879,1.06158208431526
1.08308902882536,0.489897948556636,0.754593774627039,0.427617987059879,1.06158208431526
1.22106750135953,0.489897948556636,-0.960392076798049,-2.24499443206436,-0.412837477233712
1.60250718433505,-1.95959179422654,-0.960392076798049,-2.24499443206436,1.06158208431526
-0.0488819402422023,0.489897948556636,-0.960392076798049,0.427617987059879,-0.412837477233712
0.559895161039305,0.489897948556636,0.754593774627039,0.427617987059879,1.06158208431526
-1.03616497131743,0.489897948556636,0.754593774627039,0.427617987059879,1.06158208431526
-0.50278554768414,0.489897948556636,0.754593774627039,0.427617987059879,-0.412837477233712
-0.681564465503006,0.489897948556636,0.754593774627039,0.427617987059879,-0.412837477233712
-1.76575923186624,0.489897948556636,0.754593774627039,0.427617987059879,1.06158208431526
0.104944279181535,0.489897948556636,0.754593774627039,0.427617987059879,1.06158208431526
1.84712382393297,-1.95959179422654,-0.960392076798049,0.427617987059879,-1.88725703878268
-1.5679783103341,0.489897948556636,0.754593774627039,0.427617987059879,1.06158208431526
0.262930410868169,0.489897948556636,0.754593774627039,0.427617987059879,-0.412837477233712
-1.1032677412273,0.489897948556636,0.754593774627039,0.427617987059879,1.06158208431526
0.798813549742135,0.489897948556636,0.754593774627039,0.427617987059879,-0.412837477233712
-0.329975366882262,0.489897948556636,-0.960392076798049,0.427617987059879,-0.412837477233712
