"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q23g_num"
-1.47135988005616,-2.16741728739477,NA,-2.48689334573315,0.0524530528312964
1.54436879254286,0.912596752587271,1.26074658303118,0.927316162815749,0.0524530528312964
NA,NA,NA,NA,NA
-1.32275126733758,0.912596752587271,0.0466943178900436,-0.210753673367216,0.0524530528312964
-1.41171410945657,-1.14074594073409,-2.38141021239223,-1.34882350955018,1.46868547927629
0.513195326398197,-1.14074594073409,1.26074658303118,0.927316162815749,0.0524530528312964
NA,NA,NA,NA,NA
0.00131531390215797,0.912596752587271,1.26074658303118,0.927316162815749,0.0524530528312964
0.080282706426776,0.912596752587271,0.0466943178900436,0.927316162815749,0.0524530528312964
-1.74677296255557,-1.14074594073409,NA,NA,NA
NA,NA,NA,NA,NA
-1.24471562659273,-1.14074594073409,0.0466943178900436,-0.210753673367216,0.0524530528312964
0.40466587555261,0.912596752587271,1.26074658303118,0.927316162815749,1.46868547927629
0.0664913905969153,0.912596752587271,0.0466943178900436,-0.210753673367216,1.46868547927629
-0.309212007543878,0.912596752587271,0.0466943178900436,0.927316162815749,0.0524530528312964
1.08216861777332,NA,0.0466943178900436,0.927316162815749,-1.3637793736137
1.65527133219917,-1.14074594073409,1.26074658303118,0.927316162815749,0.0524530528312964
0.0459832044166817,0.912596752587271,-1.1673579472511,-0.210753673367216,-1.3637793736137
0.959153424079045,0.912596752587271,0.0466943178900436,-0.210753673367216,0.0524530528312964
-1.20061641432147,-1.14074594073409,0.0466943178900436,-0.210753673367216,0.0524530528312964
NA,NA,NA,NA,NA
0.0129500828932934,-0.114074594073409,-1.1673579472511,-0.210753673367216,1.46868547927629
NA,NA,NA,NA,NA
-0.650564492572967,-0.114074594073409,0.0466943178900436,-1.34882350955018,1.46868547927629
0.182842216783965,0.912596752587271,-1.1673579472511,-1.34882350955018,0.0524530528312964
0.672312269036789,0.912596752587271,-1.1673579472511,-1.34882350955018,-2.7800118000587
-0.941867515889808,-0.114074594073409,0.0466943178900436,0.927316162815749,0.0524530528312964
1.3955885183545,-0.114074594073409,0.0466943178900436,0.927316162815749,-1.3637793736137
0.145864494127643,-1.14074594073409,1.26074658303118,0.927316162815749,-1.3637793736137
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.272783815118482,0.912596752587271,-1.1673579472511,-1.34882350955018,0.0524530528312964
-0.204857912293088,-1.14074594073409,0.0466943178900436,-0.210753673367216,0.0524530528312964
NA,NA,NA,NA,NA
-0.346642485341761,-0.114074594073409,-1.1673579472511,-0.210753673367216,0.0524530528312964
NA,NA,NA,NA,NA
1.81583729375918,0.912596752587271,1.26074658303118,0.927316162815749,0.0524530528312964
