"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21e_num","TX_RESP_Q23a_num","TX_RESP_Q23i_num"
-0.571545793449675,0.375469630741319,-2.16741728739477,0,-0.789904791624872
-0.792380620284051,0.375469630741319,0.912596752587271,0,-0.789904791624872
NA,NA,NA,NA,NA
-1.00524548240365,0.375469630741319,0.912596752587271,0,-0.789904791624872
-0.713337990657269,0.375469630741319,-1.14074594073409,1.80277563773199,1.22076195069298
0.53690977142359,0.375469630741319,-1.14074594073409,-1.80277563773199,-0.789904791624872
NA,NA,NA,NA,NA
-0.31438838689801,0.375469630741319,0.912596752587271,0,1.22076195069298
0.265694509298664,-1.72716030141007,0.912596752587271,-1.80277563773199,1.22076195069298
-1.3987669690331,0.375469630741319,-1.14074594073409,NA,-0.789904791624872
NA,NA,NA,NA,NA
-0.98229916888665,0.375469630741319,-1.14074594073409,0,-0.789904791624872
1.19621988515987,0.375469630741319,0.912596752587271,1.80277563773199,1.22076195069298
0.272452392656045,0.375469630741319,0.912596752587271,0,-0.789904791624872
0.656678516672401,0.375469630741319,0.912596752587271,0,1.22076195069298
1.27173095460475,0.375469630741319,NA,0,-0.789904791624872
0.106791046375187,0.375469630741319,-1.14074594073409,0,-0.789904791624872
0.447705601897918,-3.82979023356146,0.912596752587271,-1.80277563773199,-0.789904791624872
0.978159415435237,-1.72716030141007,0.912596752587271,0,-0.789904791624872
-1.4108396269774,0.375469630741319,-1.14074594073409,0,-0.789904791624872
NA,NA,NA,NA,NA
0.114692677939531,0.375469630741319,-0.114074594073409,0,1.22076195069298
NA,NA,NA,NA,NA
1.25407760003037,-1.72716030141007,-0.114074594073409,-1.80277563773199,1.22076195069298
-0.13000984185836,0.375469630741319,0.912596752587271,0,1.22076195069298
0.92184655500401,0.375469630741319,0.912596752587271,0,-0.789904791624872
-1.8147159520751,0.375469630741319,-0.114074594073409,1.80277563773199,-0.789904791624872
2.03196473719261,0.375469630741319,-0.114074594073409,0,1.22076195069298
-0.40828385601784,0.375469630741319,-1.14074594073409,0,1.22076195069298
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.179002370539162,0.375469630741319,0.912596752587271,1.80277563773199,-0.789904791624872
-1.63808788920732,0.375469630741319,-1.14074594073409,0,-0.789904791624872
NA,NA,NA,NA,NA
0.00886119117429818,0.375469630741319,-0.114074594073409,0,-0.789904791624872
NA,NA,NA,NA,NA
1.29511909342315,0.375469630741319,0.912596752587271,0,1.22076195069298
