"PROFICIENCIA_LP_SAEB","TX_RESP_Q22c_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num"
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.930511732436329,-1.18647822478115,NA,NA
-0.317368893911465,1.96847523656873,0.510396733471359,0.253880898580981
NA,NA,NA,NA
0.182766716651892,NA,NA,NA
0.576479100335975,-0.134827070997858,-0.881594357814165,-0.797911395540226
-0.281686891626217,-1.18647822478115,0.510396733471359,-0.797911395540226
NA,NA,NA,NA
0.271368542127322,-0.134827070997858,NA,-0.797911395540226
0.479255182035484,-0.134827070997858,0.510396733471359,-0.797911395540226
-0.909260968797266,NA,NA,NA
0.481651543063597,-1.18647822478115,0.510396733471359,-0.797911395540226
1.01634884587262,NA,NA,NA
2.07184762731086,NA,NA,NA
0.321089426005814,NA,NA,NA
1.1236695937326,NA,NA,NA
0.356808169184745,NA,NA,NA
NA,NA,NA,NA
-1.27013583983553,0.916824082785435,0.510396733471359,NA
0.129922833832954,NA,NA,NA
0.403885845618092,NA,NA,NA
-0.195118085245313,NA,NA,NA
-0.0400575895882827,NA,0.510396733471359,NA
NA,NA,NA,NA
NA,NA,NA,NA
1.07838824599614,-1.18647822478115,NA,-0.797911395540226
NA,NA,NA,NA
-0.58652146804999,-1.18647822478115,0.510396733471359,0.253880898580981
-1.19756793337354,0.916824082785435,NA,NA
NA,NA,NA,NA
1.42817756911647,-0.134827070997858,NA,NA
1.36239110334055,-1.18647822478115,NA,NA
-0.858281795475465,-0.134827070997858,0.510396733471359,0.253880898580981
-0.0809817062991413,-0.134827070997858,0.510396733471359,0.253880898580981
-0.708000074581062,1.96847523656873,NA,NA
-0.538413346264489,NA,NA,NA
1.7407923916719,-1.18647822478115,NA,NA
1.12698753309956,-0.134827070997858,-0.881594357814165,0.253880898580981
-1.18439493285443,0.916824082785435,0.510396733471359,1.30567319270219
-1.41109162359262,-1.18647822478115,-0.881594357814165,-0.797911395540226
0.581811079449011,-0.134827070997858,-0.881594357814165,0.253880898580981
-1.76459386792007,-1.18647822478115,-0.881594357814165,0.253880898580981
-0.353273708233011,NA,NA,NA
-0.933148569774891,NA,0.510396733471359,NA
-1.63443115250887,NA,NA,NA
0.808764749646211,NA,NA,NA
0.129236728088511,-1.18647822478115,0.510396733471359,1.30567319270219
NA,NA,NA,NA
0.640237579072223,NA,NA,0.253880898580981
0.112514129859651,0.916824082785435,1.90238782475688,1.30567319270219
-0.791231962246544,0.916824082785435,-0.881594357814165,1.30567319270219
-0.312252121308894,-0.134827070997858,NA,NA
1.15115362040079,NA,NA,NA
0.0665137497366927,-0.134827070997858,-0.881594357814165,0.253880898580981
-1.62626355304031,0.916824082785435,1.90238782475688,1.30567319270219
NA,NA,NA,NA
NA,NA,NA,NA
0.19903484450167,0.916824082785435,-0.881594357814165,-1.84970368966143
-0.984692367224562,-0.134827070997858,-0.881594357814165,0.253880898580981
NA,NA,NA,NA
-1.29268663752762,-1.18647822478115,1.90238782475688,1.30567319270219
0.559798298033075,-0.134827070997858,0.510396733471359,NA
-0.288067031681793,-0.134827070997858,-0.881594357814165,-1.84970368966143
NA,NA,NA,NA
-1.39983142430953,NA,NA,NA
1.7889093827413,-0.134827070997858,-2.27358544909969,-1.84970368966143
NA,NA,NA,NA
1.26218094770011,NA,NA,NA
-0.603183291004433,NA,NA,NA
NA,NA,NA,NA
-0.214335755496195,1.96847523656873,0.510396733471359,1.30567319270219
0.371866076352681,-0.134827070997858,-0.881594357814165,-0.797911395540226
-1.55376526815922,0.916824082785435,NA,NA
1.96755744023293,-0.134827070997858,-0.881594357814165,0.253880898580981
-1.391282767317,1.96847523656873,NA,NA
