"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num"
1.35435977552608,1.28434558562655,0.0333387812917472,0.645497224367903,-0.130167283119394
1.61542656928813,-0.200678997754149,1.2001961265029,-0.645497224367903,1.3884510199402
-0.190694745995865,-0.200678997754149,0.0333387812917472,0.645497224367903,1.3884510199402
0.136585269174229,-0.200678997754149,-1.13351856391941,0.645497224367903,-0.130167283119394
-0.738979219539935,-0.200678997754149,0.0333387812917472,1.93649167310371,-0.130167283119394
-1.24113930768466,1.28434558562655,-1.13351856391941,NA,NA
1.59896454958711,-0.200678997754149,1.2001961265029,-0.645497224367903,1.3884510199402
0.345380500447879,1.28434558562655,-1.13351856391941,0.645497224367903,-0.130167283119394
1.00064748341559,-0.200678997754149,NA,-0.645497224367903,-0.130167283119394
0.706704690806662,-1.68570358113485,-1.13351856391941,0.645497224367903,1.3884510199402
-0.724178233962016,-0.200678997754149,0.0333387812917472,0.645497224367903,-0.130167283119394
1.16348168191377,1.28434558562655,2.36705347171406,0.645497224367903,-0.130167283119394
0.490883724827259,-0.200678997754149,0.0333387812917472,0.645497224367903,-0.130167283119394
2.16671325824111,1.28434558562655,0.0333387812917472,0.645497224367903,-0.130167283119394
0.0168155969124189,-1.68570358113485,-1.13351856391941,-0.645497224367903,1.3884510199402
-0.10099927175792,1.28434558562655,1.2001961265029,-1.93649167310371,-3.16740388923858
-0.63481086492665,-0.200678997754149,-1.13351856391941,-0.645497224367903,-0.130167283119394
-0.790597371532831,-1.68570358113485,0.0333387812917472,-0.645497224367903,-0.130167283119394
0.258157346436149,1.28434558562655,2.36705347171406,0.645497224367903,-0.130167283119394
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.818800694883474,-0.200678997754149,2.36705347171406,-0.645497224367903,1.3884510199402
0.190236425744075,1.28434558562655,0.0333387812917472,1.93649167310371,1.3884510199402
-0.767974445361203,-0.200678997754149,0.0333387812917472,-1.93649167310371,-0.130167283119394
0.0373148652918314,-0.200678997754149,-1.13351856391941,0.645497224367903,-0.130167283119394
-0.368339557831485,1.28434558562655,0.0333387812917472,0.645497224367903,-0.130167283119394
1.31670251341126,1.28434558562655,0.0333387812917472,0.645497224367903,-0.130167283119394
-1.49492641002304,-0.200678997754149,0.0333387812917472,-0.645497224367903,NA
-1.87683499583902,-1.68570358113485,NA,-1.93649167310371,-0.130167283119394
NA,NA,NA,NA,NA
-1.25741464218133,-0.200678997754149,0.0333387812917472,-0.645497224367903,-0.130167283119394
-0.233149776109234,-0.200678997754149,0.0333387812917472,-0.645497224367903,-0.130167283119394
-1.14506193059817,-1.68570358113485,-1.13351856391941,-1.93649167310371,-3.16740388923858
-0.0888778979632025,1.28434558562655,0.0333387812917472,0.645497224367903,-0.130167283119394
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.183953177559581,-0.200678997754149,-1.13351856391941,-0.645497224367903,-0.130167283119394
1.1480945082327,-0.200678997754149,0.0333387812917472,0.645497224367903,-0.130167283119394
0.432294755654844,-0.200678997754149,0.0333387812917472,0.645497224367903,-0.130167283119394
-1.60007905568345,-0.200678997754149,0.0333387812917472,0.645497224367903,-0.130167283119394
-0.223335994522639,-0.200678997754149,-1.13351856391941,0.645497224367903,-0.130167283119394
-1.13621731072231,-1.68570358113485,0.0333387812917472,-0.645497224367903,-0.130167283119394
NA,NA,NA,NA,NA
