"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q22f_num",21,3,14.29
"TX_RESP_Q22g_num",21,3,14.29
"TX_RESP_Q10a_num",21,2,9.52
"TX_RESP_Q10b_num",21,2,9.52
"TX_RESP_Q10c_num",21,2,9.52
"TX_RESP_Q10d_num",21,2,9.52
"TX_RESP_Q10e_num",21,2,9.52
"TX_RESP_Q10f_num",21,2,9.52
"TX_RESP_Q21a_num",21,2,9.52
"TX_RESP_Q21b_num",21,2,9.52
"TX_RESP_Q21c_num",21,2,9.52
"TX_RESP_Q21d_num",21,2,9.52
"TX_RESP_Q21e_num",21,2,9.52
"TX_RESP_Q22a_num",21,2,9.52
"TX_RESP_Q22b_num",21,2,9.52
"TX_RESP_Q22c_num",21,2,9.52
"TX_RESP_Q22d_num",21,2,9.52
"TX_RESP_Q22e_num",21,2,9.52
"TX_RESP_Q22h_num",21,2,9.52
"TX_RESP_Q23a_num",21,2,9.52
"TX_RESP_Q23b_num",21,2,9.52
"TX_RESP_Q23c_num",21,2,9.52
"TX_RESP_Q23d_num",21,2,9.52
"TX_RESP_Q23e_num",21,2,9.52
"TX_RESP_Q23f_num",21,2,9.52
"TX_RESP_Q23g_num",21,2,9.52
"TX_RESP_Q23h_num",21,2,9.52
"TX_RESP_Q23i_num",21,2,9.52
"TX_RESP_Q19_num",21,2,9.52
"TX_RESP_Q20_num",21,2,9.52
"TX_RESP_Q01",21,0,0
"TX_RESP_Q02",21,0,0
"TX_RESP_Q03",21,0,0
"TX_RESP_Q04",21,0,0
"TX_RESP_Q05a",21,0,0
"TX_RESP_Q05b",21,0,0
"TX_RESP_Q05c",21,0,0
"TX_RESP_Q06",21,0,0
"TX_RESP_Q07a",21,0,0
"TX_RESP_Q07b",21,0,0
"TX_RESP_Q07c",21,0,0
"TX_RESP_Q07d",21,0,0
"TX_RESP_Q07e",21,0,0
"TX_RESP_Q08",21,0,0
"TX_RESP_Q09",21,0,0
"TX_RESP_Q10a",21,0,0
"TX_RESP_Q10b",21,0,0
"TX_RESP_Q10c",21,0,0
"TX_RESP_Q10d",21,0,0
"TX_RESP_Q10e",21,0,0
"TX_RESP_Q10f",21,0,0
"TX_RESP_Q11a",21,0,0
"TX_RESP_Q11b",21,0,0
"TX_RESP_Q11c",21,0,0
"TX_RESP_Q12a",21,0,0
"TX_RESP_Q12b",21,0,0
"TX_RESP_Q12c",21,0,0
"TX_RESP_Q12d",21,0,0
"TX_RESP_Q12e",21,0,0
"TX_RESP_Q12f",21,0,0
"TX_RESP_Q12g",21,0,0
"TX_RESP_Q13a",21,0,0
"TX_RESP_Q13b",21,0,0
"TX_RESP_Q13c",21,0,0
"TX_RESP_Q13d",21,0,0
"TX_RESP_Q13e",21,0,0
"TX_RESP_Q13f",21,0,0
"TX_RESP_Q13g",21,0,0
"TX_RESP_Q13h",21,0,0
"TX_RESP_Q13i",21,0,0
"TX_RESP_Q14",21,0,0
"TX_RESP_Q15a",21,0,0
"TX_RESP_Q15b",21,0,0
"TX_RESP_Q16",21,0,0
"TX_RESP_Q17",21,0,0
"TX_RESP_Q18",21,0,0
"TX_RESP_Q19",21,0,0
"TX_RESP_Q20",21,0,0
"TX_RESP_Q21a",21,0,0
"TX_RESP_Q21b",21,0,0
"TX_RESP_Q21c",21,0,0
"TX_RESP_Q21d",21,0,0
"TX_RESP_Q21e",21,0,0
"TX_RESP_Q22a",21,0,0
"TX_RESP_Q22b",21,0,0
"TX_RESP_Q22c",21,0,0
"TX_RESP_Q22d",21,0,0
"TX_RESP_Q22e",21,0,0
"TX_RESP_Q22f",21,0,0
"TX_RESP_Q22g",21,0,0
"TX_RESP_Q22h",21,0,0
"TX_RESP_Q23a",21,0,0
"TX_RESP_Q23b",21,0,0
"TX_RESP_Q23c",21,0,0
"TX_RESP_Q23d",21,0,0
"TX_RESP_Q23e",21,0,0
"TX_RESP_Q23f",21,0,0
"TX_RESP_Q23g",21,0,0
"TX_RESP_Q23h",21,0,0
"TX_RESP_Q23i",21,0,0
"TX_RESP_Q24",21,0,0
"TX_RESP_Q25",21,0,0
