"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22e_num","TX_RESP_Q23g_num"
NA,NA,NA,NA,NA,NA
0.424517375244792,NA,NA,NA,NA,NA
0.215357035914597,NA,NA,NA,NA,NA
-0.497467362470515,NA,NA,NA,NA,NA
-0.312968647388028,NA,NA,NA,NA,NA
-1.27739632880329,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.71394608495757,NA,NA,NA,NA,NA
-0.732606905872932,NA,NA,NA,NA,NA
0.513313761411661,NA,NA,NA,NA,NA
2.46117702942356,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.0673907649508648,NA,NA,NA,NA,NA
1.24319404900381,NA,NA,NA,NA,NA
-0.533369669858025,NA,NA,NA,NA,NA
0.0585935183163716,NA,NA,NA,NA,NA
0.809221010020737,NA,NA,NA,NA,NA
-1.71335729524089,NA,NA,NA,NA,NA
0.238820234904212,NA,NA,NA,NA,NA
-0.35181764536852,NA,NA,NA,NA,NA
1.34138674504875,NA,NA,NA,NA,NA
-0.655618998662748,NA,NA,NA,NA,NA
0.792384327607464,NA,NA,NA,NA,NA
-0.399178535566753,NA,NA,NA,NA,NA
0.232828200341662,NA,NA,NA,NA,NA
-0.60094587983177,NA,NA,NA,NA,NA
0.379244395932493,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.398965772659279,0.661107356684931,0.688395100442577,0.905042056257888,0.957073225982004,0.711659994885488
NA,NA,NA,NA,NA,NA
0.775243865259369,0.661107356684931,-0.39336862882433,-1.10616251320409,-1.03069424336523,0.711659994885488
NA,NA,NA,NA,NA,NA
-1.21306671385278,-0.793328828021918,-0.39336862882433,0.905042056257888,0.957073225982004,-1.11832284910577
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.65832529092791,-2.24776501272877,-0.39336862882433,-1.10616251320409,-1.03069424336523,-0.20333142711014
-0.77406803979485,-0.793328828021918,-0.39336862882433,NA,NA,NA
0.727593298293813,0.661107356684931,-0.39336862882433,-1.10616251320409,-1.03069424336523,-0.20333142711014
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.797647870833119,0.661107356684931,-0.39336862882433,0.905042056257888,NA,NA
NA,NA,NA,NA,NA,NA
1.40385017842485,0.661107356684931,2.85192255897639,-1.10616251320409,-1.03069424336523,0.711659994885488
-1.75308940375887,0.661107356684931,-0.39336862882433,0.905042056257888,0.957073225982004,0.711659994885488
0.889931029784812,0.661107356684931,-0.39336862882433,0.905042056257888,0.957073225982004,0.711659994885488
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.48332101404938,-0.793328828021918,-0.39336862882433,-0.100560228473099,0.294484069532924,-2.0333142711014
