"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21e_num","TX_RESP_Q22h_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA
-1.73123830084658,NA,NA,NA,NA,NA,NA,NA
0.848353180252678,NA,NA,NA,NA,NA,NA,NA
0.456764018315225,NA,NA,NA,NA,NA,NA,NA
-1.03432855410871,NA,NA,NA,NA,NA,NA,NA
-1.34303838249184,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
1.16179289648865,NA,NA,NA,NA,NA,NA,NA
-0.798908457525354,NA,NA,NA,NA,NA,NA,NA
1.34295932132189,NA,NA,NA,NA,NA,NA,NA
0.963694674701868,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.530958492343779,NA,NA,NA,NA,NA,NA,NA
0.743762670503802,NA,NA,NA,NA,NA,NA,NA
0.681157990999464,NA,NA,NA,NA,NA,NA,NA
0.241961723554883,NA,NA,NA,NA,NA,NA,NA
0.922959858065274,NA,NA,NA,NA,NA,NA,NA
-1.76567175647833,NA,NA,NA,NA,NA,NA,NA
1.05769496259297,NA,NA,NA,NA,NA,NA,NA
-0.77211910204214,NA,NA,NA,NA,NA,NA,NA
1.27444691129801,NA,NA,NA,NA,NA,NA,NA
-1.24417527579713,NA,NA,NA,NA,NA,NA,NA
-0.357948007264238,NA,NA,NA,NA,NA,NA,NA
1.36004569001839,NA,NA,NA,NA,NA,NA,NA
-0.981313513767381,NA,NA,NA,NA,NA,NA,NA
0.0673244211149165,NA,NA,NA,NA,NA,NA,NA
0.558953503681223,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.687147141024942,0.661107356684931,0.444478318492315,-1.29099444873581,0.449466574975494,0.66078261430393,0.711659994885488,-0.554188873151841
NA,NA,NA,NA,NA,NA,NA,NA
0.464941899731981,0.661107356684931,0.444478318492315,-1.29099444873581,0.449466574975494,-2.17114287557006,0.711659994885488,-0.554188873151841
NA,NA,NA,NA,NA,NA,NA,NA
0.460472711413672,-0.793328828021918,-2.51871047145645,-1.29099444873581,-2.02259958738973,0.66078261430393,-1.11832284910577,-0.554188873151841
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.296419157565258,-2.24776501272877,0.444478318492315,0,0.449466574975494,-1.22716771227873,-0.20333142711014,-0.554188873151841
-1.13524643251137,-0.793328828021918,NA,1.29099444873581,0.449466574975494,NA,NA,-0.554188873151841
0.742449839421213,0.661107356684931,0.444478318492315,0,-2.02259958738973,0.66078261430393,-0.20333142711014,-0.554188873151841
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.36241652417351,0.661107356684931,0.444478318492315,0,0.449466574975494,-0.283192548987399,NA,1.88424216871626
NA,NA,NA,NA,NA,NA,NA,NA
0.459014585885378,0.661107356684931,0.444478318492315,0,0.449466574975494,0.66078261430393,0.711659994885488,-0.554188873151841
-1.32851686851421,0.661107356684931,0.444478318492315,1.29099444873581,0.449466574975494,0.66078261430393,0.711659994885488,-0.554188873151841
0.553538349014882,0.661107356684931,0.444478318492315,1.29099444873581,0.449466574975494,0.66078261430393,0.711659994885488,0.665026647782209
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.42905450865905,-0.793328828021918,-1.03711607648207,0,0.449466574975494,-0.283192548987399,-2.0333142711014,1.88424216871626
