"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num"
NA,NA,NA,NA
0.584959572177038,NA,NA,0.0610892361055318
1.50926455297754,0.98358511491593,0.677482438059976,0.0610892361055318
1.24060758831688,0.98358511491593,-1.57588306244386,0.0610892361055318
-0.25708679960177,0.0728581566604393,0.677482438059976,-0.977427777688512
0.903345338759671,0.0728581566604393,0.677482438059976,1.09960624989958
-0.365915030006229,0.0728581566604393,-0.82476122894258,1.09960624989958
-0.292330463973294,-0.837868801595051,-1.57588306244386,-0.977427777688512
0.51617320107054,-0.837868801595051,-1.57588306244386,0.0610892361055318
1.34360979957822,-0.837868801595051,-1.57588306244386,0.0610892361055318
0.479820787226138,0.0728581566604393,-1.57588306244386,1.09960624989958
1.4987042323556,1.89431207317142,-1.57588306244386,0.0610892361055318
1.47409120039693,-0.837868801595051,-1.57588306244386,0.0610892361055318
NA,NA,NA,NA
NA,NA,NA,NA
1.64939135118004,-0.837868801595051,0.677482438059976,-0.977427777688512
1.73098749824422,0.98358511491593,-1.57588306244386,-0.977427777688512
0.650914931914121,0.98358511491593,0.677482438059976,0.0610892361055318
0.447571086680912,0.0728581566604393,-0.0736393954413019,0.0610892361055318
1.3548198228005,1.89431207317142,-1.57588306244386,0.0610892361055318
0.377734562482693,-0.837868801595051,-1.57588306244386,0.0610892361055318
-1.20246022427591,1.89431207317142,-1.57588306244386,0.0610892361055318
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.99738698213448,1.89431207317142,-1.57588306244386,-0.977427777688512
1.88526927596437,NA,NA,NA
0.87618886427677,-0.837868801595051,-1.57588306244386,-0.977427777688512
NA,0.98358511491593,-1.57588306244386,1.09960624989958
NA,NA,NA,NA
1.03559903362089,1.89431207317142,-1.57588306244386,-0.977427777688512
0.577810717013711,1.89431207317142,0.677482438059976,-0.977427777688512
NA,NA,NA,NA
1.4450218469544,1.89431207317142,-1.57588306244386,0.0610892361055318
0.0315735119270406,-0.837868801595051,-1.57588306244386,-0.977427777688512
-1.00911540394356,-0.837868801595051,-1.57588306244386,0.0610892361055318
NA,NA,NA,NA
0.286877499997275,1.89431207317142,0.677482438059976,-0.977427777688512
