"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.509592624926148,-1.06066017177982,-0.384900179459751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.37135512322114,0.353553390593274,-1.539600717839,-0.408248290463863,0.613571991077896,-0.613571991077896,0.997965409896352,-1.0690449676497,1.35169067066875,0.540061724867322,0.544704779401922,0.14978617237882,-0.682221028637269,0.14978617237882,-0.952661023244934,0.944911182523068
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.84506930389521,1.76776695296637,0.769800358919501,-0.408248290463863,-0.153392997769474,0.153392997769474,-0.712832435640251,-1.0690449676497,-0.750939261482638,-0.540061724867322,-0.726273039202563,0.14978617237882,0.409332617182361,0.14978617237882,0.158776837207489,-0.377964473009227
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.44691483479892,-1.06066017177982,0.769800358919501,-0.408248290463863,1.38053697992527,-0.613571991077896,0.14256648712805,0.801783725737273,-0.750939261482638,-0.540061724867322,-0.726273039202563,0.14978617237882,0.409332617182361,0.14978617237882,-0.952661023244934,-0.377964473009227
-0.937763433515691,-1.06066017177982,-0.384900179459751,-0.408248290463863,-0.920357986616845,1.68732297546422,0.14256648712805,0.801783725737273,-0.750939261482638,-0.540061724867322,-0.726273039202563,0.14978617237882,0.409332617182361,0.14978617237882,1.27021469765991,0.944911182523068
-1.04165688622015,0.353553390593274,0.769800358919501,2.04124145231932,-0.920357986616845,-0.613571991077896,-1.56823135840855,0.801783725737273,1.35169067066875,1.62018517460197,1.81568259800641,1.34807555140938,1.50088626300199,1.34807555140938,1.27021469765991,0.944911182523068
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.44140652756492,0.353553390593274,0.769800358919501,NA,NA,NA,NA,-1.0690449676497,-0.750939261482638,0.540061724867322,-0.726273039202563,0.14978617237882,-0.682221028637269,0.14978617237882,-0.952661023244934,-1.70084012854152
-0.944831606132307,0.353553390593274,0.769800358919501,NA,NA,NA,NA,0.801783725737273,0.300375704593055,0.540061724867322,0.544704779401922,0.14978617237882,0.409332617182361,0.14978617237882,0.158776837207489,-0.377964473009227
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.21192522356045e-05,NA,-1.539600717839,-0.408248290463863,NA,NA,0.997965409896352,NA,NA,-1.62018517460197,NA,-2.24679258568229,-1.7737746744569,-2.24679258568229,NA,NA
