"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q22f_num"
2.31230633998079,-0.0223113644486866,0.777165282211755
0.362347887999821,-0.0223113644486866,-0.535976056697762
0.511423313101615,-1.09325685798563,-1.84911739560728
1.7608972647464,-1.09325685798563,-0.535976056697762
NA,NA,NA
NA,NA,NA
1.39662095319688,-0.0223113644486866,-0.535976056697762
-0.628627371358088,1.04863412908826,0.777165282211755
0.319157412647633,-2.16420235152258,0.777165282211755
0.627726952251677,-1.09325685798563,-0.535976056697762
0.184560281397195,NA,-0.535976056697762
0.348423330503477,-0.0223113644486866,-0.535976056697762
-1.4181977680098,1.04863412908826,-0.535976056697762
1.1035551975548,-1.09325685798563,-0.535976056697762
-0.133151025658985,-0.0223113644486866,2.09030662112127
2.6455567360826,-1.09325685798563,0.777165282211755
-0.654339378910439,1.04863412908826,2.09030662112127
0.229702847355478,1.04863412908826,0.777165282211755
0.274243685295285,-1.09325685798563,-0.535976056697762
0.149473422078789,-0.0223113644486866,-0.535976056697762
0.22464888798585,1.04863412908826,0.777165282211755
NA,NA,NA
NA,NA,NA
0.826993241737402,1.04863412908826,-0.535976056697762
-1.59638510296472,1.04863412908826,0.777165282211755
NA,NA,NA
-0.737218681954841,NA,0.777165282211755
1.69126168959659,NA,NA
0.395037716624215,-0.0223113644486866,-0.535976056697762
-0.0681923000303464,-0.0223113644486866,0.777165282211755
NA,NA,NA
-0.691383989778918,1.04863412908826,2.09030662112127
NA,NA,NA
NA,NA,NA
-1.26960544382364,-1.09325685798563,2.09030662112127
-0.604344827976634,-0.0223113644486866,-0.535976056697762
0.302207232226974,1.04863412908826,-0.535976056697762
-1.40604447944915,-0.0223113644486866,0.777165282211755
NA,NA,NA
-0.464303865112089,-0.0223113644486866,-0.535976056697762
-0.375559773561362,1.04863412908826,-0.535976056697762
0.295260495802673,-0.0223113644486866,-0.535976056697762
0.365992171230407,1.04863412908826,-1.84911739560728
0.176086606422859,-2.16420235152258,-0.535976056697762
1.21120861104019,-1.09325685798563,-0.535976056697762
NA,NA,NA
NA,NA,NA
-0.570725543112699,-0.0223113644486866,0.777165282211755
-0.564281645091741,-0.0223113644486866,-0.535976056697762
0.4517233517087,-1.09325685798563,NA
-1.73025197244188,-1.09325685798563,-1.84911739560728
-0.655031505128079,1.04863412908826,0.777165282211755
-0.82515763058492,1.04863412908826,0.777165282211755
0.993171389482431,-2.16420235152258,-0.535976056697762
NA,NA,NA
0.105065363601775,1.04863412908826,-1.84911739560728
-0.889137493074557,1.04863412908826,-0.535976056697762
-1.44473609647858,-1.09325685798563,0.777165282211755
-0.618081512894676,-0.0223113644486866,0.777165282211755
NA,NA,NA
NA,NA,NA
-1.58643536211995,-0.0223113644486866,0.777165282211755
-0.787235826120419,1.04863412908826,-0.535976056697762
-0.0030781764350721,NA,NA
1.67095113239472,NA,NA
-0.515342253680297,1.04863412908826,-0.535976056697762
-0.698754488295357,1.04863412908826,-0.535976056697762
