"PROFICIENCIA_LP_SAEB","TX_RESP_Q22e_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
0.983151100830469,2.22767450331559,1.41040617762218,1.28933092938657,-0.359738467092251
NA,NA,NA,NA,NA
-1.8983241472714,0.859804194262158,1.41040617762218,1.28933092938657,2.69803850319188
0.320890446337437,0.859804194262158,-0.417898126702867,1.28933092938657,2.69803850319188
0.43682607464574,-0.508066114791276,-0.417898126702867,-0.382023979077502,-0.359738467092251
1.20154878706669,2.22767450331559,1.41040617762218,1.28933092938657,-0.359738467092251
0.593047553362388,-0.508066114791276,1.41040617762218,1.28933092938657,-0.359738467092251
-0.967879839062249,-1.87593642384471,-0.417898126702867,-0.382023979077502,2.69803850319188
-0.812117174156967,-0.508066114791276,-0.417898126702867,-0.382023979077502,-0.359738467092251
1.57555331210846,0.859804194262158,-0.417898126702867,-0.382023979077502,-0.359738467092251
-0.372212799387896,-0.508066114791276,-0.417898126702867,-0.382023979077502,-0.359738467092251
0.52208355741558,-0.508066114791276,-0.417898126702867,-0.382023979077502,-0.359738467092251
0.80285529779238,0.859804194262158,1.41040617762218,1.28933092938657,-0.359738467092251
-0.859309855940827,-0.508066114791276,-0.417898126702867,-0.382023979077502,-0.359738467092251
0.638711693791125,0.859804194262158,1.41040617762218,1.28933092938657,-0.359738467092251
-0.11508994800148,-0.508066114791276,1.41040617762218,1.28933092938657,-0.359738467092251
0.558507268492124,-0.508066114791276,1.41040617762218,1.28933092938657,-0.359738467092251
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.40567692509369,0.859804194262158,-0.417898126702867,-0.382023979077502,-0.359738467092251
-2.93297795653895,-1.87593642384471,-0.417898126702867,-0.382023979077502,-0.359738467092251
0.359480840542258,0.859804194262158,-0.417898126702867,-0.382023979077502,-0.359738467092251
-0.161676654362072,-0.508066114791276,-0.417898126702867,-0.382023979077502,-0.359738467092251
-1.99725181246535,-0.508066114791276,-2.24620243102791,-0.382023979077502,2.69803850319188
1.05996950713783,-0.508066114791276,-0.417898126702867,-0.382023979077502,-0.359738467092251
0.670915911530147,0.859804194262158,1.41040617762218,1.28933092938657,-0.359738467092251
-1.11019245789607,-0.508066114791276,-2.24620243102791,-0.382023979077502,-0.359738467092251
-0.245708583488425,-0.508066114791276,-0.417898126702867,-0.382023979077502,-0.359738467092251
-0.307370331431546,0.859804194262158,-0.417898126702867,-0.382023979077502,-0.359738467092251
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.84610298888545,-0.508066114791276,1.41040617762218,-0.382023979077502,-0.359738467092251
0.520362107748576,-0.508066114791276,-0.417898126702867,-0.382023979077502,-0.359738467092251
-0.0727227574252704,-0.508066114791276,-0.417898126702867,-2.05337888754157,-0.359738467092251
0.14967803442139,0.859804194262158,-0.417898126702867,-2.05337888754157,NA
0.163194859900332,-1.87593642384471,-0.417898126702867,-2.05337888754157,-0.359738467092251
0.898537932720189,-0.508066114791276,-0.417898126702867,-0.382023979077502,-0.359738467092251
0.49124092128956,0.859804194262158,-0.417898126702867,-0.382023979077502,-0.359738467092251
-0.420044857522193,-0.508066114791276,-0.417898126702867,-0.382023979077502,-0.359738467092251
0.885897904026262,0.859804194262158,-0.417898126702867,1.28933092938657,-0.359738467092251
