"PROFICIENCIA_MT_SAEB","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q19_num"
0.36436867362075,1.16879058371097,-0.159104052686286,-0.359738467092251
NA,NA,NA,NA
-2.034390926961,1.16879058371097,1.23305640831872,2.69803850319188
-0.354568826925969,-0.194798430618495,1.23305640831872,2.69803850319188
0.236833630033116,-0.194798430618495,-0.159104052686286,-0.359738467092251
-0.281609166726133,-0.194798430618495,-0.159104052686286,-0.359738467092251
0.320570235465209,-1.55838744494796,1.23305640831872,-0.359738467092251
-1.58214857504248,-0.194798430618495,-0.159104052686286,2.69803850319188
-2.07093783993568,1.16879058371097,-0.159104052686286,-0.359738467092251
0.795783901004859,-1.55838744494796,-0.159104052686286,-0.359738467092251
-0.32520109649246,-0.194798430618495,-0.159104052686286,-0.359738467092251
-0.0270757008048274,-0.194798430618495,-1.55126451369129,-0.359738467092251
0.205598202996412,1.16879058371097,1.23305640831872,-0.359738467092251
0.799133181547812,-0.194798430618495,-0.159104052686286,-0.359738467092251
0.30381101729148,1.16879058371097,1.23305640831872,-0.359738467092251
-0.323791855192385,-1.55838744494796,-0.159104052686286,-0.359738467092251
-0.749564294065037,1.16879058371097,1.23305640831872,-0.359738467092251
NA,NA,NA,NA
NA,NA,NA,NA
-1.53655010757683,1.16879058371097,1.23305640831872,-0.359738467092251
-1.2582135755268,-0.194798430618495,-0.159104052686286,-0.359738467092251
0.886535216964079,-0.194798430618495,1.23305640831872,-0.359738467092251
0.16794302415853,-0.194798430618495,-1.55126451369129,-0.359738467092251
-0.486392248687029,-0.194798430618495,-0.159104052686286,2.69803850319188
0.891643701022787,-0.194798430618495,-0.159104052686286,-0.359738467092251
1.57334250427583,1.16879058371097,1.23305640831872,-0.359738467092251
-0.212698732372697,-1.55838744494796,-1.55126451369129,-0.359738467092251
-0.788864360020077,1.16879058371097,-0.159104052686286,-0.359738467092251
-0.296717653599464,-0.194798430618495,1.23305640831872,-0.359738467092251
NA,NA,NA,NA
NA,NA,NA,NA
0.52163773182648,-0.194798430618495,-0.159104052686286,-0.359738467092251
1.32927450949215,-0.194798430618495,-1.55126451369129,-0.359738467092251
0.321811498241291,-1.55838744494796,-0.159104052686286,-0.359738467092251
2.02561050798436,-1.55838744494796,-1.55126451369129,NA
0.492518504413184,-0.194798430618495,-1.55126451369129,-0.359738467092251
1.32105940372746,-1.55838744494796,-1.55126451369129,-0.359738467092251
0.0376315134738285,1.16879058371097,-0.159104052686286,-0.359738467092251
-1.37853324438133,1.16879058371097,1.23305640831872,-0.359738467092251
1.11215124677054,1.16879058371097,-0.159104052686286,-0.359738467092251
