"Variavel","Correlacao_Matematica","Correlacao_Portugues"
"PROFICIENCIA_LP_SAEB",0.556050371190635,1
"PROFICIENCIA_MT_SAEB",1,0.556050371190635
"TX_RESP_Q01",0.108507469886972,0.281933906954294
"TX_RESP_Q02",-0.0754368150919037,-0.126180086452135
"TX_RESP_Q04",-0.17586972956085,-0.0560902873200237
"TX_RESP_Q05c",0.00708304427194008,-0.206678224371315
"TX_RESP_Q06",-0.167383089319441,-0.204725073822233
"TX_RESP_Q07a",0.0646776645559112,-0.0159574465941459
"TX_RESP_Q07b",0.183475421949585,-0.0739962754755464
"TX_RESP_Q07c",-0.0406267313769357,0.0336693239724442
"TX_RESP_Q07d",-0.0425898601742183,0.0494571422032055
"TX_RESP_Q07e",-0.075935700695821,-0.114114204767107
"TX_RESP_Q08",0.264620334916907,-0.0507429466261122
"TX_RESP_Q09",0.234590816224499,0.089700866180327
"TX_RESP_Q10a",-0.0538040298940255,-0.155867882425284
"TX_RESP_Q10b",0.0609916539664496,-0.0288515654010949
"TX_RESP_Q10c",0.10312198823277,0.00249908963897675
"TX_RESP_Q10d",-0.0271168234612782,-0.11055131400239
"TX_RESP_Q10e",0.024196648839266,-0.108704545088982
"TX_RESP_Q10f",0.0594199961764683,-0.0455662223185584
"TX_RESP_Q11c",-0.104377288808891,-0.0216735123665237
"TX_RESP_Q12a",-0.0861224548895933,-0.190702497990058
"TX_RESP_Q12b",0.098215251775155,-0.00926750771730176
"TX_RESP_Q12c",0.0680460678299032,-0.0468711131146868
"TX_RESP_Q12d",-0.00471065817771806,0.120687712283388
"TX_RESP_Q12e",-0.0249952320411959,-0.0837934219408225
"TX_RESP_Q12f",0.0963670475739631,-0.106704845746347
"TX_RESP_Q12g",-0.126375288877604,-0.0944425123904569
"TX_RESP_Q13a",-0.00143264540832361,0.0107779935208464
"TX_RESP_Q13b",0.09404833995367,0.0363304844329557
"TX_RESP_Q13c",-0.0384134129986016,-0.0244936702413694
"TX_RESP_Q13d",0.0561842241231697,0.0328777969891632
"TX_RESP_Q13e",-0.0877002710313995,0.0946427189831825
"TX_RESP_Q13f",-0.0349675032046887,0.0487948825501167
"TX_RESP_Q13g",-0.0586314164120938,-0.05876088455339
"TX_RESP_Q13h",0.140753290112992,0.10673006079553
"TX_RESP_Q13i",0.00846415199152616,0.0254324084010526
"TX_RESP_Q14",0.006742214559928,-0.148008886773886
"TX_RESP_Q15a",0.0355135853995254,-0.0521807336817805
"TX_RESP_Q16",0.0862827535224192,-0.177278915438309
"TX_RESP_Q17",-0.0426344857386478,0.0690743364191868
"TX_RESP_Q18",0.0379815801368979,0.00353980466380357
"TX_RESP_Q19",-0.206343619007071,-0.13782449620892
"TX_RESP_Q21a",0.206181376744225,0.177906401126431
"TX_RESP_Q21b",0.00995295314518217,0.101124869350402
"TX_RESP_Q21c",0.0475413912678747,0.0467487555989554
"TX_RESP_Q21d",-0.188894206074838,-0.119414545278139
"TX_RESP_Q21e",0.0308286502864,-0.0113809985888024
"TX_RESP_Q22a",0.15336638817433,0.215697023109037
"TX_RESP_Q22b",0.206267985712392,0.328987338878863
"TX_RESP_Q22c",0.166869570448509,0.252814013104132
"TX_RESP_Q22d",0.239311072163672,0.223600689366691
"TX_RESP_Q22e",0.27131356893746,0.247437153886132
"TX_RESP_Q22f",0.241081924699927,0.225609861445936
"TX_RESP_Q22g",0.110435589264722,0.109787850877166
"TX_RESP_Q22h",0.129292415396988,0.159616244154818
"TX_RESP_Q23a",0.00934973921309697,0.0624861147397928
"TX_RESP_Q23b",0.150569511531015,0.282218794013559
"TX_RESP_Q23c",-0.153461773994931,0.0399794189543849
"TX_RESP_Q23d",0.0171506590315198,0.012816090757542
"TX_RESP_Q23e",0.0503325142600437,0.0162585448686502
"TX_RESP_Q23f",-0.125313565146116,-0.116291052737579
"TX_RESP_Q23g",0.150513455027845,0.211776837802207
"TX_RESP_Q23h",-0.0821753400576511,-0.113871383936292
"TX_RESP_Q23i",-0.111732792014828,-0.011076101827527
"TX_RESP_Q24",0.11593676152092,0.135695002950137
"TX_RESP_Q25",-0.19262763305107,-0.163577250576597
