"PROFICIENCIA_LP_SAEB","TX_RESP_Q22b"
-1.45474178264762,-1.50670548726879
0.880246495918009,-1.50670548726879
-1.50131088585226,NA
-0.92548397686599,-0.441455110919519
0.539386385124806,0.623795265429754
1.13451994782684,1.68904564177903
NA,NA
NA,NA
NA,NA
-0.111693991960738,-0.441455110919519
NA,NA
-0.0931496530312251,-1.50670548726879
-1.3491677422554,NA
0.230730534603102,-0.441455110919519
NA,NA
NA,NA
NA,NA
-0.184800790124623,1.68904564177903
NA,NA
0.171146692189841,0.623795265429754
0.694223058346139,0.623795265429754
-0.922186094089698,-1.50670548726879
-0.428030503861198,-1.50670548726879
0.754353780502017,-0.441455110919519
0.274518835232525,-1.50670548726879
-1.05757690200885,-1.50670548726879
NA,NA
NA,NA
-0.348865996335339,1.68904564177903
-0.754058464374911,0.623795265429754
0.944832951408618,0.623795265429754
-0.252491772281433,-1.50670548726879
0.387175841622737,0.623795265429754
-0.598935647372733,-1.50670548726879
0.0679866954123156,0.623795265429754
NA,NA
1.11214853358949,-1.50670548726879
NA,NA
-0.612223274980656,0.623795265429754
-1.70995101235372,1.68904564177903
NA,NA
NA,NA
NA,NA
0.169952384318796,1.68904564177903
0.653618856779188,1.68904564177903
-0.681455470977032,0.623795265429754
-0.397929798441418,0.623795265429754
0.766915550636297,-0.441455110919519
0.703387500262315,1.68904564177903
0.88637050224119,0.623795265429754
NA,NA
0.860043830549581,-0.441455110919519
1.19833193609366,0.623795265429754
0.227545352650157,0.623795265429754
1.21382807871512,-0.441455110919519
NA,NA
0.618900004507187,-1.50670548726879
NA,NA
-0.926649548032434,-1.50670548726879
0.0289126581913951,-0.441455110919519
1.26913849441021,0.623795265429754
-1.19248492125859,-0.441455110919519
0.646753531712825,1.68904564177903
1.27357212875787,0.623795265429754
1.68785722703241,-0.441455110919519
1.17671068420502,0.623795265429754
NA,NA
NA,NA
-1.23017019155438,-1.50670548726879
-0.975207339484505,0.623795265429754
-0.55179092772087,-0.441455110919519
-1.33819140398835,-0.441455110919519
-1.73198436422809,-0.441455110919519
-0.621064012859381,0.623795265429754
-0.0983014041909991,0.623795265429754
-1.19713399064989,-1.50670548726879
-0.863180074011655,0.623795265429754
-1.2630439989949,-0.441455110919519
-0.615138877366295,-0.441455110919519
-0.629210918747538,-0.441455110919519
-1.6881993924842,0.623795265429754
-0.431594637319267,0.623795265429754
2.37710347724867,1.68904564177903
-0.500720790263354,NA
-1.0011981346476,0.623795265429754
-0.88494825809472,NA
0.0603745168292402,-0.441455110919519
0.585478214380044,0.623795265429754
-0.81125591698761,-0.441455110919519
1.00639661841024,0.623795265429754
-1.47440641187896,-0.441455110919519
1.95737715514799,0.623795265429754
-1.80790292761333,NA
0.560444173003763,-0.441455110919519
-0.599361002739996,0.623795265429754
1.23717285105989,-0.441455110919519
0.342813047543625,-0.441455110919519
-1.81628405870018,-1.50670548726879
NA,NA
-0.783760345244027,-1.50670548726879
-1.70572178360969,-0.441455110919519
-0.131077992131242,-0.441455110919519
0.771953518082249,-0.441455110919519
1.46113898605731,1.68904564177903
-0.447952560222313,0.623795265429754
1.27464932402957,0.623795265429754
0.45506348872164,0.623795265429754
-0.640372872463145,0.623795265429754
1.02774387895558,0.623795265429754
NA,NA
NA,NA
1.03949029272393,0.623795265429754
-0.180672089712872,0.623795265429754
1.44323102576269,-0.441455110919519
0.716005620808268,1.68904564177903
-0.0439002555301144,-0.441455110919519
0.474165756887305,-0.441455110919519
1.81718701675758,1.68904564177903
0.139072779845699,0.623795265429754
0.141535413157003,-1.50670548726879
0.757668247545375,-1.50670548726879
0.854500955393621,0.623795265429754
NA,NA
NA,NA
NA,NA
NA,NA
-0.90773179237133,0.623795265429754
NA,NA
-0.971908353764213,-1.50670548726879
0.650013834178984,0.623795265429754
-0.711166195451681,0.623795265429754
NA,NA
1.33670464335966,-1.50670548726879
0.0872767849145396,-1.50670548726879
-0.20391190189582,-0.441455110919519
NA,NA
NA,NA
NA,NA
-0.783639923812675,-0.441455110919519
2.47182270374919,1.68904564177903
NA,NA
0.319186543194021,0.623795265429754
0.806316620780197,-0.441455110919519
0.286772342545364,-0.441455110919519
0.545756749030695,NA
-0.202767306718916,-0.441455110919519
-1.79625263040125,-1.50670548726879
1.58465413522474,0.623795265429754
NA,NA
-0.462019086883553,0.623795265429754
-1.55584683432356,-0.441455110919519
