"PROFICIENCIA_MT_SAEB","PROFICIENCIA_LP_SAEB"
0.82680880445551,-1.45474178264762
-0.792193239690782,0.880246495918009
-0.954563083347975,-1.50131088585226
-1.1742389378134,-0.92548397686599
0.942678576286469,0.539386385124806
1.47826189178584,1.13451994782684
NA,NA
NA,NA
NA,NA
-1.39358002828705,-0.111693991960738
NA,NA
0.689745972622381,-0.0931496530312251
0.0590497305976785,-1.3491677422554
0.221599297302505,0.230730534603102
NA,NA
NA,NA
NA,NA
-0.123156798139581,-0.184800790124623
NA,NA
-0.715431664518031,0.171146692189841
0.220151634894726,0.694223058346139
-1.34499761139203,-0.922186094089698
-0.256764991062143,-0.428030503861198
0.701408292444892,0.754353780502017
-0.748885533499026,0.274518835232525
0.253637367641668,-1.05757690200885
NA,NA
NA,NA
0.640215835548024,-0.348865996335339
-0.197444744308916,-0.754058464374911
-0.334820587733805,0.944832951408618
0.496577012070527,-0.252491772281433
-0.298480131194473,0.387175841622737
0.645202190836426,-0.598935647372733
0.740948348134322,0.0679866954123156
NA,NA
-0.141825516749244,1.11214853358949
NA,NA
0.215815933040169,-0.612223274980656
-2.04896597028294,-1.70995101235372
NA,NA
NA,NA
NA,NA
0.607144539171023,0.169952384318796
0.608373381249599,0.653618856779188
-0.931196390791346,-0.681455470977032
0.44156350718279,-0.397929798441418
1.31022605349075,0.766915550636297
-1.16495167413985,0.703387500262315
1.15522921045186,0.88637050224119
NA,NA
-0.0283452940250655,0.860043830549581
0.84069259137127,1.19833193609366
-0.941158938149068,0.227545352650157
0.105932375027905,1.21382807871512
NA,NA
1.64901042807197,0.618900004507187
NA,NA
-1.37149289019809,-0.926649548032434
0.0106789005162443,0.0289126581913951
1.67138882535267,1.26913849441021
-0.184752102225447,-1.19248492125859
-0.171484175274127,0.646753531712825
1.01982705380196,1.27357212875787
-0.514401350300379,1.68785722703241
0.0135133237970518,1.17671068420502
NA,NA
NA,NA
-0.760118923993774,-1.23017019155438
-0.493757518953875,-0.975207339484505
0.486833285042006,-0.55179092772087
-0.220727382895489,-1.33819140398835
-1.17374477721215,-1.73198436422809
-0.323008982667746,-0.621064012859381
0.0895532326352844,-0.0983014041909991
0.0954119395370349,-1.19713399064989
-0.598534474202993,-0.863180074011655
-1.47574382108001,-1.2630439989949
-1.12427261196908,-0.615138877366295
0.0308488717730765,-0.629210918747538
-1.48056497220517,-1.6881993924842
-1.61348771822448,-0.431594637319267
2.16488746918509,2.37710347724867
-0.0847398040852275,-0.500720790263354
-1.79999518127347,-1.0011981346476
-1.66091811349536,-0.88494825809472
-1.15097367003496,0.0603745168292402
1.45090727650924,0.585478214380044
-0.688204582084956,-0.81125591698761
1.48884175099644,1.00639661841024
-1.45960667737847,-1.47440641187896
2.3132285963483,1.95737715514799
0.813679973602077,-1.80790292761333
-0.138843286039908,0.560444173003763
-0.625691995623834,-0.599361002739996
1.88766943870068,1.23717285105989
0.993905607975314,0.342813047543625
-1.4901275502242,-1.81628405870018
NA,NA
-1.0306537045753,-0.783760345244027
-0.835114043539805,-1.70572178360969
-0.752861841111473,-0.131077992131242
-0.163998134770122,0.771953518082249
2.31836421095367,1.46113898605731
0.636738018275573,-0.447952560222313
0.828010086580303,1.27464932402957
-0.24094518869111,0.45506348872164
0.394082399522828,-0.640372872463145
1.3847878880437,1.02774387895558
NA,NA
NA,NA
0.846386094109787,1.03949029272393
-1.06820851023538,-0.180672089712872
-0.24187406024731,1.44323102576269
1.86006704310581,0.716005620808268
-1.65973275029025,-0.0439002555301144
-0.568801899000556,0.474165756887305
1.36603078572524,1.81718701675758
-1.00729136768399,0.139072779845699
0.551313750724349,0.141535413157003
0.648735076163287,0.757668247545375
1.20587369783066,0.854500955393621
NA,NA
NA,NA
NA,NA
NA,NA
-0.993680017263403,-0.90773179237133
NA,NA
-0.462684539602179,-0.971908353764213
1.07480724303531,0.650013834178984
-0.918622596147339,-0.711166195451681
NA,NA
0.428734646851735,1.33670464335966
-0.407001558584034,0.0872767849145396
-0.722542391860242,-0.20391190189582
NA,NA
NA,NA
NA,NA
0.515742769131744,-0.783639923812675
-0.163528630345772,2.47182270374919
NA,NA
-0.377274765008778,0.319186543194021
1.25773688999552,0.806316620780197
-0.311206088932329,0.286772342545364
-0.429775543611529,0.545756749030695
1.84154758381312,-0.202767306718916
0.161431329186254,-1.79625263040125
0.287731726837426,1.58465413522474
NA,NA
0.966990085245561,-0.462019086883553
-1.40456851631383,-1.55584683432356
