"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23h_num"
-0.159674866835312,NA,NA,-0.467426352442802,-1.292837411057,1.03279555898864,-2.50112756526819
-0.261547755120947,1.71665380014194,-0.813723461015246,1.16856588110701,0.215472901842834,-1.54919333848297,-0.312640945658523
-0.428830595069058,-0.769534462132596,0.938911685786822,NA,NA,NA,NA
1.77648695615428,0.0591949586255843,0.0625941123857883,-0.467426352442802,1.72378321474267,1.03279555898864,-1.40688425546335
2.26546490499445,-0.769534462132596,0.938911685786822,1.16856588110701,0.215472901842834,1.03279555898864,-0.312640945658523
-0.0498801544777499,0.887924379383764,0.938911685786822,-0.467426352442802,0.215472901842834,-0.258198889747161,-0.312640945658523
NA,NA,NA,NA,NA,NA,NA
0.213459688878029,-0.769534462132596,-1.69004103441628,1.16856588110701,0.215472901842834,-1.54919333848297,0.781602364146308
-0.603576048940414,-0.769534462132596,0.938911685786822,-0.467426352442802,-1.292837411057,-1.54919333848297,0.781602364146308
-1.3895247461935,0.887924379383764,-0.813723461015246,-0.467426352442802,-1.292837411057,-0.258198889747161,-0.312640945658523
0.485248930185464,-0.769534462132596,-0.813723461015246,1.16856588110701,0.215472901842834,1.03279555898864,0.781602364146308
-0.907090952765836,0.887924379383764,0.0625941123857883,1.16856588110701,1.72378321474267,1.03279555898864,0.781602364146308
0.172180414673154,-0.769534462132596,0.938911685786822,-0.467426352442802,0.215472901842834,1.03279555898864,0.781602364146308
-1.03531364572503,1.71665380014194,-1.69004103441628,-2.10341858599261,-1.292837411057,-0.258198889747161,0.781602364146308
0.296426203298209,NA,NA,NA,NA,-0.258198889747161,NA
1.23885894593037,-0.769534462132596,0.938911685786822,-0.467426352442802,0.215472901842834,-0.258198889747161,-0.312640945658523
NA,NA,NA,NA,NA,NA,NA
-0.743071688047647,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.869615590938453,-0.769534462132596,0.0625941123857883,-0.467426352442802,0.215472901842834,-0.258198889747161,0.781602364146308
NA,NA,NA,NA,NA,NA,NA
