"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q23b_num"
1.34580382499976,1.00790526135794,-0.35796862207676,-2.00152007017928
-1.11641567694055,1.00790526135794,NA,-0.862724168180725
-0.138645112701651,1.00790526135794,-0.35796862207676,1.41486763581639
-1.93350013776888,-0.976408221940504,2.64896780336803,0.276071733817832
2.16181090886863,0.0157485197087177,-0.35796862207676,-0.862724168180725
-0.723694571780117,0.0157485197087177,1.14549959064563,0.276071733817832
-0.0313535558663296,NA,-0.35796862207676,-0.862724168180725
-0.400598775454621,1.00790526135794,1.14549959064563,1.41486763581639
-0.638954310642546,1.00790526135794,-0.35796862207676,0.276071733817832
-0.236217681339431,-1.96856496358973,1.14549959064563,1.41486763581639
0.114687274819444,0.0157485197087177,-0.35796862207676,1.41486763581639
0.897445132320212,-0.976408221940504,NA,1.41486763581639
2.36285556262939,1.00790526135794,-0.35796862207676,0.276071733817832
0.813661156468736,0.0157485197087177,-0.35796862207676,0.276071733817832
-1.04292221322688,0.0157485197087177,-0.35796862207676,-0.862724168180725
-0.439375205062865,-0.976408221940504,2.64896780336803,0.276071733817832
1.44237144572647,-0.976408221940504,-0.35796862207676,-0.862724168180725
0.421405170690807,1.00790526135794,-0.35796862207676,-0.862724168180725
-1.09588559538758,0.0157485197087177,-0.35796862207676,-0.862724168180725
-0.564681094609844,0.0157485197087177,1.14549959064563,-0.862724168180725
-0.958967353298955,-1.96856496358973,-0.35796862207676,0.276071733817832
-1.38817548513789,0.0157485197087177,1.14549959064563,1.41486763581639
0.608837785173743,-0.976408221940504,-0.35796862207676,0.276071733817832
-0.0266287210491023,1.00790526135794,-0.35796862207676,-0.862724168180725
0.586493588076637,NA,-0.35796862207676,-0.862724168180725
NA,NA,NA,NA
NA,NA,NA,NA
1.59962285931195,1.00790526135794,-0.35796862207676,-0.862724168180725
-0.705770765108236,0.0157485197087177,-0.35796862207676,0.276071733817832
NA,NA,NA,NA
-1.43446070773106,-0.976408221940504,1.14549959064563,0.276071733817832
-0.866891442809151,0.0157485197087177,-0.35796862207676,0.276071733817832
NA,NA,NA,NA
NA,NA,NA,NA
0.0213540650687542,-0.976408221940504,-0.35796862207676,-0.862724168180725
-1.23388912288251,NA,-0.35796862207676,1.41486763581639
0.514956817906211,-0.976408221940504,1.14549959064563,0.276071733817832
-1.01997481731923,0.0157485197087177,-0.35796862207676,0.276071733817832
0.174773538299694,1.00790526135794,-0.35796862207676,-0.862724168180725
0.0190612317218033,0.0157485197087177,-0.35796862207676,0.276071733817832
-0.284443760040708,1.00790526135794,-1.86143683479915,0.276071733817832
NA,NA,NA,NA
-0.0791473403749296,1.00790526135794,2.64896780336803,1.41486763581639
-1.7034139211154,1.00790526135794,1.14549959064563,0.276071733817832
-0.269438601630203,-1.96856496358973,1.14549959064563,1.41486763581639
0.54852630556004,1.00790526135794,-1.86143683479915,-2.00152007017928
-0.0462206348487899,1.00790526135794,-0.35796862207676,0.276071733817832
0.961416517892461,1.00790526135794,-0.35796862207676,0.276071733817832
1.93609642001541,1.00790526135794,-0.35796862207676,-0.862724168180725
2.15751951856362,1.00790526135794,-1.86143683479915,-0.862724168180725
1.04605265456994,NA,-1.86143683479915,-0.862724168180725
-1.36475617063758,-0.976408221940504,-1.86143683479915,0.276071733817832
1.66712400040298,0.0157485197087177,-0.35796862207676,-2.00152007017928
0.717872158282927,0.0157485197087177,-0.35796862207676,-0.862724168180725
-0.638433729424917,0.0157485197087177,-0.35796862207676,1.41486763581639
1.08414441809426,1.00790526135794,-0.35796862207676,0.276071733817832
-0.298313820100386,-0.976408221940504,-0.35796862207676,0.276071733817832
-1.21412178535246,-1.96856496358973,1.14549959064563,1.41486763581639
-0.301006142991607,1.00790526135794,-0.35796862207676,-0.862724168180725
-0.211375811850976,-0.976408221940504,1.14549959064563,-2.00152007017928
-0.0110735661069321,0.0157485197087177,-0.35796862207676,-0.862724168180725
-0.45819077641931,0.0157485197087177,1.14549959064563,0.276071733817832
0.775584121142853,-0.976408221940504,-0.35796862207676,0.276071733817832
0.22280950615501,1.00790526135794,-0.35796862207676,0.276071733817832
0.0372328911724359,1.00790526135794,-0.35796862207676,0.276071733817832
-1.62526692185477,-0.976408221940504,NA,1.41486763581639
0.430670357828494,-1.96856496358973,-0.35796862207676,-2.00152007017928
0.356874729820488,0.0157485197087177,1.14549959064563,1.41486763581639
0.1543883148435,1.00790526135794,-0.35796862207676,-0.862724168180725
0.655667355407966,1.00790526135794,1.14549959064563,NA
-1.27728739262601,-0.976408221940504,NA,0.276071733817832
-0.670562565099217,-1.96856496358973,-0.35796862207676,1.41486763581639
0.612935654756999,1.00790526135794,-0.35796862207676,0.276071733817832
NA,NA,NA,NA
NA,NA,NA,NA
