"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num"
-2.24992015395678,0.798314459850517
-2.63456402028275,-2.15840576181806
0.385823296941824,-0.680045650983774
1.00791619298681,0.798314459850517
NA,NA
0.0903143334527401,-0.680045650983774
-0.598396505929823,NA
-0.337034326990243,NA
-1.6525003465735,-2.15840576181806
0.661973626352903,0.798314459850517
NA,NA
NA,NA
0.522060433466977,0.798314459850517
NA,NA
NA,NA
1.16687659866658,0.798314459850517
0.118132460614142,0.798314459850517
0.596640069330865,-0.680045650983774
-0.246509926208984,0.798314459850517
-0.28341043733818,0.798314459850517
NA,NA
NA,NA
NA,NA
0.310099029019541,-0.680045650983774
NA,NA
0.215076038956628,0.798314459850517
NA,NA
0.353459979641027,0.798314459850517
NA,NA
-1.08774068631946,-0.680045650983774
-1.80397816196166,-0.680045650983774
NA,NA
-1.6231263450513,-0.680045650983774
0.604600481481095,NA
-0.130676210643951,-0.680045650983774
1.20478730236566,0.798314459850517
1.46208211302446,0.798314459850517
-0.591989310756071,-2.15840576181806
1.09998450989943,NA
0.115875181741337,-0.680045650983774
0.74016414018763,0.798314459850517
-0.294960395910576,0.798314459850517
1.92347242223007,0.798314459850517
0.680831826647543,0.798314459850517
-0.321136138772575,-0.680045650983774
2.19597462197377,0.798314459850517
-0.764293795952262,-0.680045650983774
NA,NA
0.794100803974052,-0.680045650983774
0.175136953806773,-0.680045650983774
-0.49688246813887,0.798314459850517
0.168660570008567,NA
0.493288015438547,0.798314459850517
0.207130266578192,-0.680045650983774
0.56522971420494,0.798314459850517
-0.237283777749526,-2.15840576181806
-0.720878272320076,0.798314459850517
NA,NA
NA,NA
-0.593155226047057,-0.680045650983774
0.875371129602462,0.798314459850517
-0.896890774962987,0.798314459850517
-1.22353860553274,-2.15840576181806
0.457713104239877,0.798314459850517
0.712468445969222,-0.680045650983774
-0.229601545421429,0.798314459850517
0.910128822648889,0.798314459850517
0.839116121282416,-0.680045650983774
NA,NA
-0.802746195365775,0.798314459850517
-1.8332749785484,0.798314459850517
