"PROFICIENCIA_MT_SAEB","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.151235509243724,0,0.275599424428394,1.0939493597551,-0.142608911317987
-0.152052582310598,-2.29128784747792,-1.87908698473905,-2.34798886971826,-2.13913366976981
-0.154054064863852,0,0.275599424428394,-0.0533633834026878,-0.142608911317987
NA,NA,NA,NA,NA
-0.15224068638825,0,-0.801743780155328,-0.0533633834026878,NA
-0.153054105202006,1.14564392373896,1.35294262901212,1.0939493597551,0.855653467907924
-0.151321556272911,0,-0.801743780155328,-2.34798886971826,-0.142608911317987
-0.151929388790847,0,0.275599424428394,-0.0533633834026878,0.855653467907924
-0.15211814383741,0,0.275599424428394,-0.0533633834026878,-0.142608911317987
-0.151508811286498,-2.29128784747792,-1.87908698473905,-2.34798886971826,-2.13913366976981
-0.152482214646527,-1.14564392373896,-1.87908698473905,-0.0533633834026878,-2.13913366976981
-0.152869950901497,0,0.275599424428394,1.0939493597551,0.855653467907924
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.152352530593952,0,0.275599424428394,1.0939493597551,0.855653467907924
-0.151947100137353,0,0.275599424428394,-0.0533633834026878,-0.142608911317987
NA,NA,NA,NA,NA
-0.151235031715826,0,0.275599424428394,-0.0533633834026878,-0.142608911317987
-0.151574259312315,0,-0.801743780155328,-1.20067612656047,-1.1408712905439
-0.152298202753847,0,0.275599424428394,-0.0533633834026878,-1.1408712905439
6.40493804223668,-2.29128784747792,-1.87908698473905,-1.20067612656047,-1.1408712905439
-0.151747918707444,0,0.275599424428394,-0.0533633834026878,-0.142608911317987
-0.152398712644873,0,0.275599424428394,-0.0533633834026878,0.855653467907924
-0.152963953153135,1.14564392373896,1.35294262901212,1.0939493597551,0.855653467907924
-0.152623765137091,0,0.275599424428394,-0.0533633834026878,0.855653467907924
-0.153349252517806,1.14564392373896,1.35294262901212,-0.0533633834026878,0.855653467907924
-0.152422197159604,0,0.275599424428394,-0.0533633834026878,0.855653467907924
-0.1521194126157,0,0.275599424428394,-0.0533633834026878,0.855653467907924
-0.152744002497099,0,-0.801743780155328,-0.0533633834026878,-0.142608911317987
-0.150619098349353,0,0.275599424428394,-0.0533633834026878,-0.142608911317987
-0.152866310555842,0,0.275599424428394,-0.0533633834026878,0.855653467907924
-0.154014942957919,1.14564392373896,-0.801743780155328,1.0939493597551,-0.142608911317987
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.152075720977742,0,-0.801743780155328,1.0939493597551,0.855653467907924
-0.153481243887561,1.14564392373896,1.35294262901212,1.0939493597551,0.855653467907924
-0.152774321208425,1.14564392373896,1.35294262901212,1.0939493597551,0.855653467907924
-0.15286662855019,0,0.275599424428394,-0.0533633834026878,-0.142608911317987
-0.15414749108597,1.14564392373896,0.275599424428394,-0.0533633834026878,0.855653467907924
-0.152035784259184,0,0.275599424428394,-0.0533633834026878,-0.142608911317987
-0.152965481020194,0,0.275599424428394,-0.0533633834026878,-0.142608911317987
NA,NA,NA,NA,NA
-0.152895487916492,0,0.275599424428394,-0.0533633834026878,-0.142608911317987
-0.153139228208582,1.14564392373896,1.35294262901212,1.0939493597551,0.855653467907924
-0.153153266030746,1.14564392373896,1.35294262901212,1.0939493597551,0.855653467907924
-0.152840042268786,1.14564392373896,1.35294262901212,1.0939493597551,0.855653467907924
-0.152937869015456,0,-0.801743780155328,-0.0533633834026878,-0.142608911317987
NA,NA,NA,NA,NA
-0.15177443968507,1.14564392373896,0.275599424428394,1.0939493597551,0.855653467907924
-0.153300224570725,-2.29128784747792,-1.87908698473905,-2.34798886971826,-2.13913366976981
-0.152407108998278,-2.29128784747792,-1.87908698473905,-1.20067612656047,-2.13913366976981
