"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21d_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num"
-0.224274271319388,1.21731460137044,0.3659625273557,0.540061724867322,-1.64772032502593,-1.83711730708738,0.790569415042095,NA,0.3659625273557,0.357873958946168,-0.519034249085875,-0.75,-0.173902085910063
-0.384236724018378,-0.173902085910063,0.3659625273557,0.540061724867322,0.612010406438201,-0.612372435695794,-0.790569415042095,-0.729234492969466,-1.0978875820671,0.357873958946168,-0.519034249085875,1.25,-0.173902085910063
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.309503422587947,-0.173902085910063,0.3659625273557,0.540061724867322,0.612010406438201,1.83711730708738,-0.790569415042095,-0.729234492969466,1.8298126367785,0.357873958946168,-0.519034249085875,-0.75,-0.173902085910063
-1.09448750986469,-0.173902085910063,0.3659625273557,-1.08012344973464,0.612010406438201,0.612372435695794,-0.790569415042095,-0.729234492969466,0.3659625273557,0.357873958946168,-2.17994384616067,-0.75,-0.173902085910063
-0.665756921560744,-0.173902085910063,0.3659625273557,0.540061724867322,0.612010406438201,0.612372435695794,0.790569415042095,0.833410849107961,0.3659625273557,0.357873958946168,-0.519034249085875,-0.75,-0.173902085910063
-0.188618747758405,-0.173902085910063,0.3659625273557,0.540061724867322,-1.64772032502593,-0.612372435695794,-0.790569415042095,-0.729234492969466,-1.0978875820671,-0.787322709681569,1.14187534798892,1.25,1.21731460137044
0.0977599071635219,1.21731460137044,0.3659625273557,-2.70030862433661,0.612010406438201,1.83711730708738,-0.790569415042095,-0.729234492969466,-1.0978875820671,-0.787322709681569,1.14187534798892,1.25,1.21731460137044
-0.299257210771329,-1.56511877319057,0.3659625273557,0.540061724867322,0.612010406438201,0.612372435695794,2.37170824512628,2.39605619118539,1.8298126367785,1.5030706275739,1.14187534798892,1.25,-0.173902085910063
0.513182281516099,-0.173902085910063,0.3659625273557,0.540061724867322,-1.64772032502593,-0.612372435695794,-0.790569415042095,-0.729234492969466,-1.0978875820671,0.357873958946168,1.14187534798892,1.25,-0.173902085910063
0.93811775564251,-0.173902085910063,-2.5617376914899,NA,0.612010406438201,-0.612372435695794,-0.790569415042095,-0.729234492969466,0.3659625273557,-0.787322709681569,-0.519034249085875,-0.75,-2.95633546047107
-0.22512746742008,1.21731460137044,0.3659625273557,0.540061724867322,0.612010406438201,-0.612372435695794,0.790569415042095,0.833410849107961,0.3659625273557,1.5030706275739,-0.519034249085875,-0.75,-0.173902085910063
-0.860614930821479,-0.173902085910063,0.3659625273557,0.540061724867322,0.612010406438201,0.612372435695794,0.790569415042095,0.833410849107961,0.3659625273557,1.5030706275739,1.14187534798892,-0.75,-0.173902085910063
0.366183620884872,-1.56511877319057,0.3659625273557,0.540061724867322,0.612010406438201,-0.612372435695794,-0.790569415042095,-0.729234492969466,-1.0978875820671,-0.787322709681569,-0.519034249085875,-0.75,-0.173902085910063
0.674386592206593,1.21731460137044,-2.5617376914899,-1.08012344973464,-0.141233170716508,-0.612372435695794,0.790569415042095,0.833410849107961,0.3659625273557,-0.787322709681569,-0.519034249085875,-0.75,1.21731460137044
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.29317223734644,-1.56511877319057,0.3659625273557,0.540061724867322,0.612010406438201,0.612372435695794,0.790569415042095,0.833410849107961,0.3659625273557,-0.787322709681569,-0.519034249085875,-0.75,-0.173902085910063
2.95541928605527,1.21731460137044,0.3659625273557,-1.08012344973464,-1.64772032502593,-0.612372435695794,-0.790569415042095,-0.729234492969466,-1.0978875820671,-1.93251937830931,1.14187534798892,1.25,1.21731460137044
