"PROFICIENCIA_MT_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
1.79553145292762,-1.17051146400992,-0.564700299579751,-0.211641293161814,0.70106799476322,-1.09010500066133,-1.13640243234777,-0.93073006804082,-0.470024931877865,-0.425066570115843
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.519070465810911,-1.17051146400992,0.799992091071314,-0.211641293161814,0.70106799476322,0.227105208471111,0.247044007032124,0.193902097508504,-0.470024931877865,-0.425066570115843
-0.618591003892757,0.919687578864935,0.799992091071314,-0.211641293161814,-0.654330128445673,0.227105208471111,0.247044007032124,0.193902097508504,-0.470024931877865,-0.425066570115843
-1.05341490324349,NA,-3.29408508088188,1.83422454073573,0.70106799476322,1.54431541760355,1.63049044641202,1.31853426305783,-0.470024931877865,1.11579974655409
-0.707493081670698,-1.17051146400992,-0.564700299579751,-0.211641293161814,0.70106799476322,1.54431541760355,1.63049044641202,-0.93073006804082,1.04449984861748,1.11579974655409
-0.0445827672612385,NA,-0.564700299579751,-0.211641293161814,0.70106799476322,0.227105208471111,0.247044007032124,0.193902097508504,-0.470024931877865,-0.425066570115843
-0.531096092271841,0.222954564573318,-0.564700299579751,-0.211641293161814,0.70106799476322,0.227105208471111,1.63049044641202,0.193902097508504,1.04449984861748,1.11579974655409
0.755724166326099,NA,-0.564700299579751,-0.211641293161814,0.70106799476322,0.227105208471111,0.247044007032124,0.193902097508504,-0.470024931877865,-0.425066570115843
-0.413951346563373,0.919687578864935,-0.564700299579751,-0.211641293161814,0.70106799476322,-1.09010500066133,1.63049044641202,1.31853426305783,1.04449984861748,1.11579974655409
-1.41513159588644,NA,NA,NA,NA,NA,NA,NA,NA,NA
