"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
0.873626236066457,0.655653110874043,-0.201843356939833,0.468757811984902,-0.616641641133849,-0.291589016578766,-0.248177962281867
-0.710092350781804,-1.04133141138819,-0.201843356939833,-0.772071690328073,-0.616641641133849,1.89532860776198,-0.248177962281867
-0.0871099641842218,-1.04133141138819,1.31198182010891,-0.772071690328073,-0.616641641133849,-0.291589016578766,-0.248177962281867
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.64032892202061,-0.192839150257071,-0.201843356939833,0.468757811984902,0.70473330415297,4.08224623210273,-0.248177962281867
-0.154838040305827,-1.04133141138819,-0.201843356939833,0.468757811984902,0.70473330415297,-0.291589016578766,-0.248177962281867
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.15635527456614,-1.04133141138819,-0.201843356939833,-0.772071690328073,-0.616641641133849,-0.291589016578766,-0.248177962281867
-0.338716280151095,NA,NA,NA,NA,NA,NA
-0.794135289695594,NA,1.31198182010891,-0.772071690328073,-0.616641641133849,-0.291589016578766,-0.248177962281867
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
1.4373059287298,0.655653110874043,-1.71566853398858,-0.772071690328073,-0.616641641133849,-0.291589016578766,-0.248177962281867
-1.01713460654639,1.50414537200516,1.31198182010891,1.70958731429788,2.02610824943979,-0.291589016578766,-0.248177962281867
1.76102961930916,1.50414537200516,-1.71566853398858,-0.772071690328073,-1.93801658642067,-0.291589016578766,-0.248177962281867
0.0689041824795731,-0.192839150257071,1.31198182010891,0.468757811984902,-0.616641641133849,-0.291589016578766,-0.248177962281867
