"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.676741004116692,0.976348453432999,0.521706257730189,0.25,-0.948683298050514,-0.559680274024751,1.7514952475226,-0.559016994374947,-0.814345071045956,0.173902085910063,-0.652791209833867,-0.75
0.106791064694058,-1.86393795655391,-2.26072711683082,0.25,-0.948683298050514,0.639634598885429,-0.490418669306327,-0.559016994374947,1.90013849910723,0.173902085910063,-0.652791209833867,1.25
-0.198328967034697,0.976348453432999,0.521706257730189,0.25,0.632455532033676,-0.559680274024751,-0.490418669306327,-0.559016994374947,0.542896714030637,-1.21731460137044,-0.652791209833867,-0.75
-0.922242606631967,-0.443794751560454,0.521706257730189,0.25,0.632455532033676,-0.559680274024751,0.630538289108135,0.559016994374947,0.542896714030637,0.173902085910063,-0.652791209833867,-0.75
-0.950346035704634,-0.443794751560454,0.521706257730189,0.25,-0.948683298050514,0.639634598885429,-0.490418669306327,-0.559016994374947,-0.814345071045956,0.173902085910063,1.43614066163451,-0.75
0.0436604312726343,-0.443794751560454,-0.869510429550315,0.25,-0.948683298050514,0.639634598885429,-0.490418669306327,0.559016994374947,0.542896714030637,0.173902085910063,-0.652791209833867,-0.75
-2.02466938045396,-1.86393795655391,-2.26072711683082,-3.75,-0.948683298050514,-2.95831001984511,-0.490418669306327,1.67705098312484,-2.17158685612255,1.56511877319057,-0.652791209833867,-0.75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.633504049080402,0.976348453432999,0.521706257730189,0.25,0.632455532033676,0.639634598885429,-0.490418669306327,0.559016994374947,0.542896714030637,0.173902085910063,-0.652791209833867,-0.75
0.902591579956916,0.976348453432999,0.521706257730189,0.25,0.632455532033676,-0.559680274024751,-0.490418669306327,-0.559016994374947,0.542896714030637,-1.21731460137044,1.43614066163451,1.25
0.981817513357848,-0.443794751560454,0.521706257730189,0.25,NA,NA,-0.490418669306327,1.67705098312484,0.542896714030637,0.173902085910063,1.43614066163451,1.25
0.0819013762596352,0.976348453432999,0.521706257730189,0.25,-0.948683298050514,0.639634598885429,1.7514952475226,0.559016994374947,0.542896714030637,0.173902085910063,-0.652791209833867,1.25
0.775073951208337,0.976348453432999,0.521706257730189,0.25,2.21359436211787,0.639634598885429,-1.61137562772079,-1.67705098312484,-0.814345071045956,0.173902085910063,-0.652791209833867,-0.75
1.65337776582336,0.976348453432999,0.521706257730189,0.25,0.632455532033676,0.639634598885429,-0.490418669306327,-0.559016994374947,NA,-2.60853128865095,1.43614066163451,1.25
-0.953221986782721,-0.443794751560454,0.521706257730189,0.25,-0.948683298050514,0.639634598885429,1.7514952475226,0.559016994374947,-0.814345071045956,0.173902085910063,-0.652791209833867,-0.75
-0.740779757449385,-0.443794751560454,-0.869510429550315,0.25,0.632455532033676,-0.559680274024751,0.630538289108135,0.559016994374947,0.542896714030637,0.173902085910063,-0.652791209833867,-0.75
1.28761200652087,-0.443794751560454,0.521706257730189,0.25,0.632455532033676,0.639634598885429,-0.490418669306327,-1.67705098312484,-0.814345071045956,1.56511877319057,1.43614066163451,1.25
