"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
-1.02937392345366,0.976348453432999,0.25,-0.948683298050514,1.0978875820671,1.7514952475226,-0.559016994374947,0.790569415042095,0.080968784453912,0.173902085910063,-0.75
0.529539682549251,-1.86393795655391,0.25,-0.948683298050514,-0.07319250547114,-0.490418669306327,-0.559016994374947,-0.790569415042095,-1.21453176680868,0.173902085910063,1.25
1.28709378769653,0.976348453432999,0.25,0.632455532033676,-0.07319250547114,-0.490418669306327,-0.559016994374947,-0.790569415042095,0.080968784453912,-1.21731460137044,-0.75
-1.31802244937119,-0.443794751560454,0.25,0.632455532033676,-0.07319250547114,0.630538289108135,0.559016994374947,0.790569415042095,-1.21453176680868,0.173902085910063,-0.75
-1.27330408779188,-0.443794751560454,0.25,-0.948683298050514,1.0978875820671,-0.490418669306327,-0.559016994374947,0.790569415042095,1.3764693357165,0.173902085910063,-0.75
0.585672964972393,-0.443794751560454,0.25,-0.948683298050514,-0.07319250547114,-0.490418669306327,0.559016994374947,-0.790569415042095,-1.21453176680868,0.173902085910063,-0.75
-1.6870165397281,-1.86393795655391,-3.75,-0.948683298050514,-2.41535268054762,-0.490418669306327,1.67705098312484,0.790569415042095,1.3764693357165,1.56511877319057,-0.75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.33423346354902,0.976348453432999,0.25,0.632455532033676,-0.07319250547114,-0.490418669306327,0.559016994374947,0.790569415042095,0.080968784453912,0.173902085910063,-0.75
1.36550998256702,0.976348453432999,0.25,0.632455532033676,-0.07319250547114,-0.490418669306327,-0.559016994374947,-0.790569415042095,0.080968784453912,-1.21731460137044,1.25
-0.961556655282943,-0.443794751560454,0.25,NA,1.0978875820671,-0.490418669306327,1.67705098312484,0.790569415042095,1.3764693357165,0.173902085910063,1.25
-0.171102182744635,0.976348453432999,0.25,-0.948683298050514,1.0978875820671,1.7514952475226,0.559016994374947,2.37170824512628,1.3764693357165,0.173902085910063,1.25
0.981340331073812,0.976348453432999,0.25,2.21359436211787,-1.24427259300938,-1.61137562772079,-1.67705098312484,-0.790569415042095,-1.21453176680868,0.173902085910063,-0.75
1.02101904985904,0.976348453432999,0.25,0.632455532033676,-1.24427259300938,-0.490418669306327,-0.559016994374947,-0.790569415042095,0.080968784453912,-2.60853128865095,1.25
0.0649275146637803,-0.443794751560454,0.25,-0.948683298050514,1.0978875820671,1.7514952475226,0.559016994374947,-0.790569415042095,0.080968784453912,0.173902085910063,-0.75
-0.353965113929309,-0.443794751560454,0.25,0.632455532033676,-0.07319250547114,0.630538289108135,0.559016994374947,-0.790569415042095,-1.21453176680868,0.173902085910063,-0.75
0.625004175370875,-0.443794751560454,0.25,0.632455532033676,-0.07319250547114,-0.490418669306327,-1.67705098312484,-0.790569415042095,0.080968784453912,1.56511877319057,1.25
