"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23f_num","TX_RESP_Q19_num"
0.198394939838427,1.74486556331126,0.0405306730606472,-0.145312578837141,1.52064516319939,-0.761588142139215,-0.525354138868871
1.21393203329023,1.74486556331126,1.17538951875877,-0.145312578837141,-0.389002251051008,0.558497970902091,-0.525354138868871
0.78678361675725,0.932600559700846,0.0405306730606472,-0.145312578837141,-0.389002251051008,-0.761588142139215,-0.525354138868871
-0.921490060070773,-0.691929447519982,-2.22918701833561,-0.145312578837141,-1.34382595817621,-0.761588142139215,1.10908095983428
0.615771685328359,-0.691929447519982,-1.09432817263748,-0.145312578837141,NA,0.558497970902091,-0.525354138868871
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.654889637455651,-0.691929447519982,-1.09432817263748,2.56718889278949,1.52064516319939,-0.761588142139215,-0.525354138868871
NA,NA,NA,NA,NA,NA,NA
-1.67324824997664,-0.691929447519982,0.0405306730606472,-0.145312578837141,0.565821456074193,0.558497970902091,1.10908095983428
NA,NA,NA,NA,NA,NA,NA
-0.843191552203323,0.120335556090432,-1.09432817263748,1.21093815697617,0.565821456074193,0.558497970902091,-0.525354138868871
-1.14509380326618,0.120335556090432,1.17538951875877,-0.145312578837141,-0.389002251051008,-0.761588142139215,2.74351605853744
0.573460493555228,NA,NA,NA,NA,NA,NA
-1.54085609072913,-0.691929447519982,-1.09432817263748,-0.145312578837141,-0.389002251051008,1.8785840839434,-0.525354138868871
-0.293374844374758,-0.691929447519982,0.0405306730606472,1.21093815697617,0.565821456074193,0.558497970902091,-0.525354138868871
-0.742332403378485,-0.691929447519982,0.0405306730606472,-1.50156331465046,-1.34382595817621,NA,-0.525354138868871
-2.00206980015201,-0.691929447519982,-1.09432817263748,1.21093815697617,0.565821456074193,0.558497970902091,2.74351605853744
0.873890500346743,-0.691929447519982,1.17538951875877,1.21093815697617,-1.34382595817621,NA,-0.525354138868871
1.69663609457397,1.74486556331126,1.17538951875877,-0.145312578837141,-0.389002251051008,0.558497970902091,-0.525354138868871
0.592874004677878,1.74486556331126,0.0405306730606472,-0.145312578837141,-0.389002251051008,-0.761588142139215,-0.525354138868871
-0.0938517894992101,NA,1.17538951875877,-0.145312578837141,1.52064516319939,-0.761588142139215,1.10908095983428
NA,NA,NA,NA,NA,NA,NA
0.559021624647826,0.932600559700846,1.17538951875877,-1.50156331465046,-1.34382595817621,-2.08167425518052,1.10908095983428
NA,NA,NA,NA,NA,NA,NA
1.41418606418399,-0.691929447519982,-1.09432817263748,-1.50156331465046,-0.389002251051008,-2.08167425518052,-0.525354138868871
0.795679683147541,1.74486556331126,0.0405306730606472,-0.145312578837141,0.565821456074193,0.558497970902091,-0.525354138868871
-0.0360701286052441,-0.691929447519982,1.17538951875877,1.21093815697617,1.52064516319939,0.558497970902091,1.10908095983428
-0.615751781448756,-0.691929447519982,0.0405306730606472,1.21093815697617,0.565821456074193,0.558497970902091,-0.525354138868871
0.178544194735704,-0.691929447519982,1.17538951875877,-0.145312578837141,-0.389002251051008,0.558497970902091,-0.525354138868871
2.01243978627717,-0.691929447519982,1.17538951875877,-1.50156331465046,-1.34382595817621,-0.761588142139215,-0.525354138868871
-0.574234207790337,-0.691929447519982,-1.09432817263748,-0.145312578837141,1.52064516319939,1.8785840839434,-0.525354138868871
-0.535822781031203,-0.691929447519982,0.0405306730606472,-0.145312578837141,0.565821456074193,0.558497970902091,-0.525354138868871
0.0904524186655696,0.932600559700846,0.0405306730606472,-0.145312578837141,-1.34382595817621,-0.761588142139215,-0.525354138868871
0.0702099899558142,-0.691929447519982,-1.09432817263748,-1.50156331465046,-0.389002251051008,0.558497970902091,-0.525354138868871
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
