"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q19_num"
0.452242078738176,1.57126263777331,-2.05253471389248,-0.318596546432155
2.04047980868552,0.770226783222209,0.821013885556994,-0.318596546432155
-0.989724500142907,-0.831844925879986,-1.09468518074266,-0.318596546432155
2.01303246578314,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.640155167170539,1.57126263777331,0.821013885556994,-0.318596546432155
0.526654151763848,NA,NA,NA
0.746679708414333,NA,NA,NA
0.458427601406107,0.770226783222209,0.821013885556994,-0.318596546432155
-0.662972274858772,-0.831844925879986,-0.136835647592832,4.14175510361801
1.43658388724558,-0.831844925879986,0.821013885556994,-0.318596546432155
-0.821549978131571,-0.831844925879986,0.821013885556994,-0.318596546432155
-1.3639306703972,0.770226783222209,-1.09468518074266,-0.318596546432155
-0.628259902796776,-0.831844925879986,-0.136835647592832,-0.318596546432155
1.88358215012119,-0.831844925879986,0.821013885556994,-0.318596546432155
-0.755923279205571,0.770226783222209,-1.09468518074266,-0.318596546432155
-0.173132465723227,-0.831844925879986,0.821013885556994,-0.318596546432155
NA,NA,NA,NA
-0.412958068226426,-0.831844925879986,0.821013885556994,-0.318596546432155
0.329030012349671,1.57126263777331,0.821013885556994,-0.318596546432155
-1.58192318662531,-0.831844925879986,-1.09468518074266,1.91157927859293
NA,NA,NA,NA
0.145825996806346,NA,0.821013885556994,-0.318596546432155
NA,NA,NA,NA
1.49029070447423,1.57126263777331,-1.09468518074266,-0.318596546432155
-0.981170551815286,-0.831844925879986,0.821013885556994,-0.318596546432155
-0.456545150868326,0.770226783222209,-2.05253471389248,-0.318596546432155
0.401044335127393,-0.831844925879986,-0.136835647592832,-0.318596546432155
-0.0954745879360302,-0.0308090713288883,0.821013885556994,-0.318596546432155
-1.41724641449751,-0.831844925879986,-1.09468518074266,1.91157927859293
NA,NA,NA,NA
-0.405981620269594,-0.831844925879986,0.821013885556994,-0.318596546432155
0.185692709030952,1.57126263777331,-0.136835647592832,-0.318596546432155
-0.498188555774148,-0.831844925879986,-1.09468518074266,-0.318596546432155
-0.196540117289675,-0.0308090713288883,0.821013885556994,-0.318596546432155
-1.30512955110399,NA,NA,NA
-0.00306990145470067,NA,0.821013885556994,-0.318596546432155
NA,NA,NA,NA
