"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q23g_num"
NA,NA,NA
-0.659626300265174,1.16774841624228,1.44149994031289
-0.681934480004845,-1.16774841624228,-0.144149994031289
NA,NA,NA
0.535758058964453,-1.16774841624228,-0.144149994031289
NA,NA,NA
-0.236793002323593,NA,1.44149994031289
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.907872272275009,-1.16774841624228,-0.144149994031289
NA,NA,NA
NA,NA,NA
-0.28638014461659,0,-0.144149994031289
NA,NA,NA
NA,NA,NA
0.16522337288694,1.16774841624228,-0.144149994031289
1.75560465738394,-2.33549683248457,-0.144149994031289
-0.216380222016786,0,-1.72979992837547
2.35446598803464,-1.16774841624228,-0.144149994031289
0.251578914737745,0,-0.144149994031289
1.90129843076055,1.16774841624228,1.44149994031289
0.434192831557649,-1.16774841624228,-0.144149994031289
-1.12096237191672,0,-3.31544986271966
0.10329441304494,0,-0.144149994031289
NA,NA,NA
-1.51652446488904,1.16774841624228,-1.72979992837547
NA,NA,NA
1.15959415576094,1.16774841624228,1.44149994031289
0.211126577034734,0,1.44149994031289
-0.320486584613072,NA,-0.144149994031289
-0.351121228682931,-1.16774841624228,-0.144149994031289
-0.0703225348304567,0,-0.144149994031289
0.889367275829916,0,-0.144149994031289
-1.88751751336229,1.16774841624228,-0.144149994031289
-0.0777229652682854,0,-0.144149994031289
0.461730426422642,-1.16774841624228,-0.144149994031289
-1.56555414164984,0,-0.144149994031289
NA,NA,NA
-0.605376545185589,1.16774841624228,-0.144149994031289
-1.31657159962631,0,-0.144149994031289
0.876049886673157,1.16774841624228,1.44149994031289
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
-1.41493909546932,1.16774841624228,-0.144149994031289
NA,NA,NA
NA,NA,NA
0.433506839480854,-1.16774841624228,-0.144149994031289
0.0117002023792454,1.16774841624228,1.44149994031289
NA,NA,NA
-0.12415110850651,0,-0.144149994031289
