"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23h_num"
0.0523297919326919,0.540061724867322,1.46157338832393,-0.843373856174983,-0.378932373372537,-1.52488929313634,-0.0834576187615803,0,-0.408248290463863,-1.11269728052837,1.60208197875972
-0.180325389282428,-1.08012344973464,-0.826106697748306,-0.843373856174983,-1.79992877351955,-0.179398740368981,-1.33532190018528,-1.18321595661992,-0.408248290463863,-1.11269728052837,-0.582575265003535
-0.472045540364633,-1.08012344973464,-0.826106697748306,0.583874208121142,-0.378932373372537,1.16609181239838,1.16840666266212,1.18321595661992,0.816496580927726,0.83452296039628,-0.582575265003535
0.450678627631198,0.540061724867322,-0.0635466690575621,-0.843373856174983,-0.378932373372537,1.16609181239838,-0.0834576187615803,0,0.816496580927726,0.83452296039628,1.60208197875972
1.28094462317831,0.540061724867322,1.46157338832393,NA,-0.378932373372537,-1.52488929313634,-0.0834576187615803,0,-0.408248290463863,-1.11269728052837,-0.582575265003535
-0.227404535665123,-1.08012344973464,-0.826106697748306,-0.843373856174983,1.04206402677448,-0.179398740368981,-1.33532190018528,-1.18321595661992,-1.63299316185545,-1.11269728052837,-0.582575265003535
-0.79105267392934,0.540061724867322,-0.0635466690575621,0.583874208121142,-0.378932373372537,-0.179398740368981,-0.0834576187615803,0,-0.408248290463863,-1.11269728052837,-0.582575265003535
-0.591441423047072,-1.08012344973464,-0.826106697748306,-0.843373856174983,1.04206402677448,1.16609181239838,1.16840666266212,1.18321595661992,0.816496580927726,0.83452296039628,1.60208197875972
1.84546852158101,2.16024689946929,0.699013359633182,-0.843373856174983,1.04206402677448,-0.179398740368981,-0.0834576187615803,0,0.816496580927726,0.83452296039628,1.60208197875972
-0.681741139829381,0.540061724867322,NA,1.29749824026921,1.04206402677448,-0.179398740368981,1.16840666266212,1.18321595661992,0.816496580927726,0.83452296039628,-0.582575265003535
-0.550884855479005,0.540061724867322,-0.826106697748306,1.29749824026921,1.04206402677448,1.16609181239838,1.16840666266212,1.18321595661992,0.816496580927726,0.83452296039628,-0.582575265003535
1.06702649793747,0.540061724867322,NA,NA,-1.79992877351955,-1.52488929313634,-1.33532190018528,-1.18321595661992,-1.63299316185545,-1.11269728052837,-0.582575265003535
1.40408583059796,0.540061724867322,1.46157338832393,NA,-0.378932373372537,-0.179398740368981,-1.33532190018528,-1.18321595661992,-1.63299316185545,NA,-0.582575265003535
-1.61268170570212,-1.08012344973464,NA,NA,1.04206402677448,1.16609181239838,1.16840666266212,1.18321595661992,0.816496580927726,0.83452296039628,-0.582575265003535
-0.992956629559529,-1.08012344973464,-0.826106697748306,1.29749824026921,-0.378932373372537,-0.179398740368981,-0.0834576187615803,-1.18321595661992,0.816496580927726,0.83452296039628,-0.582575265003535
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
