"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
0.30397423544809,0.540061724867322,0.582575265003535,1.46157338832393,-0.843373856174983,-1.52488929313634,-0.0834576187615803,-0.408248290463863,-1.11269728052837,-0.582575265003535,-0.503236279740197,-0.582575265003535,1.60208197875972,1.36626010212795,-0.288675134594813
-0.376751986599012,-1.08012344973464,0.582575265003535,-0.826106697748306,-0.843373856174983,-0.179398740368981,-1.33532190018528,-0.408248290463863,-1.11269728052837,-0.582575265003535,-0.503236279740197,-0.582575265003535,-0.582575265003535,-0.683130051063974,NA
-1.24185561225681,-1.08012344973464,-1.60208197875972,-0.826106697748306,0.583874208121142,1.16609181239838,1.16840666266212,0.816496580927726,0.83452296039628,-0.582575265003535,-0.503236279740197,-0.582575265003535,-0.582575265003535,-0.683130051063974,-0.288675134594813
0.87953932935646,0.540061724867322,0.582575265003535,-0.0635466690575621,-0.843373856174983,1.16609181239838,-0.0834576187615803,0.816496580927726,0.83452296039628,1.60208197875972,1.84519969238072,1.60208197875972,1.60208197875972,1.36626010212795,-0.288675134594813
2.11890915718583,0.540061724867322,0.582575265003535,1.46157338832393,NA,-1.52488929313634,-0.0834576187615803,-0.408248290463863,-1.11269728052837,-0.582575265003535,-0.503236279740197,-0.582575265003535,-0.582575265003535,-0.683130051063974,-0.288675134594813
0.0734880806464384,-1.08012344973464,0.582575265003535,-0.826106697748306,-0.843373856174983,-0.179398740368981,-1.33532190018528,-1.63299316185545,-1.11269728052837,-0.582575265003535,-0.503236279740197,-0.582575265003535,-0.582575265003535,-0.683130051063974,-0.288675134594813
-0.880560266497515,0.540061724867322,0.582575265003535,-0.0635466690575621,0.583874208121142,-0.179398740368981,-0.0834576187615803,-0.408248290463863,-1.11269728052837,-0.582575265003535,-0.503236279740197,-0.582575265003535,-0.582575265003535,-0.683130051063974,-0.288675134594813
0.232524509220957,-1.08012344973464,0.582575265003535,-0.826106697748306,-0.843373856174983,1.16609181239838,1.16840666266212,0.816496580927726,0.83452296039628,1.60208197875972,-0.503236279740197,1.60208197875972,1.60208197875972,1.36626010212795,-0.288675134594813
1.79236141733899,2.16024689946929,0.582575265003535,0.699013359633182,-0.843373856174983,-0.179398740368981,-0.0834576187615803,0.816496580927726,0.83452296039628,1.60208197875972,1.84519969238072,1.60208197875972,1.60208197875972,1.36626010212795,-0.288675134594813
-0.534668594184053,0.540061724867322,-1.60208197875972,NA,1.29749824026921,-0.179398740368981,1.16840666266212,0.816496580927726,0.83452296039628,1.60208197875972,1.84519969238072,1.60208197875972,-0.582575265003535,1.36626010212795,-0.288675134594813
-1.05939711948031,0.540061724867322,-1.60208197875972,-0.826106697748306,1.29749824026921,1.16609181239838,1.16840666266212,0.816496580927726,0.83452296039628,-0.582575265003535,-0.503236279740197,-0.582575265003535,-0.582575265003535,-0.683130051063974,3.17542648054294
0.481519959145103,0.540061724867322,0.582575265003535,NA,NA,-1.52488929313634,-1.33532190018528,-1.63299316185545,-1.11269728052837,-0.582575265003535,-0.503236279740197,-0.582575265003535,-0.582575265003535,-0.683130051063974,NA
-0.260055339801419,0.540061724867322,-1.60208197875972,1.46157338832393,NA,-0.179398740368981,-1.33532190018528,-1.63299316185545,NA,-0.582575265003535,NA,-0.582575265003535,-0.582575265003535,-0.683130051063974,-0.288675134594813
-0.630299796570804,-1.08012344973464,0.582575265003535,NA,NA,1.16609181239838,1.16840666266212,0.816496580927726,0.83452296039628,-0.582575265003535,-0.503236279740197,-0.582575265003535,-0.582575265003535,-0.683130051063974,NA
-0.898727972951942,-1.08012344973464,0.582575265003535,-0.826106697748306,1.29749824026921,-0.179398740368981,-0.0834576187615803,0.816496580927726,0.83452296039628,-0.582575265003535,-0.503236279740197,-0.582575265003535,-0.582575265003535,-0.683130051063974,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
