"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22d_num","TX_RESP_Q22g_num","TX_RESP_Q23c_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
1.74455982236546,-0.282842712474619,-0.640869944461656,NA,NA,NA,NA,-0.775217091182553,-2.67872977740178,-0.379861130582753,-0.925550299358904,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.5863585161723,-0.282842712474619,0.640869944461656,NA,NA,NA,NA,0.232565127354766,-2.67872977740178,0.976785764355651,0.793328828021918,NA
0.76525440300647,-0.282842712474619,-1.92260983338497,-1.47496977808617,-0.996329666869178,-1.39030735646998,0.938716898628947,-0.775217091182553,0.510234243314624,-1.73650802552116,-0.925550299358904,-0.430103974842683
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.509419750767783,1.13137084989848,0.640869944461656,1.88185799273063,1.43914285214437,1.15858946372498,-1.05984165974236,0.232565127354766,0.510234243314624,-0.379861130582753,-0.925550299358904,-0.430103974842683
-0.0242589169484193,1.13137084989848,0.640869944461656,-0.356027187813902,-0.996329666869178,-0.540675083071659,-1.05984165974236,-0.775217091182553,0.510234243314624,-0.379861130582753,0.793328828021918,-0.430103974842683
1.06822231929385,-0.282842712474619,-0.640869944461656,0.762915402458362,0.627318679139853,-0.540675083071659,-1.05984165974236,1.24034734589208,0.510234243314624,0.976785764355651,-0.925550299358904,-0.430103974842683
-0.692908274663503,1.13137084989848,0.640869944461656,0.762915402458362,1.43914285214437,-0.540675083071659,0.938716898628947,0.232565127354766,0.510234243314624,0.976785764355651,0.793328828021918,-0.430103974842683
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0592613037657255,1.13137084989848,0.640869944461656,NA,NA,NA,NA,1.24034734589208,-1.08424776704358,0.976785764355651,0.793328828021918,NA
-0.158950874127291,-0.282842712474619,0.640869944461656,-1.47496977808617,0.627318679139853,0.308957190326662,0.938716898628947,-0.775217091182553,0.510234243314624,0.976785764355651,0.793328828021918,-0.430103974842683
-0.168034256034632,-0.282842712474619,0.640869944461656,-0.356027187813902,-0.996329666869178,0.308957190326662,0.938716898628947,1.24034734589208,0.510234243314624,-0.379861130582753,0.793328828021918,-0.430103974842683
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.691835140692572,-1.69705627484771,0.640869944461656,-0.356027187813902,-0.996329666869178,-0.540675083071659,-1.05984165974236,-0.775217091182553,0.510234243314624,-0.379861130582753,0.793328828021918,3.35481100377293
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0424267927454237,1.13137084989848,-1.92260983338497,-1.47496977808617,-0.996329666869178,-1.39030735646998,-1.05984165974236,1.24034734589208,0.510234243314624,-0.379861130582753,-0.925550299358904,-0.430103974842683
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.20778631746256,-1.69705627484771,-1.92260983338497,-0.356027187813902,-0.996329666869178,1.15858946372498,0.938716898628947,-1.78299930971987,-1.08424776704358,-0.379861130582753,-2.64442942673973,-0.430103974842683
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.020154335468807,-0.282842712474619,-0.640869944461656,-0.356027187813902,-0.184505493864662,-1.39030735646998,0.938716898628947,-0.775217091182553,0.510234243314624,-0.379861130582753,-0.925550299358904,-0.430103974842683
0.00183448059005972,1.13137084989848,0.640869944461656,-0.356027187813902,0.627318679139853,-0.540675083071659,0.272530712505178,-0.775217091182553,0.510234243314624,-0.379861130582753,-0.925550299358904,-0.430103974842683
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.843464134151743,-1.69705627484771,0.640869944461656,-0.356027187813902,-0.184505493864662,0.308957190326662,-1.05984165974236,1.24034734589208,0.510234243314624,NA,0.793328828021918,-0.430103974842683
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
