"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
0.0991832799667225,0.623231962511588,-0.52545638988472,0.552770798392567,0.124646392502317,0.14256648712805,-1.79284291400159,0.34687296754716,-1.08980882931709,-0.737864787372622,-0.438866729387554,-0.486561840100952,-0.0963142660661774,-0.12974982402692,-0.109369659814952,-0.774596669241483,0.720749970156447,1.29099444873581
-0.0647339752963527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.34993962154628,0.623231962511588,0.735638945838608,-1.6583123951777,0.124646392502317,0.997965409896352,0.597614304667197,0.34687296754716,0.242179739848241,0.316227766016838,-0.438866729387554,0.583874208121142,-1.15577119279413,-0.12974982402692,1.09369659814952,0.193649167310371,0.720749970156447,-0.645497224367903
0.227857459409787,0.623231962511588,0.735638945838608,0.552770798392567,0.124646392502317,NA,NA,-0.92499458012576,0.242179739848241,-0.737864787372622,-0.438866729387554,-1.55699788832305,0.963142660661774,-0.12974982402692,1.09369659814952,1.16189500386223,-1.26131244777378,NA
0.947692070102695,-2.36828145754403,-1.78655172560805,-1.6583123951777,-1.37111031752549,NA,NA,1.61874051522008,0.242179739848241,-0.737864787372622,-0.438866729387554,0.583874208121142,0.963142660661774,-0.12974982402692,-1.31243591777942,-1.74284250579334,0.720749970156447,NA
0.891580327114616,-0.872524747516223,-0.52545638988472,0.552770798392567,0.124646392502317,NA,NA,-0.92499458012576,0.242179739848241,-0.737864787372622,-1.40437353404017,-0.486561840100952,-1.15577119279413,-0.12974982402692,-0.109369659814952,-0.774596669241483,0.720749970156447,NA
-1.4584281829494,0.623231962511588,0.735638945838608,0.552770798392567,1.62040310253013,0.14256648712805,0.597614304667197,1.61874051522008,1.57416830901357,1.3703203194063,1.49214687991768,1.65431025634324,0.963142660661774,1.29749824026921,1.09369659814952,1.16189500386223,0.720749970156447,1.29099444873581
0.599852303684702,0.623231962511588,0.735638945838608,0.552770798392567,-1.37111031752549,-1.56823135840855,0.597614304667197,-0.92499458012576,-1.08980882931709,-0.737864787372622,-0.438866729387554,-0.486561840100952,-1.15577119279413,-1.55699788832305,-1.31243591777942,NA,-1.26131244777378,-0.645497224367903
-1.21481784300682,-0.872524747516223,0.735638945838608,0.552770798392567,0.124646392502317,0.997965409896352,0.597614304667197,-0.92499458012576,0.242179739848241,1.3703203194063,1.49214687991768,-0.486561840100952,0.963142660661774,-0.12974982402692,-0.109369659814952,0.193649167310371,0.720749970156447,-0.645497224367903
1.40074429945858,-0.872524747516223,-1.78655172560805,-1.6583123951777,-1.37111031752549,NA,NA,-0.92499458012576,-1.08980882931709,NA,-0.438866729387554,-0.486561840100952,-1.15577119279413,-1.55699788832305,-0.109369659814952,0.193649167310371,-1.26131244777378,NA
0.606381196346629,0.623231962511588,-0.52545638988472,0.552770798392567,0.124646392502317,-0.712832435640251,-0.597614304667197,0.34687296754716,-1.08980882931709,-0.737864787372622,-0.438866729387554,-0.486561840100952,-0.0963142660661774,1.29749824026921,-1.31243591777942,-0.774596669241483,-1.26131244777378,-0.645497224367903
0.629788722795079,0.623231962511588,0.735638945838608,0.552770798392567,0.124646392502317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.31516003607997,0.623231962511588,0.735638945838608,0.552770798392567,1.62040310253013,NA,NA,0.34687296754716,1.57416830901357,1.3703203194063,1.49214687991768,1.65431025634324,0.963142660661774,1.29749824026921,1.09369659814952,1.16189500386223,0.720749970156447,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
