"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.395986406840442,-0.666666666666667,-1.25765629104507,-0.661437827766148,-1.76383420737639,-0.661437827766148,0.504016128774185,0.611775290321498,0.711659994885488,0.942809041582063,0.611775290321498,0.611775290321498,1.16666666666667,-1.05409255338946,0.843274042711568,0.50395263067897
-1.81525494038766,-0.666666666666667,0.800326730665041,0.661437827766148,0.50395263067897,-0.661437827766148,0.504016128774185,0.611775290321498,0.711659994885488,0.942809041582063,0.611775290321498,0.611775290321498,1.16666666666667,-1.05409255338946,-1.05409255338946,-1.76383420737639
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0301282300044395,-0.666666666666667,-1.25765629104507,0.661437827766148,0.50395263067897,NA,0.504016128774185,-0.764719112901872,0.711659994885488,0.942809041582063,0.611775290321498,0.611775290321498,-0.333333333333333,0.843274042711568,0.843274042711568,0.50395263067897
0.0524313688743817,-0.666666666666667,-0.228664780190012,NA,0.50395263067897,-0.661437827766148,0.504016128774185,0.611775290321498,0.711659994885488,0.942809041582063,0.611775290321498,0.611775290321498,1.16666666666667,0.843274042711568,0.843274042711568,0.50395263067897
-0.753609982103599,-0.666666666666667,-1.25765629104507,-1.98431348329844,-1.76383420737639,0.661437827766148,0.504016128774185,0.611775290321498,0.711659994885488,-0.471404520791032,0.611775290321498,0.611775290321498,-0.333333333333333,-1.05409255338946,-1.05409255338946,0.50395263067897
0.713114762580129,1.33333333333333,0.800326730665041,0.661437827766148,0.50395263067897,1.98431348329844,NA,0.611775290321498,-1.11832284910577,-0.471404520791032,-0.764719112901872,-0.764719112901872,-0.333333333333333,0.843274042711568,0.843274042711568,0.50395263067897
1.80272172700802,-0.666666666666667,0.800326730665041,0.661437827766148,0.50395263067897,0.661437827766148,-0.840026881290309,-0.764719112901872,-0.20333142711014,-1.88561808316413,-2.14121351612524,-2.14121351612524,-0.333333333333333,0.843274042711568,-1.05409255338946,0.50395263067897
0.465427046447601,1.33333333333333,0.800326730665041,-0.661437827766148,0.50395263067897,-0.661437827766148,-2.1840698913548,-2.14121351612524,-2.0333142711014,-0.471404520791032,0.611775290321498,-0.764719112901872,-1.83333333333333,-1.05409255338946,0.843274042711568,0.50395263067897
-0.038715345573983,1.33333333333333,0.800326730665041,0.661437827766148,0.50395263067897,-0.661437827766148,0.504016128774185,0.611775290321498,-0.20333142711014,-0.471404520791032,-0.764719112901872,0.611775290321498,-0.333333333333333,0.843274042711568,-1.05409255338946,-1.76383420737639
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
