"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q22b_num","TX_RESP_Q23a_num","TX_RESP_Q19_num"
1.08108834960895,0.728904248169481,-1.21614662692476,0.0345130104513412,-0.317812186918913
-1.51958501670709,0.728904248169481,1.87709588068822,1.38052041805365,2.09756043366483
-0.892512053911104,0.728904248169481,-0.185065791053768,0.0345130104513412,2.09756043366483
NA,NA,NA,NA,NA
1.198725337295,0.728904248169481,-1.21614662692476,0.0345130104513412,-0.317812186918913
0.801468254813805,-0.94328785057227,-1.21614662692476,-1.31149439715097,-0.317812186918913
-0.126108431906271,0.728904248169481,-0.185065791053768,1.38052041805365,-0.317812186918913
0.284568795040306,-2.61547994931402,-1.21614662692476,0.0345130104513412,-0.317812186918913
1.29158130509477,-2.61547994931402,-1.21614662692476,-2.65750180475328,-0.317812186918913
-1.5938233250726,0.728904248169481,-0.185065791053768,1.38052041805365,NA
-2.19428267302481,-0.94328785057227,1.87709588068822,1.38052041805365,4.51293305424857
NA,NA,NA,NA,NA
-0.511919629757492,-0.94328785057227,0.846015044817227,0.0345130104513412,-0.317812186918913
0.183437860656137,-0.94328785057227,-1.21614662692476,0.0345130104513412,-0.317812186918913
-0.512804758906636,-0.94328785057227,0.846015044817227,0.0345130104513412,-0.317812186918913
0.843440799900748,-0.94328785057227,-1.21614662692476,0.0345130104513412,-0.317812186918913
-0.442170743323884,0.728904248169481,-0.185065791053768,0.0345130104513412,-0.317812186918913
-0.111344309068266,0.728904248169481,-0.185065791053768,-2.65750180475328,-0.317812186918913
-0.783686796430494,0.728904248169481,-0.185065791053768,0.0345130104513412,-0.317812186918913
-0.2280834175091,0.728904248169481,-0.185065791053768,1.38052041805365,-0.317812186918913
-0.790147599143849,0.728904248169481,0.846015044817227,0.0345130104513412,-0.317812186918913
0.941929045521883,-0.94328785057227,-0.185065791053768,0.0345130104513412,-0.317812186918913
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.863609189769511,0.728904248169481,-0.185065791053768,0.0345130104513412,-0.317812186918913
0.52763624092929,-0.94328785057227,-0.185065791053768,0.0345130104513412,-0.317812186918913
0.233768942009582,-0.94328785057227,-0.185065791053768,0.0345130104513412,-0.317812186918913
-1.01667074144274,0.728904248169481,-0.185065791053768,0.0345130104513412,-0.317812186918913
NA,NA,NA,NA,NA
-0.778632308748976,0.728904248169481,-1.21614662692476,0.0345130104513412,-0.317812186918913
-0.788224365398563,-0.94328785057227,0.846015044817227,-1.31149439715097,-0.317812186918913
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.3514449597867,0.728904248169481,-0.185065791053768,0.0345130104513412,-0.317812186918913
2.2696929975879,-0.94328785057227,-0.185065791053768,0.0345130104513412,-0.317812186918913
1.89864165540543,-0.94328785057227,0.846015044817227,0.0345130104513412,-0.317812186918913
1.00789804258754,0.728904248169481,0.846015044817227,0.0345130104513412,-0.317812186918913
0.0646367326460604,-0.94328785057227,1.87709588068822,0.0345130104513412,-0.317812186918913
-0.121089341164852,0.728904248169481,-1.21614662692476,-2.65750180475328,2.09756043366483
0.260536920415654,0.728904248169481,-0.185065791053768,0.0345130104513412,-0.317812186918913
-1.69549950600463,0.728904248169481,0.846015044817227,1.38052041805365,-0.317812186918913
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.589622005554834,0.728904248169481,-0.185065791053768,1.38052041805365,-0.317812186918913
NA,NA,NA,NA,NA
-0.250878918402555,0.728904248169481,1.87709588068822,0.0345130104513412,-0.317812186918913
-0.420706496412824,0.728904248169481,-1.21614662692476,0.0345130104513412,-0.317812186918913
-0.285189709690882,0.728904248169481,1.87709588068822,0.0345130104513412,-0.317812186918913
0.548876718513156,0.728904248169481,-0.185065791053768,0.0345130104513412,-0.317812186918913
NA,NA,NA,NA,NA
