"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21e_num","TX_RESP_Q23a_num","TX_RESP_Q23g_num"
-1.50603637410338,0.242535625036332,-1.8619846386901,NA,NA,NA
-0.211595168950014,0.242535625036332,-0.19599838302001,0.400076212251811,-0.201893213271812,1.4819171472699
-1.6105802205533,0.242535625036332,-0.19599838302001,-1.42884361518504,-0.201893213271812,0.370479286817474
-1.40565667188189,0.242535625036332,1.46998787265008,1.31453612597024,-1.81703891944631,0.370479286817474
-0.581406060143395,0.242535625036332,-0.19599838302001,-0.514383701466614,-0.201893213271812,0.370479286817474
0.240808251681277,0.242535625036332,-0.19599838302001,-0.514383701466614,1.41325249290268,1.4819171472699
0.8756612957922,0.242535625036332,-0.19599838302001,0.400076212251811,1.41325249290268,-0.740958573634948
0.223788818886215,0.242535625036332,-0.19599838302001,1.31453612597024,-1.81703891944631,0.370479286817474
-0.106457353601995,0.242535625036332,1.46998787265008,0.400076212251811,1.41325249290268,-1.85239643408737
0.894551111312203,-3.88057000058133,1.46998787265008,-0.514383701466614,-0.201893213271812,NA
0.311286827667783,0.242535625036332,-0.19599838302001,0.400076212251811,-0.201893213271812,-0.740958573634948
2.05101753581525,0.242535625036332,-0.19599838302001,1.31453612597024,-0.201893213271812,0.370479286817474
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.16538274382492,0.242535625036332,1.46998787265008,-0.514383701466614,1.41325249290268,-0.740958573634948
0.80126052641514,0.242535625036332,-0.19599838302001,1.31453612597024,-0.201893213271812,-1.85239643408737
-0.404423315141772,0.242535625036332,-1.8619846386901,-1.42884361518504,-0.201893213271812,0.370479286817474
0.0516200369776472,0.242535625036332,-0.19599838302001,-0.514383701466614,-0.201893213271812,0.370479286817474
-0.789221983996877,0.242535625036332,-0.19599838302001,-1.42884361518504,-0.201893213271812,0.370479286817474
