"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22g_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num"
-1.19782223287922,0.242535625036332,-1.8619846386901,NA,NA,NA,NA,NA,NA
-0.523769115061571,0.242535625036332,-0.19599838302001,-0.976348453432999,1.0978875820671,1.21453176680868,1.24025326257979,0.25,1.25
-1.17592207832757,0.242535625036332,-0.19599838302001,-0.976348453432999,-1.24427259300938,-0.080968784453912,1.24025326257979,0.25,-0.75
-0.151055538124733,0.242535625036332,1.46998787265008,0.443794751560454,1.0978875820671,-0.080968784453912,-0.286212291364566,0.25,0.25
0.124091440992957,0.242535625036332,-0.19599838302001,0.443794751560454,-0.07319250547114,-0.080968784453912,-0.286212291364566,0.25,0.25
-0.301863417321546,0.242535625036332,-0.19599838302001,-0.976348453432999,-0.07319250547114,-0.080968784453912,1.24025326257979,0.25,1.25
-0.46854504475753,0.242535625036332,-0.19599838302001,1.86393795655391,-0.07319250547114,1.21453176680868,-0.286212291364566,0.25,-1.75
0.569340383672927,0.242535625036332,-0.19599838302001,0.443794751560454,-0.07319250547114,-0.080968784453912,-1.81267784530892,0.25,0.25
-0.388338931088652,0.242535625036332,1.46998787265008,1.86393795655391,1.0978875820671,1.21453176680868,1.24025326257979,-1.75,1.25
2.26877493183743,-3.88057000058133,1.46998787265008,0.443794751560454,-2.41535268054762,-2.67196988697909,-0.286212291364566,0.25,0.25
-0.419533966666198,0.242535625036332,-0.19599838302001,-0.976348453432999,-0.07319250547114,-0.080968784453912,-0.286212291364566,-1.75,-0.75
1.07335663987324,0.242535625036332,-0.19599838302001,0.443794751560454,-1.24427259300938,-1.3764693357165,-0.286212291364566,0.25,0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.83705684363412,0.242535625036332,1.46998787265008,0.443794751560454,-0.07319250547114,1.21453176680868,1.24025326257979,2.25,1.25
0.0116865936367578,0.242535625036332,-0.19599838302001,-0.976348453432999,1.0978875820671,-0.080968784453912,-1.81267784530892,0.25,-1.75
-0.231202371763461,0.242535625036332,-1.8619846386901,0.443794751560454,-0.07319250547114,-0.080968784453912,-0.286212291364566,-1.75,-0.75
-1.42248299007371,0.242535625036332,-0.19599838302001,-0.976348453432999,1.0978875820671,-0.080968784453912,-0.286212291364566,0.25,-0.75
0.396228852416751,0.242535625036332,-0.19599838302001,-0.976348453432999,-0.07319250547114,-0.080968784453912,-0.286212291364566,0.25,0.25
