"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num"
0.86811559122011,-1.04238280432284,NA,NA,NA
-1.36603784417904,0.531827961389207,0.464811125852264,-1.4790199457749,0.0469135412449416
1.41071426914914,1.31893334424523,-0.929622251704528,1.4790199457749,0.0469135412449416
0.586452118162143,-1.04238280432284,-0.929622251704528,1.4790199457749,0.0469135412449416
-1.22660631569872,-1.04238280432284,0.464811125852264,-1.4790199457749,0.0469135412449416
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-2.02100413463287,-1.04238280432284,1.85924450340906,-1.4790199457749,1.64197394357296
2.11154569610234,1.31893334424523,-0.929622251704528,1.4790199457749,-3.1432072634111
-0.306908802103362,-0.255277421466819,-0.929622251704528,-1.4790199457749,0.0469135412449416
0.268134101974299,1.31893334424523,-0.929622251704528,-1.4790199457749,-1.54814686108308
0.863227122419826,-1.04238280432284,0.464811125852264,0,0.0469135412449416
-0.0345766095465757,-0.255277421466819,-0.929622251704528,0,0.0469135412449416
0.751877457586595,1.31893334424523,0.464811125852264,0,0.0469135412449416
1.10507496145096,-1.04238280432284,0.464811125852264,0,0.0469135412449416
NA,NA,NA,NA,NA
0.0420008687630068,1.31893334424523,-0.929622251704528,0,0.0469135412449416
-1.11257692189985,-1.04238280432284,-0.929622251704528,1.4790199457749,1.64197394357296
-1.16430074401044,-0.255277421466819,1.85924450340906,1.4790199457749,NA
-0.370463296280961,-0.255277421466819,0.464811125852264,1.4790199457749,1.64197394357296
0.902437694205165,1.31893334424523,0.464811125852264,1.4790199457749,0.0469135412449416
NA,NA,NA,NA,NA
1.20044472743008,1.31893334424523,-2.32405562926132,1.4790199457749,0.0469135412449416
0.7064385658508,0.531827961389207,0.464811125852264,0,0.0469135412449416
0.787679484524016,1.31893334424523,0.464811125852264,0,-1.54814686108308
-1.00329589743376,-1.04238280432284,0.464811125852264,0,0.0469135412449416
-1.41252145556402,-1.04238280432284,0.464811125852264,0,1.64197394357296
-0.672004067920572,0.531827961389207,-0.929622251704528,-1.4790199457749,-1.54814686108308
1.00254388346427,-1.04238280432284,0.464811125852264,0,0.0469135412449416
0.926850199739867,0.531827961389207,0.464811125852264,0,0.0469135412449416
NA,NA,NA,NA,NA
0.399744059041929,-0.255277421466819,-0.929622251704528,0,0.0469135412449416
-0.637725189381045,-1.04238280432284,1.85924450340906,0,1.64197394357296
-0.671948924087536,-1.04238280432284,0.464811125852264,0,0.0469135412449416
0.0769235808850555,-0.255277421466819,0.464811125852264,0,0.0469135412449416
NA,NA,NA,NA,NA
0.641389215154827,1.31893334424523,0.464811125852264,0,-1.54814686108308
-0.525514075481053,-1.04238280432284,-0.929622251704528,-1.4790199457749,0.0469135412449416
NA,NA,NA,NA,NA
0.528798040784689,1.31893334424523,0.464811125852264,-1.4790199457749,0.0469135412449416
-1.49144633324973,-0.255277421466819,0.464811125852264,0,0.0469135412449416
-1.39132670468121,1.31893334424523,0.464811125852264,0,0.0469135412449416
-0.476607068625098,-0.255277421466819,0.464811125852264,0,0.0469135412449416
NA,NA,NA,NA,NA
0.704472746866719,NA,NA,NA,NA
NA,-1.04238280432284,-2.32405562926132,0,NA
