"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num"
-1.80977739918329,0.535281389768537,0.386803702356276,0.529146128274939
-0.947415954311829,-0.462288472981918,-0.833115666613518,-0.826790825429592
-0.622811160640171,-1.45985833573237,-0.833115666613518,1.88508308197947
-1.09522916329163,-1.45985833573237,0.386803702356276,-0.826790825429592
1.57546530900494,1.53285125251899,-0.833115666613518,-0.826790825429592
-1.92597693557584,-0.462288472981918,0.386803702356276,0.529146128274939
1.64592190261421,1.53285125251899,-0.833115666613518,-0.826790825429592
1.11671396502117,1.53285125251899,-0.833115666613518,-0.826790825429592
0.998660220047549,0.535281389768537,-0.833115666613518,-0.826790825429592
0.267343826615491,-0.462288472981918,0.386803702356276,0.529146128274939
0.645903804565905,-1.45985833573237,-2.05303503558331,1.88508308197947
-0.976198466705432,1.53285125251899,-0.833115666613518,-0.826790825429592
-0.418896569807357,0.535281389768537,-0.833115666613518,-0.826790825429592
-1.47108295947542,-0.462288472981918,0.386803702356276,0.529146128274939
0.583664268410766,-0.462288472981918,0.386803702356276,0.529146128274939
1.05331120285267,0.535281389768537,-0.833115666613518,-0.826790825429592
0.550536492822536,0.535281389768537,0.386803702356276,-0.826790825429592
-0.518187361366489,-1.45985833573237,0.386803702356276,-0.826790825429592
1.48631546438277,1.53285125251899,-0.833115666613518,-0.826790825429592
-0.343907256112836,-0.462288472981918,0.386803702356276,0.529146128274939
NA,NA,NA,NA
-1.25318450169824,-1.45985833573237,1.60672307132607,1.88508308197947
0.050745548675891,0.535281389768537,0.386803702356276,-0.826790825429592
0.28618366336991,0.535281389768537,-0.833115666613518,-0.826790825429592
1.68856332502496,-0.462288472981918,-0.833115666613518,-0.826790825429592
-0.612616163167244,-1.45985833573237,0.386803702356276,-0.826790825429592
1.39377329288474,0.535281389768537,-0.833115666613518,-0.826790825429592
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.17365285750098,-0.462288472981918,0.386803702356276,-0.826790825429592
1.20398076980979,0.535281389768537,1.60672307132607,-0.826790825429592
0.201800865321237,NA,NA,NA
0.151353354428066,-0.462288472981918,0.386803702356276,1.88508308197947
-0.976728394155847,0.535281389768537,0.386803702356276,0.529146128274939
NA,NA,NA,NA
NA,NA,NA,NA
0.141163172913794,-0.462288472981918,0.386803702356276,0.529146128274939
NA,NA,NA,NA
0.894907636294225,1.53285125251899,-0.833115666613518,0.529146128274939
-0.107813031551714,0.535281389768537,1.60672307132607,1.88508308197947
NA,NA,NA,NA
0.210813437445635,-1.45985833573237,1.60672307132607,0.529146128274939
-0.533542357539297,-0.462288472981918,1.60672307132607,-0.826790825429592
-0.277985790568151,-0.462288472981918,-0.833115666613518,0.529146128274939
-0.791389299846892,0.535281389768537,1.60672307132607,1.88508308197947
-1.168872588541,-1.45985833573237,-0.833115666613518,0.529146128274939
NA,NA,NA,NA
1.02163864227099,0.535281389768537,0.386803702356276,0.529146128274939
NA,1.53285125251899,-2.05303503558331,-0.826790825429592
-0.143491953737594,-0.462288472981918,1.60672307132607,-0.826790825429592
NA,NA,NA,NA
NA,NA,NA,NA
