"PROFICIENCIA_MT_SAEB","TX_RESP_Q23f_num","TX_RESP_Q23g_num"
-0.561095226342548,2.09726038810239,1.5895613836793
NA,NA,NA
1.28392487284464,0.73540299323071,0.372553449299836
-0.517366811671889,-0.626454401640975,0.372553449299836
1.39652720518387,2.09726038810239,1.5895613836793
-1.85601099962067,-1.98831179651266,-2.06146241945909
-1.11420865442496,-1.98831179651266,-0.844454485079628
-0.690936996561463,-0.626454401640975,0.372553449299836
-1.98527724803526,-1.98831179651266,-0.844454485079628
-1.10130817556839,-0.626454401640975,-2.06146241945909
1.13515489725393,-0.626454401640975,0.372553449299836
-0.00953102842765075,-0.626454401640975,1.5895613836793
0.630330929879922,-0.626454401640975,0.372553449299836
-0.869015455776162,0.73540299323071,-2.06146241945909
-0.718953518174315,-0.626454401640975,-0.844454485079628
-0.443326475495518,-0.626454401640975,0.372553449299836
-0.269007407183713,0.73540299323071,0.372553449299836
1.4935435648466,-0.626454401640975,-0.844454485079628
-0.868331555702527,-0.626454401640975,0.372553449299836
NA,NA,NA
0.119962710165894,0.73540299323071,0.372553449299836
-0.102311331483926,0.73540299323071,-0.844454485079628
1.43381754360335,-0.626454401640975,0.372553449299836
-0.485925434985403,0.73540299323071,-2.06146241945909
0.8358557436086,-0.626454401640975,0.372553449299836
-1.15200684183272,-0.626454401640975,-0.844454485079628
NA,NA,NA
NA,NA,NA
0.131251664973802,-0.626454401640975,0.372553449299836
1.05252326326669,2.09726038810239,-0.844454485079628
-0.940232214574192,-0.626454401640975,-0.844454485079628
-1.31112593662034,-0.626454401640975,-0.844454485079628
-0.372285767782836,-0.626454401640975,0.372553449299836
1.81292065908282,0.73540299323071,-0.844454485079628
0.268333215037621,0.73540299323071,-0.844454485079628
0.610596950369079,0.73540299323071,0.372553449299836
-0.412361788742026,0.73540299323071,0.372553449299836
-0.369653142593268,NA,NA
2.13598130608579,2.09726038810239,1.5895613836793
-0.662216294836656,-0.626454401640975,0.372553449299836
-0.322521533965174,-0.626454401640975,0.372553449299836
NA,NA,NA
0.226151341067027,0.73540299323071,1.5895613836793
1.17685194020088,0.73540299323071,0.372553449299836
-1.56084907071046,0.73540299323071,-0.844454485079628
-0.123975112920825,-0.626454401640975,0.372553449299836
1.4225164013889,-0.626454401640975,0.372553449299836
-0.227604243071639,-0.626454401640975,1.5895613836793
-0.848868437061915,-0.626454401640975,-0.844454485079628
-0.00975854283604837,-0.626454401640975,NA
1.37845623727418,-0.626454401640975,0.372553449299836
NA,NA,NA
0.609615125144681,0.73540299323071,1.5895613836793
0.0170472822955665,0.73540299323071,0.372553449299836
0.944567337269866,0.73540299323071,0.372553449299836
0.911614625254496,0.73540299323071,0.372553449299836
-1.12147956909572,0.73540299323071,-0.844454485079628
NA,NA,NA
NA,NA,NA
