"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num"
-0.0263396999531061,0.232210182006412,0.856348838577675,-0.526234811584218,0.171184197004365,1.11298640545999,-1.41421356237309,0.101273936708367,0.232210182006412,0,0.442229742011646,0.511766315719159,-0.288675134594813
2.00981625025167,1.62547127404488,0.856348838577675,-0.526234811584218,0.171184197004365,-0.890389124367988,-1.41421356237309,-1.2152872405004,0.232210182006412,0,-0.707567587218634,-2.55883157859579,1.44337567297406
0.022039283648997,1.62547127404488,0.856348838577675,-0.526234811584218,-0.941513083524009,-0.222597281091997,1.41421356237309,0.101273936708367,-1.16105091003206,-1.6583123951777,-0.707567587218634,0.511766315719159,-0.288675134594813
-1.32766808529514,0.232210182006412,-0.428174419288838,-0.526234811584218,-0.941513083524009,1.11298640545999,1.41421356237309,1.41783511391713,1.62547127404488,1.6583123951777,1.59202707124193,0.511766315719159,-2.02072594216369
1.44649153445839,0.232210182006412,-0.428174419288838,1.75411603861406,1.28388147753274,-0.890389124367988,0,0.101273936708367,-1.16105091003206,0,-0.707567587218634,0.511766315719159,1.44337567297406
-0.97516579336865,-1.16105091003206,-1.71269767715535,-0.526234811584218,-0.941513083524009,-0.890389124367988,0,0.101273936708367,0.232210182006412,0,-0.707567587218634,-1.02353263143832,-0.288675134594813
-0.878744397673618,-1.16105091003206,-1.71269767715535,-0.526234811584218,0.171184197004365,1.11298640545999,1.41421356237309,0.101273936708367,0.232210182006412,0,0.442229742011646,0.511766315719159,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.633873440270191,0.232210182006412,-0.428174419288838,-0.526234811584218,2.39657875806111,1.11298640545999,0,1.41783511391713,-1.16105091003206,0,1.59202707124193,0.511766315719159,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.544861125797485,0.232210182006412,0.856348838577675,1.75411603861406,0.171184197004365,-0.890389124367988,0,0.101273936708367,1.62547127404488,0,0.442229742011646,0.511766315719159,-0.288675134594813
0.180149801353381,NA,NA,1.75411603861406,-0.941513083524009,NA,0,0.101273936708367,NA,NA,-1.85736491644891,NA,-0.288675134594813
0.0219558105008802,0.232210182006412,-0.428174419288838,-0.526234811584218,0.171184197004365,1.11298640545999,0,0.101273936708367,0.232210182006412,0,0.442229742011646,0.511766315719159,-0.288675134594813
0.695968741855996,-1.16105091003206,0.856348838577675,-0.526234811584218,0.171184197004365,-0.890389124367988,-1.41421356237309,-2.53184841770917,-1.16105091003206,-1.6583123951777,-0.707567587218634,-1.02353263143832,-0.288675134594813
-1.0794911313061,-1.16105091003206,0.856348838577675,-0.526234811584218,-0.941513083524009,-0.890389124367988,0,0.101273936708367,0.232210182006412,1.6583123951777,0.442229742011646,0.511766315719159,1.44337567297406
