"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num"
1.27813209656303,-0.872524747516223,-1.6583123951777,0.171184197004365,1.11298640545999,-1.41421356237309,0.101273936708367,0,0.442229742011646,-0.957427107756338,-0.957427107756338,0.511766315719159
0.620668790344425,0.623231962511588,0.552770798392567,0.171184197004365,-0.890389124367988,-1.41421356237309,-1.2152872405004,0,-0.707567587218634,-0.957427107756338,-0.957427107756338,-2.55883157859579
-0.994295864665494,0.623231962511588,0.552770798392567,-0.941513083524009,-0.222597281091997,1.41421356237309,0.101273936708367,-1.6583123951777,-0.707567587218634,0.957427107756338,0.957427107756338,0.511766315719159
-1.36135926560499,0.623231962511588,0.552770798392567,-0.941513083524009,1.11298640545999,1.41421356237309,1.41783511391713,1.6583123951777,1.59202707124193,0.957427107756338,0.957427107756338,0.511766315719159
1.39741188403458,0.623231962511588,0.552770798392567,1.28388147753274,-0.890389124367988,0,0.101273936708367,0,-0.707567587218634,0.957427107756338,0.957427107756338,0.511766315719159
0.97638878016873,-0.872524747516223,0.552770798392567,-0.941513083524009,-0.890389124367988,0,0.101273936708367,0,-0.707567587218634,-0.957427107756338,-0.957427107756338,-1.02353263143832
-0.560071279731075,0.623231962511588,0.552770798392567,0.171184197004365,1.11298640545999,1.41421356237309,0.101273936708367,0,0.442229742011646,-0.957427107756338,-0.957427107756338,0.511766315719159
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.282311165729068,0.623231962511588,0.552770798392567,2.39657875806111,1.11298640545999,0,1.41783511391713,0,1.59202707124193,0.957427107756338,0.957427107756338,0.511766315719159
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.609220168266483,0.623231962511588,0.552770798392567,0.171184197004365,-0.890389124367988,0,0.101273936708367,0,0.442229742011646,0.957427107756338,0.957427107756338,0.511766315719159
-0.388733964116353,NA,NA,-0.941513083524009,NA,0,0.101273936708367,NA,-1.85736491644891,NA,NA,NA
-0.402593783688654,-0.872524747516223,-1.6583123951777,0.171184197004365,1.11298640545999,0,0.101273936708367,0,0.442229742011646,-0.957427107756338,-0.957427107756338,0.511766315719159
0.727902661768312,-2.36828145754403,-1.6583123951777,0.171184197004365,-0.890389124367988,-1.41421356237309,-2.53184841770917,-1.6583123951777,-0.707567587218634,-0.957427107756338,-0.957427107756338,-1.02353263143832
-1.62035905760993,0.623231962511588,0.552770798392567,-0.941513083524009,-0.890389124367988,0,0.101273936708367,1.6583123951777,0.442229742011646,0.957427107756338,0.957427107756338,0.511766315719159
