"PROFICIENCIA_MT_SAEB","TX_RESP_Q22f_num","TX_RESP_Q23d_num"
NA,NA,NA
0.235494927912119,-1.694264814022,0.332249319622494
-0.512995394496805,-0.717908819500845,0.332249319622494
NA,NA,NA
0.80632314251948,-0.717908819500845,0.332249319622494
-1.52097509999797,1.23480316954145,1.49512193830122
NA,NA,NA
-0.823726598471924,1.23480316954145,1.49512193830122
NA,NA,NA
NA,NA,NA
0.390639695802029,-1.694264814022,-0.830623299056236
-0.00794334472218492,-0.717908819500845,0.332249319622494
-0.901961457463177,NA,NA
-0.186473449050437,0.258447175020304,0.332249319622494
NA,NA,NA
1.56763456677758,1.23480316954145,-0.830623299056236
NA,NA,NA
NA,NA,NA
0.346713791150806,-1.694264814022,-0.830623299056236
0.554429880206723,-0.717908819500845,1.49512193830122
0.0438360525637264,-0.717908819500845,0.332249319622494
-1.96478000483049,0.258447175020304,0.332249319622494
1.28657665386405,NA,-1.99349591773497
0.902898021288999,0.258447175020304,1.49512193830122
-1.28660255070021,-0.717908819500845,0.332249319622494
-0.105543106228666,1.23480316954145,1.49512193830122
-0.248602322830798,0.258447175020304,0.332249319622494
0.711763044525381,0.258447175020304,-1.99349591773497
1.18562806110848,0.258447175020304,0.332249319622494
NA,NA,NA
-1.51749379553694,1.23480316954145,0.332249319622494
-1.18077312931017,NA,NA
1.49811517543807,0.258447175020304,0.332249319622494
0.641054255176656,-1.694264814022,-0.830623299056236
-0.758472779164913,1.23480316954145,-0.830623299056236
-0.305618907685565,1.23480316954145,0.332249319622494
NA,NA,NA
-0.5163061349293,0.258447175020304,-1.99349591773497
0.488464868843347,-0.717908819500845,-1.99349591773497
NA,NA,NA
0.476764585185521,1.23480316954145,0.332249319622494
NA,NA,NA
1.34962992473645,-0.717908819500845,-0.830623299056236
-0.52860794287754,-0.717908819500845,0.332249319622494
2.2437363711165,-0.717908819500845,-0.830623299056236
-0.601410691766368,1.23480316954145,0.332249319622494
NA,NA,NA
-1.61951903966434,1.23480316954145,0.332249319622494
NA,NA,NA
NA,NA,NA
-0.456000143768931,0.258447175020304,0.332249319622494
0.314102875280807,-0.717908819500845,0.332249319622494
NA,NA,NA
NA,NA,NA
NA,NA,NA
