"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num"
-1.49174251432252,1.01901923254418,0.760722853253683,-1.4403389431611
-1.01839156574924,1.01901923254418,NA,0.960225962107401
-0.224646704740331,1.01901923254418,-1.4522890834843,-0.240056490526851
1.94515787756704,-1.90512291301738,0.760722853253683,-0.240056490526851
0.0569124824665869,-0.443051840236601,0.760722853253683,-0.240056490526851
NA,NA,NA,NA
0.27145825729463,-0.443051840236601,0.023052207674354,-2.64062139579535
0.755921181588388,1.01901923254418,0.760722853253683,-0.240056490526851
0.00828748010113506,-0.443051840236601,-1.4522890834843,-0.240056490526851
1.86025555695967,-1.90512291301738,0.760722853253683,-0.240056490526851
-1.38089855797666,1.01901923254418,0.760722853253683,0.960225962107401
-0.125681575272962,-0.443051840236601,-0.714618437904975,0.960225962107401
-0.768775897057219,-0.443051840236601,0.760722853253683,-0.240056490526851
0.0477583219067683,1.01901923254418,-1.4522890834843,0.960225962107401
0.518066545872914,1.01901923254418,-1.4522890834843,0.960225962107401
NA,NA,NA,NA
NA,NA,NA,NA
0.188172151639906,-1.90512291301738,0.760722853253683,-1.4403389431611
-0.480312520305272,-0.443051840236601,-1.4522890834843,-1.4403389431611
-0.233536972395122,1.01901923254418,-0.714618437904975,0.960225962107401
0.531558025855874,1.01901923254418,0.760722853253683,-1.4403389431611
-0.366749756775603,1.01901923254418,-1.4522890834843,-0.240056490526851
2.36990974728522,1.01901923254418,0.760722853253683,-0.240056490526851
NA,NA,NA,NA
1.47860390480124,-0.443051840236601,0.760722853253683,-1.4403389431611
-0.866614871297824,-0.443051840236601,-1.4522890834843,-0.240056490526851
-1.125410602984,-0.443051840236601,0.023052207674354,0.960225962107401
-1.53131230806403,NA,NA,0.960225962107401
0.294179307853715,-0.443051840236601,0.760722853253683,-0.240056490526851
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.20603446950515,1.01901923254418,-1.4522890834843,0.960225962107401
0.88833883078574,-0.443051840236601,0.760722853253683,-1.4403389431611
-1.05501402497133,NA,NA,NA
0.148115838944667,-0.443051840236601,0.760722853253683,0.960225962107401
NA,NA,NA,NA
NA,NA,NA,NA
-0.152445449962326,1.01901923254418,0.760722853253683,0.960225962107401
0.94312705289652,-1.90512291301738,-1.4522890834843,-0.240056490526851
-1.0572651762435,-0.443051840236601,0.760722853253683,0.960225962107401
0.58713668319628,-0.443051840236601,0.760722853253683,-0.240056490526851
0.88597930659466,1.01901923254418,0.760722853253683,0.960225962107401
NA,NA,NA,NA
-0.694105585987869,NA,NA,0.960225962107401
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,-0.443051840236601,0.760722853253683,0.960225962107401
