"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q23a_num","TX_RESP_Q23d_num"
0.522694007405635,0.333333333333333,1.4638501094228,-0.661437827766148,0.105409255338946,1.33333333333333,0.840026881290309
0.154139497393882,0.333333333333333,-0.58554004376912,1.98431348329844,0.105409255338946,-0.666666666666667,-0.504016128774185
1.71898288163676,0.333333333333333,NA,NA,1.05409255338946,-0.666666666666667,-1.84805913883868
0.534577842335831,0.333333333333333,-0.58554004376912,-0.661437827766148,-0.843274042711568,-0.666666666666667,-0.504016128774185
-0.672761909439504,0.333333333333333,-0.58554004376912,0.661437827766148,0.105409255338946,-0.666666666666667,-0.504016128774185
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.364191864705362,0.333333333333333,NA,-0.661437827766148,-1.79195734076208,-0.666666666666667,NA
-1.7351303785959,-2.66666666666667,-0.58554004376912,-0.661437827766148,-0.843274042711568,1.33333333333333,0.840026881290309
0.574260450462215,0.333333333333333,1.4638501094228,-0.661437827766148,1.05409255338946,-0.666666666666667,0.840026881290309
-0.732570526493569,0.333333333333333,-0.58554004376912,0.661437827766148,1.05409255338946,1.33333333333333,0.840026881290309
