"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q23h_num"
NA,NA,NA
-1.6801244853137,-1.48550690649043,1.552599526583
NA,NA,NA
-0.336706225055009,-1.48550690649043,-0.288855725875907
-0.529236884735715,-1.48550690649043,-0.288855725875907
NA,NA,NA
1.2770192896398,-0.198067587532057,-0.288855725875907
0.416863402417292,1.08937173142632,-0.288855725875907
-1.39743011436399,-0.198067587532057,-0.288855725875907
0.533240082753553,2.37681105038469,1.552599526583
NA,NA,NA
NA,NA,NA
-0.0563053891454573,-1.48550690649043,-0.288855725875907
1.35364417089349,-0.198067587532057,-0.288855725875907
-0.496153246969499,-0.198067587532057,1.552599526583
-0.968246104137821,-0.198067587532057,-0.288855725875907
-0.578669759309377,-0.198067587532057,-0.288855725875907
2.20931112964866,1.08937173142632,-0.288855725875907
NA,NA,NA
NA,NA,NA
1.07084914643901,-0.198067587532057,-0.288855725875907
1.11729146934362,1.08937173142632,-0.288855725875907
-0.0921037595243618,-0.198067587532057,-0.288855725875907
0.0761297931950459,1.08937173142632,NA
NA,NA,NA
NA,NA,NA
0.911602164473599,1.08937173142632,-0.288855725875907
1.19754923523322,1.08937173142632,-0.288855725875907
-1.35938293395632,-1.48550690649043,1.552599526583
0.787169513719862,1.08937173142632,-3.97176623079373
-0.992320808644339,2.37681105038469,1.552599526583
-0.675378638113393,-0.198067587532057,-0.288855725875907
-0.161634302563855,-1.48550690649043,1.552599526583
NA,NA,NA
-0.852629793453554,-1.48550690649043,-0.288855725875907
0.25866628007575,1.08937173142632,-0.288855725875907
0.566510067324207,1.08937173142632,-0.288855725875907
-0.329451637036058,-0.198067587532057,-0.288855725875907
-0.256544133344859,-0.198067587532057,-0.288855725875907
1.89754245590063,1.08937173142632,-0.288855725875907
-0.932604293527933,-0.198067587532057,1.552599526583
0.494877315374318,1.08937173142632,-0.288855725875907
1.46913995522995,1.08937173142632,-0.288855725875907
NA,NA,NA
0.241064654032692,-0.198067587532057,-0.288855725875907
-1.17231652809087,-0.198067587532057,1.552599526583
-0.285893010368203,-0.198067587532057,-0.288855725875907
NA,NA,NA
NA,NA,NA
-1.41620708347492,-0.198067587532057,1.552599526583
-1.59683766690031,-0.198067587532057,-2.13031097833482
-0.578082087775443,-0.198067587532057,-0.288855725875907
0.320093638023707,-0.198067587532057,-0.288855725875907
1.37673610329324,1.08937173142632,-0.288855725875907
NA,NA,NA
-0.0926007362041727,-1.48550690649043,-0.288855725875907
1.08019229468198,-0.198067587532057,-0.288855725875907
-0.762310789475993,-0.198067587532057,-0.288855725875907
NA,NA,NA
-1.89527621994317,1.08937173142632,1.552599526583
0.0274001371778,-0.198067587532057,-0.288855725875907
1.79092389722321,-1.48550690649043,-0.288855725875907
-0.0274000722003418,-0.198067587532057,-0.288855725875907
-0.262562514935505,-0.198067587532057,-0.288855725875907
-0.928023425375138,-1.48550690649043,-0.288855725875907
NA,NA,NA
NA,NA,NA
-0.519896248384541,-0.198067587532057,-0.288855725875907
0.758512696229218,-0.198067587532057,1.552599526583
