"PROFICIENCIA_MT_SAEB","TX_RESP_Q22a_num","TX_RESP_Q23b_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA
-1.24509142196091,0.885646156700061,1.26660099276225,1.1595420713049,-0.267261241912424
0.233719064236155,0.885646156700061,1.26660099276225,-0.811679449913428,NA
0.203296601722018,-1.39172967481438,-0.1688801323683,-0.811679449913428,-0.267261241912424
-0.0977661179255645,-0.25304175905716,-0.1688801323683,-0.811679449913428,-0.267261241912424
-0.482124109161724,-1.39172967481438,1.26660099276225,-0.811679449913428,-0.267261241912424
1.55447076391174,0.885646156700061,-0.1688801323683,1.1595420713049,-0.267261241912424
0.623644793216008,0.885646156700061,-1.60436125749885,1.1595420713049,-0.267261241912424
-0.697226521806407,-1.39172967481438,-0.1688801323683,-0.811679449913428,-0.267261241912424
-1.53583594620875,-1.39172967481438,-0.1688801323683,-0.811679449913428,NA
1.70733133083322,0.885646156700061,-0.1688801323683,1.1595420713049,-0.267261241912424
0.300815592088499,0.885646156700061,-1.60436125749885,1.1595420713049,-0.267261241912424
-0.399175392862405,0.885646156700061,NA,NA,-0.267261241912424
0.37397670032928,-0.25304175905716,-0.1688801323683,-0.811679449913428,-0.267261241912424
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.73786419063076,-0.25304175905716,-0.1688801323683,1.1595420713049,-0.267261241912424
-1.71556305280856,0.885646156700061,1.26660099276225,1.1595420713049,NA
0.497934413466192,0.885646156700061,-0.1688801323683,-0.811679449913428,NA
0.119883251130516,-0.25304175905716,1.26660099276225,-0.811679449913428,-0.267261241912424
-0.932765957194307,NA,NA,NA,3.47439614486152
-0.247388181635745,-1.39172967481438,-1.60436125749885,-0.811679449913428,NA
